"Prologue_001_Wave1","TutorialMode","","Normal","Prologue_001","1","Environment_TutoBattle","Prologue_C024","1","Prologue_C591","1","Prologue_C024","1","","","","","","","","","","","",""
"AD_H_P1_003_003_Wave2","AdventureMode","","Normal","AD_H_P1_003_003","2","Environment_Adventure_Part1_HST3","CH3_F_C024G_G1","20","CH3_F_C024G_G1","20","","","CH3_M_C100_G2","20","","","","","CH3_B_C052G_G1","20","","","",""
"AD_N_P1_004_001_Wave1","AdventureMode","","Normal","AD_N_P1_004_001","1","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","15","","","","","CH4_M_C057G_G1","15","","","","","CH4_B_C025G_G1","15","","","",""
"AD_N_P1_004_001_Wave2","AdventureMode","","Normal","AD_N_P1_004_001","2","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","15","","","","","CH4_M_C558G_G1","15","","","","","CH4_B_C025G_G1","15","","","",""
"AD_N_P1_004_002_Wave1","AdventureMode","","Normal","AD_N_P1_004_002","1","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","15","","","","","CH4_M_C057G_G1","15","","","","","CH4_B_C052G_G1","15","","","",""
"AD_N_P1_004_002_Wave2","AdventureMode","","Normal","AD_N_P1_004_002","2","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","15","","","","","CH4_M_C558G_G1","15","","","","","CH4_B_C530G_G1","15","","","",""
"AD_N_P1_004_003_Wave1","AdventureMode","","Normal","AD_N_P1_004_003","1","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","16","","","","","CH4_M_C057G_G1","16","","","","","CH4_B_C025G_G1","16","","","",""
"AD_N_P1_004_003_Wave2","AdventureMode","","Normal","AD_N_P1_004_003","2","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","16","","","","","CH4_M_C558G_G1","16","","","","","CH4_B_C025G_G1","16","","","",""
"AD_N_P1_004_004_Wave1","AdventureMode","","Normal","AD_N_P1_004_004","1","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","16","","","","","CH4_M_C057G_G1","16","","","","","CH4_B_C025G_G1","16","","","",""
"AD_N_P1_004_004_Wave2","AdventureMode","","Normal","AD_N_P1_004_004","2","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","16","CH4_F_C030B_G1","16","","","CH4_M_C558G_G1","16","","","","","CH4_B_C530G_G1","16","","","",""
"AD_N_P1_004_005_Wave1","AdventureMode","","Normal","AD_N_P1_004_005","1","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","16","","","","","CH4_M_C046G_G1","16","","","","","CH4_B_C052G_G1","16","","","",""
"AD_N_P1_004_005_Wave2","AdventureMode","","Normal","AD_N_P1_004_005","2","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","16","CH4_F_C045R_G1","16","","","CH4_M_C100_G1","16","","","","","","","","","",""
"AD_N_P1_004_006_Wave1","AdventureMode","","Normal","AD_N_P1_004_006","1","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","17","","","","","CH4_M_C057G_G1","17","","","","","CH4_B_C025G_G1","17","","","",""
"AD_N_P1_004_006_Wave2","AdventureMode","","Normal","AD_N_P1_004_006","2","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","17","","","","","CH4_M_C558G_G1","17","","","","","CH4_B_C025G_G1","17","","","",""
"AD_N_P1_004_007_Wave1","AdventureMode","","Normal","AD_N_P1_004_007","1","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","17","","","","","CH4_M_C057G_G1","17","","","","","CH4_B_C025G_G1","17","","","",""
"AD_N_P1_004_007_Wave2","AdventureMode","","Normal","AD_N_P1_004_007","2","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","17","CH4_F_C030B_G1","17","","","CH4_M_C558G_G1","17","","","","","CH4_B_C530G_G1","17","","","",""
"AD_N_P1_004_008_Wave1","AdventureMode","","Normal","AD_N_P1_004_008","1","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","17","","","","","CH4_M_C046G_G1","17","","","","","CH4_B_C025G_G1","17","","","",""
"AD_N_P1_004_008_Wave2","AdventureMode","","Normal","AD_N_P1_004_008","2","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","17","CH4_F_C045R_G1","17","","","CH4_M_C057G_G1","17","","","","","CH4_B_C052G_G1","17","","","",""
"AD_N_P1_004_009_Wave1","AdventureMode","","Normal","AD_N_P1_004_009","1","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","18","","","","","CH4_M_C057G_G1","18","","","","","CH4_B_C025G_G1","18","","","",""
"AD_N_P1_004_009_Wave2","AdventureMode","","Normal","AD_N_P1_004_009","2","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","18","CH4_F_C030B_G1","18","","","","","","","","","CH4_B_C052G_G1","18","CH4_M_C533R_G1","18","",""
"AD_N_P1_004_010_Wave1","AdventureMode","","Normal","AD_N_P1_004_010","1","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","18","CH4_F_C024G_G1","18","","","CH4_M_C057G_G1","18","","","","","CH4_B_C052G_G1","18","","","",""
"AD_N_P1_004_010_Wave2","AdventureMode","","Normal","AD_N_P1_004_010","2","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","18","CH4_F_C024G_G1","18","","","CH4_M_C080_G1","18","","","","","CH4_M_C533R_G1","18","","","",""
"AD_N_P1_004_011_Wave1","AdventureMode","","Normal","AD_N_P1_004_011","1","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","18","CH4_F_C045R_G1","18","","","CH4_M_C046G_G1","18","","","","","CH4_B_C025G_G1","18","","","",""
"AD_N_P1_004_011_Wave2","AdventureMode","","Normal","AD_N_P1_004_011","2","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","18","CH4_F_C045R_G1","18","","","CH4_M_C057G_G1","18","","","","","CH4_B_C530G_G1","18","","","",""
"AD_N_P1_004_012_Wave1","AdventureMode","","Normal","AD_N_P1_004_012","1","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","19","CH4_F_C024G_G1","19","","","CH4_M_C046G_G1","19","","","","","CH4_B_C025G_G1","19","","","",""
"AD_N_P1_004_012_Wave2","AdventureMode","","Normal","AD_N_P1_004_012","2","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","19","CH4_F_C024G_G1","19","CH4_F_C024G_G1","19","","","","","","","CH4_M_C533R_G1","19","","","",""
"AD_N_P1_004_013_Wave1","AdventureMode","","Normal","AD_N_P1_004_013","1","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","19","CH4_F_C030B_G1","19","","","","","","","","","CH4_B_C052G_G1","19","CH4_M_C533R_G1","19","",""
"AD_N_P1_004_013_Wave2","AdventureMode","","Normal","AD_N_P1_004_013","2","Environment_Adventure_Part1_NST4","CH4_F_C030B_G1","19","CH4_F_C030B_G1","19","","","CH4_M_C528G_G1","19","CH4_M_C528G_G1","19","","","CH4_B_C530G_G1","19","","","",""
"AD_N_P1_004_014_Wave1","AdventureMode","","Normal","AD_N_P1_004_014","1","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","19","CH4_F_C045R_G1","19","CH4_F_C045R_G1","19","CH4_M_C527R_G1","19","","","","","CH4_B_C530G_G1","19","","","",""
"AD_N_P1_004_014_Wave2","AdventureMode","","Normal","AD_N_P1_004_014","2","Environment_Adventure_Part1_NST4","CH4_F_C045R_G1","19","CH4_F_C045R_G1","19","","","","","","","","","CH4_B_C052G_G1","19","CH4_M_C533R_G1","19","CH4_B_C052G_G1","19"
"AD_N_P1_004_015_Wave1","AdventureMode","","Normal","AD_N_P1_004_015","1","Environment_Adventure_Part1_NST4","CH4_F_C024G_G1","20","","","","","","","","","","","CH4_B_C530G_G1","20","CH4_M_C533R_G1","20","",""
"AD_N_P1_004_015_Wave2","AdventureMode","","Normal","AD_N_P1_004_015","2","Environment_Adventure_Part1_NST4","CH4_F_C535G_G2","20","","","","","","","","","","","","","","","",""
"AD_H_P1_004_001_Wave1","AdventureMode","","Normal","AD_H_P1_004_001","1","Environment_Adventure_Part1_HST4","CH4_F_C045R_G1","21","","","","","CH4_M_C046G_G1","21","","","","","CH4_B_C052G_G1","21","","","",""
"AD_H_P1_004_001_Wave2","AdventureMode","","Normal","AD_H_P1_004_001","2","Environment_Adventure_Part1_HST4","CH4_F_C045R_G1","21","CH4_F_C045R_G1","21","","","CH4_M_C100_G1","21","","","","","","","","","",""
"AD_H_P1_004_002_Wave1","AdventureMode","","Normal","AD_H_P1_004_002","1","Environment_Adventure_Part1_HST4","CH4_F_C024G_G1","23","CH4_F_C024G_G1","23","","","CH4_M_C057G_G1","23","","","","","CH4_B_C052G_G1","23","","","",""
"AD_H_P1_004_002_Wave2","AdventureMode","","Normal","AD_H_P1_004_002","2","Environment_Adventure_Part1_HST4","CH4_F_C024G_G1","23","CH4_F_C024G_G1","23","","","CH4_M_C080_G1","23","","","","","CH4_M_C533R_G1","23","","","",""
"AD_H_P1_004_003_Wave1","AdventureMode","","Normal","AD_H_P1_004_003","1","Environment_Adventure_Part1_HST4","CH4_F_C024G_G1","25","","","","","","","","","","","CH4_B_C530G_G1","25","CH4_M_C533R_G1","25","",""
"AD_H_P1_004_003_Wave2","AdventureMode","","Normal","AD_H_P1_004_003","2","Environment_Adventure_Part1_HST4","CH4_F_C535G_G2","25","","","","","","","","","","","","","","","",""
"AD_N_P2_001_001_Wave1","AdventureMode","","Normal","AD_N_P2_001_001","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","20","","","","","CH5_M_C590G_G1","20","","","","","CH5_B_C594R_G1","20","","","",""
"AD_N_P2_001_001_Wave2","AdventureMode","","Normal","AD_N_P2_001_001","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","20","","","","","CH5_M_C593R_G1","20","","","","","CH5_B_C594R_G1","20","","","",""
"AD_N_P2_001_002_Wave1","AdventureMode","","Normal","AD_N_P2_001_002","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","20","","","","","CH5_M_C588G_G1","20","","","","","CH5_B_C595G_G1","20","","","",""
"AD_N_P2_001_002_Wave2","AdventureMode","","Normal","AD_N_P2_001_002","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","20","","","","","CH5_M_C590G_G1","20","","","","","CH5_B_C594R_G1","20","","","",""
"AD_N_P2_001_003_Wave1","AdventureMode","","Normal","AD_N_P2_001_003","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","21","","","","","CH5_M_C590G_G1","21","","","","","CH5_B_C594R_G1","21","","","",""
"AD_N_P2_001_003_Wave2","AdventureMode","","Normal","AD_N_P2_001_003","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","21","","","","","CH5_M_C593R_G1","21","","","","","CH5_B_C594R_G1","21","","","",""
"AD_N_P2_001_004_Wave1","AdventureMode","","Normal","AD_N_P2_001_004","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","21","","","","","CH5_M_C588G_G1","21","","","","","CH5_B_C595G_G1","21","","","",""
"AD_N_P2_001_004_Wave2","AdventureMode","","Normal","AD_N_P2_001_004","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","21","","","","","CH5_M_C590G_G1","21","","","","","CH5_B_C594R_G1","21","","","",""
"AD_N_P2_001_005_Wave1","AdventureMode","","Normal","AD_N_P2_001_005","1","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","21","","","","","CH5_M_C588G_G1","21","","","","","CH5_B_C595G_G1","21","","","",""
"AD_N_P2_001_005_Wave2","AdventureMode","","Normal","AD_N_P2_001_005","2","Environment_Adventure_Part2_NST1","CH5_F_C537R_G1","21","","","","","CH5_M_C559R_G1","21","","","","","CH5_B_C594R_G1","21","","","",""
"AD_N_P2_001_006_Wave1","AdventureMode","","Normal","AD_N_P2_001_006","1","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","22","","","","","CH5_M_C588G_G1","22","","","","","CH5_B_C595G_G1","22","","","",""
"AD_N_P2_001_006_Wave2","AdventureMode","","Normal","AD_N_P2_001_006","2","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","22","CH5_F_C024G_G1","22","","","CH5_M_C588G_G1","22","","","","","CH5_B_C595G_G1","22","","","",""
"AD_N_P2_001_007_Wave1","AdventureMode","","Normal","AD_N_P2_001_007","1","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","22","","","","","CH5_M_C588G_G1","22","","","","","CH5_B_C025G_G1","22","","","",""
"AD_N_P2_001_007_Wave2","AdventureMode","","Normal","AD_N_P2_001_007","2","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","22","CH5_F_C024G_G1","22","","","CH5_M_C588G_G1","22","","","","","CH5_B_C025G_G1","22","","","",""
"AD_N_P2_001_008_Wave1","AdventureMode","","Normal","AD_N_P2_001_008","1","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","22","","","","","CH5_M_C588G_G1","22","","","","","CH5_B_C025G_G1","22","","","",""
"AD_N_P2_001_008_Wave2","AdventureMode","","Normal","AD_N_P2_001_008","2","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","22","CH5_F_C024G_G1","22","CH5_F_C024G_G1","22","CH5_M_C588G_G1","22","","","","","","","","","",""
"AD_N_P2_001_009_Wave1","AdventureMode","","Normal","AD_N_P2_001_009","1","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","23","","","","","CH5_M_C588G_G1","23","","","","","CH5_B_C025G_G1","23","","","",""
"AD_N_P2_001_009_Wave2","AdventureMode","","Normal","AD_N_P2_001_009","2","Environment_Adventure_Part2_NST1","CH5_F_C024G_G1","23","CH5_F_C024G_G1","23","","","CH5_M_C559R_G1","23","","","","","CH5_B_C025G_G1","23","","","",""
"AD_N_P2_001_010_Wave1","AdventureMode","","Normal","AD_N_P2_001_010","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","23","CH5_F_C536G_G1","23","","","CH5_M_C590G_G1","23","","","","","CH5_B_C594R_G1","23","","","",""
"AD_N_P2_001_010_Wave2","AdventureMode","","Normal","AD_N_P2_001_010","2","Environment_Adventure_Part2_NST1","CH5_F_C016_G1","23","","","","","CH5_M_C559R_G1","23","CH5_M_C559R_G1","23","","","","","","","",""
"AD_N_P2_001_011_Wave1","AdventureMode","","Normal","AD_N_P2_001_011","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","23","CH5_F_C536G_G1","23","","","CH5_M_C593R_G1","23","","","","","CH5_B_C594R_G1","23","","","",""
"AD_N_P2_001_011_Wave2","AdventureMode","","Normal","AD_N_P2_001_011","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","23","CH5_F_C536G_G1","23","CH5_F_C536G_G1","23","CH5_M_C593R_G1","23","","","","","","","","","",""
"AD_N_P2_001_012_Wave1","AdventureMode","","Normal","AD_N_P2_001_012","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","24","CH5_F_C536G_G1","24","","","CH5_M_C593R_G1","24","","","","","CH5_B_C594R_G1","24","","","",""
"AD_N_P2_001_012_Wave2","AdventureMode","","Normal","AD_N_P2_001_012","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","24","CH5_F_C536G_G1","24","","","CH5_M_C559R_G1","24","","","","","CH5_B_C594R_G1","24","","","",""
"AD_N_P2_001_013_Wave1","AdventureMode","","Normal","AD_N_P2_001_013","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","24","CH5_F_C536G_G1","24","","","CH5_M_C559R_G1","24","","","","","CH5_B_C595G_G1","24","CH5_B_C595G_G1","24","",""
"AD_N_P2_001_013_Wave2","AdventureMode","","Normal","AD_N_P2_001_013","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","24","CH5_F_C536G_G1","24","","","CH5_M_C559R_G1","24","CH5_M_C559R_G1","24","","","CH5_B_C594R_G1","24","","","",""
"AD_N_P2_001_014_Wave1","AdventureMode","","Normal","AD_N_P2_001_014","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","24","CH5_F_C536G_G1","24","","","CH5_M_C559R_G1","24","","","","","CH5_B_C594R_G1","24","CH5_B_C594R_G1","24","",""
"AD_N_P2_001_014_Wave2","AdventureMode","","Normal","AD_N_P2_001_014","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","24","CH5_F_C536G_G1","24","","","CH5_M_C559R_G1","24","CH5_M_C559R_G1","24","","","CH5_B_C595G_G1","24","","","",""
"AD_N_P2_001_015_Wave1","AdventureMode","","Normal","AD_N_P2_001_015","1","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","25","CH5_F_C536G_G1","25","","","CH5_M_C559R_G1","25","","","","","CH5_B_C025G_G1","25","","","",""
"AD_N_P2_001_015_Wave2","AdventureMode","","Normal","AD_N_P2_001_015","2","Environment_Adventure_Part2_NST1","CH5_F_C536G_G1","25","","","","","CH5_M_C559R_G1","25","CH5_M_C041_G2","25","CH5_M_C559R_G1","25","CH5_B_C594R_G1","25","","","",""
"AD_H_P2_001_001_Wave1","AdventureMode","","Normal","AD_H_P2_001_001","1","Environment_Adventure_Part2_HST1","CH5_F_C024G_G1","26","","","","","CH5_M_C588G_G1","26","","","","","CH5_B_C595G_G1","26","","","",""
"AD_H_P2_001_001_Wave2","AdventureMode","","Normal","AD_H_P2_001_001","2","Environment_Adventure_Part2_HST1","CH5_F_C537R_G1","26","","","","","CH5_M_C559R_G1","26","","","","","CH5_B_C594R_G1","26","","","",""
"AD_H_P2_001_002_Wave1","AdventureMode","","Normal","AD_H_P2_001_002","1","Environment_Adventure_Part2_HST1","CH5_F_C536G_G1","28","CH5_F_C536G_G1","28","","","CH5_M_C590G_G1","28","","","","","CH5_B_C594R_G1","28","","","",""
"AD_H_P2_001_002_Wave2","AdventureMode","","Normal","AD_H_P2_001_002","2","Environment_Adventure_Part2_HST1","CH5_F_C016_G1","28","","","","","CH5_M_C559R_G1","28","CH5_M_C559R_G1","28","","","","","","","",""
"AD_H_P2_001_003_Wave1","AdventureMode","","Normal","AD_H_P2_001_003","1","Environment_Adventure_Part2_HST1","CH5_F_C536G_G1","30","CH5_F_C536G_G1","30","","","CH5_M_C559R_G1","30","","","","","CH5_B_C025G_G1","30","","","",""
"AD_H_P2_001_003_Wave2","AdventureMode","","Normal","AD_H_P2_001_003","2","Environment_Adventure_Part2_HST1","CH5_F_C536G_G1","30","","","","","CH5_M_C559R_G1","30","CH5_M_C041_G2","30","CH5_M_C559R_G1","30","CH5_B_C594R_G1","30","","","",""
"AD_N_P2_002_001_Wave1","AdventureMode","","Normal","AD_N_P2_002_001","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","25","","","","","CH6_M_C590G_G1","25","","","","","CH6_B_C594R_G1","25","","","",""
"AD_N_P2_002_001_Wave2","AdventureMode","","Normal","AD_N_P2_002_001","2","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","25","","","","","CH6_M_C593R_G1","25","","","","","CH6_B_C594R_G1","25","","","",""
"AD_N_P2_002_002_Wave1","AdventureMode","","Normal","AD_N_P2_002_002","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","25","","","","","CH6_M_C588G_G1","25","","","","","CH6_B_C595G_G1","25","","","",""
"AD_N_P2_002_002_Wave2","AdventureMode","","Normal","AD_N_P2_002_002","2","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","25","","","","","CH6_M_C590G_G1","25","","","","","CH6_B_C594R_G1","25","","","",""
"AD_N_P2_002_003_Wave1","AdventureMode","","Normal","AD_N_P2_002_003","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","26","","","","","CH6_M_C590G_G1","26","","","","","CH6_B_C594R_G1","26","","","",""
"AD_N_P2_002_003_Wave2","AdventureMode","","Normal","AD_N_P2_002_003","2","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","26","","","","","CH6_M_C593R_G1","26","","","","","CH6_B_C594R_G1","26","","","",""
"AD_N_P2_002_004_Wave1","AdventureMode","","Normal","AD_N_P2_002_004","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","26","","","","","CH6_M_C588G_G1","26","","","","","CH6_B_C595G_G1","26","","","",""
"AD_N_P2_002_004_Wave2","AdventureMode","","Normal","AD_N_P2_002_004","2","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","26","","","","","CH6_M_C590G_G1","26","","","","","CH6_B_C594R_G1","26","","","",""
"AD_N_P2_002_005_Wave1","AdventureMode","","Normal","AD_N_P2_002_005","1","Environment_Adventure_Part2_NST2","CH6_F_C024G_G1","26","","","","","CH6_M_C588G_G1","26","","","","","CH6_B_C595G_G1","26","","","",""
"AD_N_P2_002_005_Wave2","AdventureMode","","Normal","AD_N_P2_002_005","2","Environment_Adventure_Part2_NST2","CH5_F_C537R_G1","26","","","","","CH6_M_C589R_G1","26","","","","","CH6_B_C594R_G1","26","","","",""
"AD_N_P2_002_006_Wave1","AdventureMode","","Normal","AD_N_P2_002_006","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","27","","","","","CH6_M_C593R_G1","27","","","","","CH6_B_C595G_G1","27","","","",""
"AD_N_P2_002_006_Wave2","AdventureMode","","Normal","AD_N_P2_002_006","2","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","27","CH6_F_C592R_G1","27","","","CH6_M_C593R_G1","27","","","","","CH6_B_C595G_G1","27","","","",""
"AD_N_P2_002_007_Wave1","AdventureMode","","Normal","AD_N_P2_002_007","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","27","","","","","CH6_M_C593R_G1","27","","","","","CH6_B_C025G_G1","27","","","",""
"AD_N_P2_002_007_Wave2","AdventureMode","","Normal","AD_N_P2_002_007","2","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","27","CH6_F_C592R_G1","27","","","CH6_M_C593R_G1","27","","","","","CH6_B_C025G_G1","27","","","",""
"AD_N_P2_002_008_Wave1","AdventureMode","","Normal","AD_N_P2_002_008","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","27","","","","","CH6_M_C593R_G1","27","","","","","CH6_B_C025G_G1","27","","","",""
"AD_N_P2_002_008_Wave2","AdventureMode","","Normal","AD_N_P2_002_008","2","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","27","CH6_F_C592R_G1","27","CH6_F_C592R_G1","27","CH6_M_C593R_G1","27","","","","","","","","","",""
"AD_N_P2_002_009_Wave1","AdventureMode","","Normal","AD_N_P2_002_009","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","28","","","","","CH6_M_C593R_G1","28","","","","","CH6_B_C025G_G1","28","","","",""
"AD_N_P2_002_009_Wave2","AdventureMode","","Normal","AD_N_P2_002_009","2","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","28","CH6_F_C592R_G1","28","","","CH6_M_C559R_G1","28","","","","","CH6_B_C025G_G1","28","","","",""
"AD_N_P2_002_010_Wave1","AdventureMode","","Normal","AD_N_P2_002_010","1","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","28","CH6_F_C536G_G1","28","","","CH6_M_C590G_G1","28","","","","","CH6_B_C025G_G1","28","","","",""
"AD_N_P2_002_010_Wave2","AdventureMode","","Normal","AD_N_P2_002_010","2","Environment_Adventure_Part2_NST2","CH6_F_C536G_G1","28","","","","","CH6_B_C088_G1","28","","","","","CH6_B_C594R_G1","28","CH6_B_C594R_G1","28","",""
"AD_N_P2_002_011_Wave1","AdventureMode","","Normal","AD_N_P2_002_011","1","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","28","CH6_F_C592R_G1","28","","","CH6_M_C593R_G1","28","","","","","CH6_B_C594R_G1","28","","","",""
"AD_N_P2_002_011_Wave2","AdventureMode","","Normal","AD_N_P2_002_011","2","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","28","CH6_F_C592R_G1","28","CH6_F_C592R_G1","28","CH6_M_C593R_G1","28","","","","","","28","","","",""
"AD_N_P2_002_012_Wave1","AdventureMode","","Normal","AD_N_P2_002_012","1","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","29","CH6_F_C592R_G1","29","","","CH6_M_C593R_G1","29","","","","","CH6_B_C594R_G1","29","","","",""
"AD_N_P2_002_012_Wave2","AdventureMode","","Normal","AD_N_P2_002_012","2","Environment_Adventure_Part2_NST2","CH6_F_C592R_G1","29","CH6_F_C592R_G1","29","","","CH6_M_C559R_G1","29","","","","","CH6_B_C594R_G1","29","","","",""
