id	pos	type	roleId	attAddTypeId	attAddNum	exId	addBuffId	star	exBuffId	exStar	icon	groupId	costItem	costNum	status
10400801	1	1	104008	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10400802	2	1	104008	201;101	46;102						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400803	3	1	104008	101;301	102;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400804	4	2	104008	301;201;101;2502	1856;93;102;0.04						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10400805	5	1	104008	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400806	6	1	104008	201;101	77;170						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400807	7	1	104008	101;301	170;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400808	8	2	104008	301;201;101;401	3094;155;170;200						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10400809	9	1	104008	201;101	77;170						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400810	10	1	104008	101;301	170;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400811	11	1	104008	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400812	12	3	104008				91023	1			88:talent_ico_71104008	1	417200;300022;300003	16;7200;72000	1
10400813	13	1	104008	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400814	14	1	104008	201;101	124;271						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400815	15	1	104008	101;301	271;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400816	16	3	104008			10400812	92023	1	91023	1	88:talent_ico_72104008	1	417300;300022;300003	16;12000;120000	1
10400817	17	1	104008	101;301	170;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400818	18	1	104008	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10400819	19	1	104008	201;101	77;170						88:talent_ico_720002	1	300022;300003	3200;32000	1
10400820	20	3	104008				91006	1			88:talent_ico_81104008	1	417200;300022;300003	16;7200;72000	1
10400821	21	1	104008	201;101	124;271						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400822	22	1	104008	101;301	271;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400823	23	1	104008	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400824	24	2	104008	301;201;101;2502	3713;186;204;0.06						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10400825	25	1	104008	101;301	271;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400826	26	1	104008	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400827	27	1	104008	201;101	124;271						88:talent_ico_720003	1	300022;300003	4800;48000	1
10400828	28	3	104008			10400820	92006	1	91006	1	88:talent_ico_82104008	1	417300;300022;300003	16;12000;120000	1
10201201	1	1	102012	101;201	90;48						88:talent_ico_710001	1	300022;300003	1600;16000	1
10201202	2	1	102012	201;301	48;1287						88:talent_ico_710001	1	300022;300003	2000;20000	1
10201203	3	1	102012	301;101	1287;90						88:talent_ico_710001	1	300022;300003	2000;20000	1
10201204	4	2	102012	101;201;301;2101	180;96;1287;0.02						88:talent_ico_710001	1	417100;300022;300003	16;4000;40000	1
10201205	5	1	102012	101;201	150;80						88:talent_ico_710002	1	300022;300003	2400;24000	1
10201206	6	1	102012	201;301	80;2146						88:talent_ico_710002	1	300022;300003	3200;32000	1
10201207	7	1	102012	301;101	2146;150						88:talent_ico_710002	1	300022;300003	3200;32000	1
10201208	8	2	102012	101;201;301;2502	299;160;2146;0.04						88:talent_ico_710002	1	417100;300022;300003	24;4800;48000	1
10201209	9	1	102012	201;301	80;2146						88:talent_ico_710002	1	300022;300003	3200;32000	1
10201210	10	1	102012	301;101	2146;150						88:talent_ico_710002	1	300022;300003	3200;32000	1
10201211	11	1	102012	101;201	150;80						88:talent_ico_710002	1	300022;300003	2400;24000	1
10201212	12	3	102012				91016	1			88:talent_ico_71102012	1	417200;300022;300003	16;7200;72000	1
10201213	13	1	102012	101;201	240;128						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201214	14	1	102012	201;301	128;3433						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201215	15	1	102012	301;101	3433;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201216	16	3	102012			10201212	92016	1	91016	1	88:talent_ico_72102012	1	417300;300022;300003	16;12000;120000	1
10201217	17	1	102012	301;101	2146;150						88:talent_ico_710002	1	300022;300003	3200;32000	1
10201218	18	1	102012	101;201	150;80						88:talent_ico_710002	1	300022;300003	2400;24000	1
10201219	19	1	102012	201;301	80;2146						88:talent_ico_710002	1	300022;300003	3200;32000	1
10201220	20	3	102012				91020	1			88:talent_ico_81102012	1	417200;300022;300003	16;7200;72000	1
10201221	21	1	102012	201;301	128;3433						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201222	22	1	102012	301;101	3433;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201223	23	1	102012	101;201	240;128						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201224	24	2	102012	101;201;301;2101	359;192;2575;0.04						88:talent_ico_710003	1	417200;300022;300003	16;7200;72000	1
10201225	25	1	102012	301;101	3433;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201226	26	1	102012	101;201	240;128						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201227	27	1	102012	201;301	128;3433						88:talent_ico_710003	1	300022;300003	4800;48000	1
10201228	28	3	102012			10201220	92020	1	91020	1	88:talent_ico_82102012	1	417300;300022;300003	16;12000;120000	1
10300301	1	1	103003	201;101	44;94						88:talent_ico_740001	1	300022;300003	2000;20000	1
10300302	2	1	103003	101;301	94;1258						88:talent_ico_740001	1	300022;300003	2500;25000	1
10300303	3	1	103003	301;201	1258;44						88:talent_ico_740001	1	300022;300003	2500;25000	1
10300304	4	2	103003	201;101;301;1601	88;189;2515;0.03						88:talent_ico_740001	1	417100;300022;300003	20;5000;50000	1
10300305	5	1	103003	201;101	73;157						88:talent_ico_740002	1	300022;300003	3000;30000	1
10300306	6	1	103003	101;301	157;2096						88:talent_ico_740002	1	300022;300003	4000;40000	1
10300307	7	1	103003	301;201	2096;73						88:talent_ico_740002	1	300022;300003	4000;40000	1
10300308	8	2	103003	201;101;301;1601	147;314;4192;0.05						88:talent_ico_740002	1	417100;300022;300003	30;6000;60000	1
10300309	9	1	103003	101;301	157;2096						88:talent_ico_740002	1	300022;300003	4000;40000	1
10300310	10	1	103003	301;201	2096;73						88:talent_ico_740002	1	300022;300003	4000;40000	1
10300311	11	1	103003	201;101	73;157						88:talent_ico_740002	1	300022;300003	3000;30000	1
10300312	12	3	103003				91011	1			88:talent_ico_71103003	1	417200;300022;300003	20;9000;90000	1
10300313	13	1	103003	201;101	117;252						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300314	14	1	103003	101;301	252;3354						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300315	15	1	103003	301;201	3354;117						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300316	16	3	103003			10300312	92011	1	91011	1	88:talent_ico_72103003	1	417300;300022;300003	20;15000;150000	1
10300317	17	1	103003	301;201	2096;73						88:talent_ico_740002	1	300022;300003	4000;40000	1
10300318	18	1	103003	201;101	73;157						88:talent_ico_740002	1	300022;300003	3000;30000	1
10300319	19	1	103003	101;301	157;2096						88:talent_ico_740002	1	300022;300003	4000;40000	1
10300320	20	3	103003				91005	1			88:talent_ico_81103003	1	417200;300022;300003	20;9000;90000	1
10300321	21	1	103003	101;301	252;3354						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300322	22	1	103003	301;201	3354;117						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300323	23	1	103003	201;101	117;252						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300324	24	2	103003	201;101;301;1601	176;377;5030;0.07						88:talent_ico_740003	1	417200;300022;300003	20;9000;90000	1
10300325	25	1	103003	301;201	3354;117						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300326	26	1	103003	201;101	117;252						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300327	27	1	103003	101;301	252;3354						88:talent_ico_740003	1	300022;300003	6000;60000	1
10300328	28	3	103003			10300320	92005	1	91005	1	88:talent_ico_82103003	1	417300;300022;300003	20;15000;150000	1
10100701	1	1	101007	201;101	42;90						88:talent_ico_740001	1	300022;300003	1600;16000	1
10100702	2	1	101007	101;301	90;1198						88:talent_ico_740001	1	300022;300003	2000;20000	1
10100703	3	1	101007	301;201	1198;42						88:talent_ico_740001	1	300022;300003	2000;20000	1
10100704	4	2	101007	201;101;301;1601	84;180;2395;0.03						88:talent_ico_740001	1	417100;300022;300003	16;4000;40000	1
10100705	5	1	101007	201;101	70;150						88:talent_ico_740002	1	300022;300003	2400;24000	1
10100706	6	1	101007	101;301	150;1996						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100707	7	1	101007	301;201	1996;70						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100708	8	2	101007	201;101;301;1601	140;299;3992;0.05						88:talent_ico_740002	1	417100;300022;300003	24;4800;48000	1
10100709	9	1	101007	101;301	150;1996						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100710	10	1	101007	301;201	1996;70						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100711	11	1	101007	201;101	70;150						88:talent_ico_740002	1	300022;300003	2400;24000	1
10100712	12	3	101007				91011	1			88:talent_ico_71101007	1	417200;300022;300003	16;7200;72000	1
10100713	13	1	101007	201;101	112;240						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100714	14	1	101007	101;301	240;3194						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100715	15	1	101007	301;201	3194;112						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100716	16	3	101007			10100712	92011	1	91011	1	88:talent_ico_72101007	1	417300;300022;300003	16;12000;120000	1
10100717	17	1	101007	301;201	1996;70						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100718	18	1	101007	201;101	70;150						88:talent_ico_740002	1	300022;300003	2400;24000	1
10100719	19	1	101007	101;301	150;1996						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100720	20	3	101007				91005	1			88:talent_ico_81101007	1	417200;300022;300003	16;7200;72000	1
10100721	21	1	101007	101;301	240;3194						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100722	22	1	101007	301;201	3194;112						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100723	23	1	101007	201;101	112;240						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100724	24	2	101007	201;101;301;1601	168;359;4790;0.07						88:talent_ico_740003	1	417200;300022;300003	16;7200;72000	1
10100725	25	1	101007	301;201	3194;112						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100726	26	1	101007	201;101	112;240						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100727	27	1	101007	101;301	240;3194						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100728	28	3	101007			10100720	92005	1	91005	1	88:talent_ico_82101007	1	417300;300022;300003	16;12000;120000	1
10100201	1	1	101002	301;201	778;45						88:talent_ico_730001	1	300022;300003	1600;16000	1
10100202	2	1	101002	201;101	45;135						88:talent_ico_730001	1	300022;300003	2000;20000	1
10100203	3	1	101002	101;301	135;778						88:talent_ico_730001	1	300022;300003	2000;20000	1
10100204	4	2	101002	301;201;101;1501	1557;90;135;0.04						88:talent_ico_730001	1	417100;300022;300003	16;4000;40000	1
10100205	5	1	101002	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100206	6	1	101002	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10100207	7	1	101002	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10100208	8	2	101002	301;201;101;2502	2595;150;225;0.03						88:talent_ico_730002	1	417100;300022;300003	24;4800;48000	1
10100209	9	1	101002	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10100210	10	1	101002	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10100211	11	1	101002	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100212	12	3	101002				91009	1			88:talent_ico_71101002	1	417200;300022;300003	16;7200;72000	1
10100213	13	1	101002	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100214	14	1	101002	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100215	15	1	101002	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100216	16	3	101002			10100212	92009	1	91009	1	88:talent_ico_72101002	1	417300;300022;300003	16;12000;120000	1
10100217	17	1	101002	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10100218	18	1	101002	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100219	19	1	101002	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10100220	20	3	101002				93001	1			88:talent_ico_81101002	1	417200;300022;300003	16;7200;72000	1
10100221	21	1	101002	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100222	22	1	101002	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100223	23	1	101002	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100224	24	2	101002	301;201;101;401	3114;180;269;200						88:talent_ico_730003	1	417200;300022;300003	16;7200;72000	1
10100225	25	1	101002	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100226	26	1	101002	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100227	27	1	101002	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10100228	28	3	101002			10100220	93002	1	93001	1	88:talent_ico_82101002	1	417300;300022;300003	16;12000;120000	1
10100401	1	1	101004	201;301	42;898						88:talent_ico_740001	1	300022;300003	1600;16000	1
10100402	2	1	101004	301;101	898;114						88:talent_ico_740001	1	300022;300003	2000;20000	1
10100403	3	1	101004	101;201	114;42						88:talent_ico_740001	1	300022;300003	2000;20000	1
10100404	4	2	101004	201;301;101;2101	84;1796;228;0.03						88:talent_ico_740001	1	417100;300022;300003	16;4000;40000	1
10100405	5	1	101004	201;301	70;1497						88:talent_ico_740002	1	300022;300003	2400;24000	1
10100406	6	1	101004	301;101	1497;190						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100407	7	1	101004	101;201	190;70						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100408	8	2	101004	201;301;101;2101	140;2994;379;0.05						88:talent_ico_740002	1	417100;300022;300003	24;4800;48000	1
10100409	9	1	101004	301;101	1497;190						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100410	10	1	101004	101;201	190;70						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100411	11	1	101004	201;301	70;1497						88:talent_ico_740002	1	300022;300003	2400;24000	1
10100412	12	3	101004				91016	1			88:talent_ico_71101004	1	417200;300022;300003	16;7200;72000	1
10100413	13	1	101004	201;301	112;2395						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100414	14	1	101004	301;101	2395;303						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100415	15	1	101004	101;201	303;112						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100416	16	3	101004			10100412	92016	1	91016	1	88:talent_ico_72101004	1	417300;300022;300003	16;12000;120000	1
10100417	17	1	101004	101;201	190;70						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100418	18	1	101004	201;301	70;1497						88:talent_ico_740002	1	300022;300003	2400;24000	1
10100419	19	1	101004	301;101	1497;190						88:talent_ico_740002	1	300022;300003	3200;32000	1
10100420	20	3	101004				91017	1			88:talent_ico_81101004	1	417200;300022;300003	16;7200;72000	1
10100421	21	1	101004	301;101	2395;303						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100422	22	1	101004	101;201	303;112						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100423	23	1	101004	201;301	112;2395						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100424	24	2	101004	201;301;101;2101	168;3593;455;0.07						88:talent_ico_740003	1	417200;300022;300003	16;7200;72000	1
10100425	25	1	101004	101;201	303;112						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100426	26	1	101004	201;301	112;2395						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100427	27	1	101004	301;101	2395;303						88:talent_ico_740003	1	300022;300003	4800;48000	1
10100428	28	3	101004			10100420	92017	1	91017	1	88:talent_ico_82101004	1	417300;300022;300003	16;12000;120000	1
10101701	1	1	101017	101;201	94;55						88:talent_ico_710001	1	300022;300003	2000;20000	1
10101702	2	1	101017	201;301	55;1258						88:talent_ico_710001	1	300022;300003	2500;25000	1
10101703	3	1	101017	301;101	1258;94						88:talent_ico_710001	1	300022;300003	2500;25000	1
10101704	4	2	101017	101;201;301;903	189;110;1258;0.08						88:talent_ico_710001	1	417100;300022;300003	20;5000;50000	1
10101705	5	1	101017	101;201	157;92						88:talent_ico_710002	1	300022;300003	3000;30000	1
10101706	6	1	101017	201;301	92;2096						88:talent_ico_710002	1	300022;300003	4000;40000	1
10101707	7	1	101017	301;101	2096;157						88:talent_ico_710002	1	300022;300003	4000;40000	1
10101708	8	2	101017	101;201;301;1502	314;183;2096;-0.06						88:talent_ico_710002	1	417100;300022;300003	30;6000;60000	1
10101709	9	1	101017	201;301	92;2096						88:talent_ico_710002	1	300022;300003	4000;40000	1
10101710	10	1	101017	301;101	2096;157						88:talent_ico_710002	1	300022;300003	4000;40000	1
10101711	11	1	101017	101;201	157;92						88:talent_ico_710002	1	300022;300003	3000;30000	1
10101712	12	3	101017				91101017	1			88:talent_ico_71101017	1	417200;300022;300003	20;9000;90000	1
10101713	13	1	101017	101;201	252;147						88:talent_ico_710003	1	300022;300003	6000;60000	1
10101714	14	1	101017	201;301	147;3354						88:talent_ico_710003	1	300022;300003	6000;60000	1
10101715	15	1	101017	301;101	3354;252						88:talent_ico_710003	1	300022;300003	6000;60000	1
10101716	16	3	101017			10101712	92101017	1	91101017	1	88:talent_ico_72101017	1	417300;300022;300003	20;15000;150000	1
10101717	17	1	101017	301;101	2096;157						88:talent_ico_710002	1	300022;300003	4000;40000	1
