id	roleId	Type	level	consumeItem	consumeNum	status
157008105	157008	1	5	4104011;3000003	20;140000	1
157008106	157008	1	6	4104011;3000003	30;180000	1
157008107	157008	1	7	4104011;3000003	30;220000	1
157008108	157008	1	8	4104011;3000003	40;260000	1
157008109	157008	1	9	4104011;3000003	50;300000	1
157008110	157008	1	10			1
157008201	157008	2	1	4104011;3000003	10;10000	1
157008202	157008	2	2	4104011;3000003	20;40000	1
157008203	157008	2	3	4104011;3000003	30;90000	1
157008204	157008	2	4	4104011;3000003	40;160000	1
157008205	157008	2	5	4104011;3000003	50;250000	1
157008206	157008	2	6	4104011;3000003	60;360000	1
157008207	157008	2	7			1
158008101	158008	1	1	4104011;3000003	5;20000	1
158008102	158008	1	2	4104011;3000003	10;40000	1
158008103	158008	1	3	4104011;3000003	10;70000	1
158008104	158008	1	4	4104011;3000003	20;100000	1
158008105	158008	1	5	4104011;3000003	20;140000	1
158008106	158008	1	6	4104011;3000003	30;180000	1
158008107	158008	1	7	4104011;3000003	30;220000	1
158008108	158008	1	8	4104011;3000003	40;260000	1
158008109	158008	1	9	4104011;3000003	50;300000	1
158008110	158008	1	10			1
158008201	158008	2	1	4104011;3000003	10;10000	1
158008202	158008	2	2	4104011;3000003	20;40000	1
158008203	158008	2	3	4104011;3000003	30;90000	1
158008204	158008	2	4	4104011;3000003	40;160000	1
158008205	158008	2	5	4104011;3000003	50;250000	1
158008206	158008	2	6	4104011;3000003	60;360000	1
158008207	158008	2	7			1
163008101	163008	1	1	4104011;3000003	5;20000	1
163008102	163008	1	2	4104011;3000003	10;40000	1
163008103	163008	1	3	4104011;3000003	10;70000	1
163008104	163008	1	4	4104011;3000003	20;100000	1
163008105	163008	1	5	4104011;3000003	20;140000	1
163008106	163008	1	6	4104011;3000003	30;180000	1
163008107	163008	1	7	4104011;3000003	30;220000	1
163008108	163008	1	8	4104011;3000003	40;260000	1
163008109	163008	1	9	4104011;3000003	50;300000	1
163008110	163008	1	10			1
163008201	163008	2	1	4104011;3000003	10;10000	1
163008202	163008	2	2	4104011;3000003	20;40000	1
163008203	163008	2	3	4104011;3000003	30;90000	1
163008204	163008	2	4	4104011;3000003	40;160000	1
163008205	163008	2	5	4104011;3000003	50;250000	1
163008206	163008	2	6	4104011;3000003	60;360000	1
163008207	163008	2	7			1
162008101	162008	1	1	4104011;3000003	5;20000	1
162008102	162008	1	2	4104011;3000003	10;40000	1
162008103	162008	1	3	4104011;3000003	10;70000	1
162008104	162008	1	4	4104011;3000003	20;100000	1
162008105	162008	1	5	4104011;3000003	20;140000	1
162008106	162008	1	6	4104011;3000003	30;180000	1
162008107	162008	1	7	4104011;3000003	30;220000	1
162008108	162008	1	8	4104011;3000003	40;260000	1
162008109	162008	1	9	4104011;3000003	50;300000	1
162008110	162008	1	10			1
162008201	162008	2	1	4104011;3000003	10;10000	1
162008202	162008	2	2	4104011;3000003	20;40000	1
162008203	162008	2	3	4104011;3000003	30;90000	1
162008204	162008	2	4	4104011;3000003	40;160000	1
162008205	162008	2	5	4104011;3000003	50;250000	1
162008206	162008	2	6	4104011;3000003	60;360000	1
162008207	162008	2	7			1
101002101	101002	1	1	4104011;3000003	5;20000	1
101002102	101002	1	2	4104011;3000003	10;40000	1
101002103	101002	1	3	4104011;3000003	10;70000	1
101002104	101002	1	4	4104011;3000003	20;100000	1
101002105	101002	1	5	4104011;3000003	20;140000	1
101002106	101002	1	6	4104011;3000003	30;180000	1
101002107	101002	1	7	4104011;3000003	30;220000	1
101002108	101002	1	8	4104011;3000003	40;260000	1
101002109	101002	1	9	4104011;3000003	50;300000	1
101002110	101002	1	10			1
101002201	101002	2	1	4104011;3000003	10;10000	1
101002202	101002	2	2	4104011;3000003	20;40000	1
101002203	101002	2	3	4104011;3000003	30;90000	1
101002204	101002	2	4	4104011;3000003	40;160000	1
101002205	101002	2	5	4104011;3000003	50;250000	1
101002206	101002	2	6	4104011;3000003	60;360000	1
101002207	101002	2	7			1
132008101	132008	1	1	4104011;3000003	5;20000	1
132008102	132008	1	2	4104011;3000003	10;40000	1
132008103	132008	1	3	4104011;3000003	10;70000	1
132008104	132008	1	4	4104011;3000003	20;100000	1
132008105	132008	1	5	4104011;3000003	20;140000	1
132008106	132008	1	6	4104011;3000003	30;180000	1
132008107	132008	1	7	4104011;3000003	30;220000	1
132008108	132008	1	8	4104011;3000003	40;260000	1
132008109	132008	1	9	4104011;3000003	50;300000	1
132008110	132008	1	10			1
132008201	132008	2	1	4104011;3000003	10;10000	1
132008202	132008	2	2	4104011;3000003	20;40000	1
132008203	132008	2	3	4104011;3000003	30;90000	1
132008204	132008	2	4	4104011;3000003	40;160000	1
132008205	132008	2	5	4104011;3000003	50;250000	1
132008206	132008	2	6	4104011;3000003	60;360000	1
132008207	132008	2	7			1
164008101	164008	1	1	4104011;3000003	5;20000	1
164008102	164008	1	2	4104011;3000003	10;40000	1
164008103	164008	1	3	4104011;3000003	10;70000	1
164008104	164008	1	4	4104011;3000003	20;100000	1
164008105	164008	1	5	4104011;3000003	20;140000	1
164008106	164008	1	6	4104011;3000003	30;180000	1
164008107	164008	1	7	4104011;3000003	30;220000	1
164008108	164008	1	8	4104011;3000003	40;260000	1
164008109	164008	1	9	4104011;3000003	50;300000	1
164008110	164008	1	10			1
164008201	164008	2	1	4104011;3000003	10;10000	1
164008202	164008	2	2	4104011;3000003	20;40000	1
164008203	164008	2	3	4104011;3000003	30;90000	1
164008204	164008	2	4	4104011;3000003	40;160000	1
164008205	164008	2	5	4104011;3000003	50;250000	1
164008206	164008	2	6	4104011;3000003	60;360000	1
164008207	164008	2	7			1
155008101	155008	1	1	4104011;3000003	5;20000	1
155008102	155008	1	2	4104011;3000003	10;40000	1
155008103	155008	1	3	4104011;3000003	10;70000	1
155008104	155008	1	4	4104011;3000003	20;100000	1
155008105	155008	1	5	4104011;3000003	20;140000	1
155008106	155008	1	6	4104011;3000003	30;180000	1
155008107	155008	1	7	4104011;3000003	30;220000	1
155008108	155008	1	8	4104011;3000003	40;260000	1
155008109	155008	1	9	4104011;3000003	50;300000	1
155008110	155008	1	10			1
155008201	155008	2	1	4104011;3000003	10;10000	1
155008202	155008	2	2	4104011;3000003	20;40000	1
155008203	155008	2	3	4104011;3000003	30;90000	1
155008204	155008	2	4	4104011;3000003	40;160000	1
155008205	155008	2	5	4104011;3000003	50;250000	1
155008206	155008	2	6	4104011;3000003	60;360000	1
155008207	155008	2	7			1
145008101	145008	1	1	4104011;3000003	5;20000	1
145008102	145008	1	2	4104011;3000003	10;40000	1
145008103	145008	1	3	4104011;3000003	10;70000	1
145008104	145008	1	4	4104011;3000003	20;100000	1
145008105	145008	1	5	4104011;3000003	20;140000	1
145008106	145008	1	6	4104011;3000003	30;180000	1
145008107	145008	1	7	4104011;3000003	30;220000	1
145008108	145008	1	8	4104011;3000003	40;260000	1
145008109	145008	1	9	4104011;3000003	50;300000	1
145008110	145008	1	10			1
145008201	145008	2	1	4104011;3000003	10;10000	1
145008202	145008	2	2	4104011;3000003	20;40000	1
145008203	145008	2	3	4104011;3000003	30;90000	1
145008204	145008	2	4	4104011;3000003	40;160000	1
145008205	145008	2	5	4104011;3000003	50;250000	1
145008206	145008	2	6	4104011;3000003	60;360000	1
145008207	145008	2	7			1
103005101	103005	1	1	4104011;3000003	5;20000	1
103005102	103005	1	2	4104011;3000003	10;40000	1
103005103	103005	1	3	4104011;3000003	10;70000	1
103005104	103005	1	4	4104011;3000003	20;100000	1
103005105	103005	1	5	4104011;3000003	20;140000	1
103005106	103005	1	6	4104011;3000003	30;180000	1
103005107	103005	1	7	4104011;3000003	30;220000	1
103005108	103005	1	8	4104011;3000003	40;260000	1
103005109	103005	1	9	4104011;3000003	50;300000	1
103005110	103005	1	10			1
103005201	103005	2	1	4104011;3000003	10;10000	1
103005202	103005	2	2	4104011;3000003	20;40000	1
103005203	103005	2	3	4104011;3000003	30;90000	1
103005204	103005	2	4	4104011;3000003	40;160000	1
103005205	103005	2	5	4104011;3000003	50;250000	1
103005206	103005	2	6	4104011;3000003	60;360000	1
103005207	103005	2	7			1
165008101	165008	1	1	4104011;3000003	5;20000	1
165008102	165008	1	2	4104011;3000003	10;40000	1
165008103	165008	1	3	4104011;3000003	10;70000	1
165008104	165008	1	4	4104011;3000003	20;100000	1
165008105	165008	1	5	4104011;3000003	20;140000	1
165008106	165008	1	6	4104011;3000003	30;180000	1
165008107	165008	1	7	4104011;3000003	30;220000	1
165008108	165008	1	8	4104011;3000003	40;260000	1
165008109	165008	1	9	4104011;3000003	50;300000	1
165008110	165008	1	10			1
165008201	165008	2	1	4104011;3000003	10;10000	1
165008202	165008	2	2	4104011;3000003	20;40000	1
165008203	165008	2	3	4104011;3000003	30;90000	1
165008204	165008	2	4	4104011;3000003	40;160000	1
165008205	165008	2	5	4104011;3000003	50;250000	1
165008206	165008	2	6	4104011;3000003	60;360000	1
165008207	165008	2	7			1
135002101	135002	1	1	4104011;3000003	5;20000	1
135002102	135002	1	2	4104011;3000003	10;40000	1
135002103	135002	1	3	4104011;3000003	10;70000	1
135002104	135002	1	4	4104011;3000003	20;100000	1
135002105	135002	1	5	4104011;3000003	20;140000	1
135002106	135002	1	6	4104011;3000003	30;180000	1
135002107	135002	1	7	4104011;3000003	30;220000	1
135002108	135002	1	8	4104011;3000003	40;260000	1
135002109	135002	1	9	4104011;3000003	50;300000	1
135002110	135002	1	10			1
135002201	135002	2	1	4104011;3000003	10;10000	1
135002202	135002	2	2	4104011;3000003	20;40000	1
135002203	135002	2	3	4104011;3000003	30;90000	1
135002204	135002	2	4	4104011;3000003	40;160000	1
135002205	135002	2	5	4104011;3000003	50;250000	1
135002206	135002	2	6	4104011;3000003	60;360000	1
135002207	135002	2	7			1
144002101	144002	1	1	4104011;3000003	5;20000	1
144002102	144002	1	2	4104011;3000003	10;40000	1
144002103	144002	1	3	4104011;3000003	10;70000	1
144002104	144002	1	4	4104011;3000003	20;100000	1
144002105	144002	1	5	4104011;3000003	20;140000	1
144002106	144002	1	6	4104011;3000003	30;180000	1
144002107	144002	1	7	4104011;3000003	30;220000	1
144002108	144002	1	8	4104011;3000003	40;260000	1
144002109	144002	1	9	4104011;3000003	50;300000	1
144002110	144002	1	10			1
144002201	144002	2	1	4104011;3000003	10;10000	1
144002202	144002	2	2	4104011;3000003	20;40000	1
144002203	144002	2	3	4104011;3000003	30;90000	1
144002204	144002	2	4	4104011;3000003	40;160000	1
144002205	144002	2	5	4104011;3000003	50;250000	1
144002206	144002	2	6	4104011;3000003	60;360000	1
144002207	144002	2	7			1
166008101	166008	1	1	4104011;3000003	5;20000	1
166008102	166008	1	2	4104011;3000003	10;40000	1
166008103	166008	1	3	4104011;3000003	10;70000	1
166008104	166008	1	4	4104011;3000003	20;100000	1
166008105	166008	1	5	4104011;3000003	20;140000	1
166008106	166008	1	6	4104011;3000003	30;180000	1
166008107	166008	1	7	4104011;3000003	30;220000	1
166008108	166008	1	8	4104011;3000003	40;260000	1
166008109	166008	1	9	4104011;3000003	50;300000	1
166008110	166008	1	10			1
166008201	166008	2	1	4104011;3000003	10;10000	1
166008202	166008	2	2	4104011;3000003	20;40000	1
166008203	166008	2	3	4104011;3000003	30;90000	1
166008204	166008	2	4	4104011;3000003	40;160000	1
166008205	166008	2	5	4104011;3000003	50;250000	1
166008206	166008	2	6	4104011;3000003	60;360000	1
166008207	166008	2	7			1
103010101	103010	1	1	4104011;3000003	5;20000	1
103010102	103010	1	2	4104011;3000003	10;40000	1
103010103	103010	1	3	4104011;3000003	10;70000	1
103010104	103010	1	4	4104011;3000003	20;100000	1
103010105	103010	1	5	4104011;3000003	20;140000	1
103010106	103010	1	6	4104011;3000003	30;180000	1
103010107	103010	1	7	4104011;3000003	30;220000	1
103010108	103010	1	8	4104011;3000003	40;260000	1
103010109	103010	1	9	4104011;3000003	50;300000	1
103010110	103010	1	10			1
103010201	103010	2	1	4104011;3000003	10;10000	1
103010202	103010	2	2	4104011;3000003	20;40000	1
103010203	103010	2	3	4104011;3000003	30;90000	1
103010204	103010	2	4	4104011;3000003	40;160000	1
103010205	103010	2	5	4104011;3000003	50;250000	1
103010206	103010	2	6	4104011;3000003	60;360000	1
103010207	103010	2	7			1
167008101	167008	1	1	4104011;3000003	5;20000	1
167008102	167008	1	2	4104011;3000003	10;40000	1
167008103	167008	1	3	4104011;3000003	10;70000	1
167008104	167008	1	4	4104011;3000003	20;100000	1
167008105	167008	1	5	4104011;3000003	20;140000	1
167008106	167008	1	6	4104011;3000003	30;180000	1
167008107	167008	1	7	4104011;3000003	30;220000	1
167008108	167008	1	8	4104011;3000003	40;260000	1
167008109	167008	1	9	4104011;3000003	50;300000	1
167008110	167008	1	10			1
167008201	167008	2	1	4104011;3000003	10;10000	1
167008202	167008	2	2	4104011;3000003	20;40000	1
167008203	167008	2	3	4104011;3000003	30;90000	1
167008204	167008	2	4	4104011;3000003	40;160000	1
167008205	167008	2	5	4104011;3000003	50;250000	1
167008206	167008	2	6	4104011;3000003	60;360000	1
167008207	167008	2	7			1
102017101	102017	1	1	4104011;3000003	5;20000	1
102017102	102017	1	2	4104011;3000003	10;40000	1
102017103	102017	1	3	4104011;3000003	10;70000	1
102017104	102017	1	4	4104011;3000003	20;100000	1
102017105	102017	1	5	4104011;3000003	20;140000	1
102017106	102017	1	6	4104011;3000003	30;180000	1
102017107	102017	1	7	4104011;3000003	30;220000	1
102017108	102017	1	8	4104011;3000003	40;260000	1
102017109	102017	1	9	4104011;3000003	50;300000	1
102017110	102017	1	10			1
102017201	102017	2	1	4104011;3000003	10;10000	1
102017202	102017	2	2	4104011;3000003	20;40000	1
102017203	102017	2	3	4104011;3000003	30;90000	1
102017204	102017	2	4	4104011;3000003	40;160000	1
102017205	102017	2	5	4104011;3000003	50;250000	1
102017206	102017	2	6	4104011;3000003	60;360000	1
102017207	102017	2	7			1
104004101	104004	1	1	4104011;3000003	5;20000	1
104004102	104004	1	2	4104011;3000003	10;40000	1
104004103	104004	1	3	4104011;3000003	10;70000	1
104004104	104004	1	4	4104011;3000003	20;100000	1
104004105	104004	1	5	4104011;3000003	20;140000	1
104004106	104004	1	6	4104011;3000003	30;180000	1
104004107	104004	1	7	4104011;3000003	30;220000	1
104004108	104004	1	8	4104011;3000003	40;260000	1
104004109	104004	1	9	4104011;3000003	50;300000	1
104004110	104004	1	10			1
104004201	104004	2	1	4104011;3000003	10;10000	1
104004202	104004	2	2	4104011;3000003	20;40000	1
104004203	104004	2	3	4104011;3000003	30;90000	1
104004204	104004	2	4	4104011;3000003	40;160000	1
104004205	104004	2	5	4104011;3000003	50;250000	1
104004206	104004	2	6	4104011;3000003	60;360000	1
104004207	104004	2	7			1
170008101	170008	1	1	4104011;3000003	5;20000	1
170008102	170008	1	2	4104011;3000003	10;40000	1
170008103	170008	1	3	4104011;3000003	10;70000	1
170008104	170008	1	4	4104011;3000003	20;100000	1
170008105	170008	1	5	4104011;3000003	20;140000	1
170008106	170008	1	6	4104011;3000003	30;180000	1
170008107	170008	1	7	4104011;3000003	30;220000	1
170008108	170008	1	8	4104011;3000003	40;260000	1
170008109	170008	1	9	4104011;3000003	50;300000	1
170008110	170008	1	10			1
170008201	170008	2	1	4104011;3000003	10;10000	1
170008202	170008	2	2	4104011;3000003	20;40000	1
170008203	170008	2	3	4104011;3000003	30;90000	1
170008204	170008	2	4	4104011;3000003	40;160000	1
170008205	170008	2	5	4104011;3000003	50;250000	1
170008206	170008	2	6	4104011;3000003	60;360000	1
170008207	170008	2	7			1
102013101	102013	1	1	4104011;3000003	5;20000	1
102013102	102013	1	2	4104011;3000003	10;40000	1
102013103	102013	1	3	4104011;3000003	10;70000	1
102013104	102013	1	4	4104011;3000003	20;100000	1
102013105	102013	1	5	4104011;3000003	20;140000	1
102013106	102013	1	6	4104011;3000003	30;180000	1
102013107	102013	1	7	4104011;3000003	30;220000	1
102013108	102013	1	8	4104011;3000003	40;260000	1
102013109	102013	1	9	4104011;3000003	50;300000	1
102013110	102013	1	10			1
102013201	102013	2	1	4104011;3000003	10;10000	1
102013202	102013	2	2	4104011;3000003	20;40000	1
102013203	102013	2	3	4104011;3000003	30;90000	1
102013204	102013	2	4	4104011;3000003	40;160000	1
102013205	102013	2	5	4104011;3000003	50;250000	1
102013206	102013	2	6	4104011;3000003	60;360000	1
102013207	102013	2	7			1
104002101	104002	1	1	4104011;3000003	5;20000	1
104002102	104002	1	2	4104011;3000003	10;40000	1
104002103	104002	1	3	4104011;3000003	10;70000	1
104002104	104002	1	4	4104011;3000003	20;100000	1
104002105	104002	1	5	4104011;3000003	20;140000	1
104002106	104002	1	6	4104011;3000003	30;180000	1
104002107	104002	1	7	4104011;3000003	30;220000	1
104002108	104002	1	8	4104011;3000003	40;260000	1
104002109	104002	1	9	4104011;3000003	50;300000	1
104002110	104002	1	10			1
104002201	104002	2	1	4104011;3000003	10;10000	1
104002202	104002	2	2	4104011;3000003	20;40000	1
104002203	104002	2	3	4104011;3000003	30;90000	1
104002204	104002	2	4	4104011;3000003	40;160000	1
104002205	104002	2	5	4104011;3000003	50;250000	1
104002206	104002	2	6	4104011;3000003	60;360000	1
104002207	104002	2	7			1
169008101	169008	1	1	4104011;3000003	5;20000	1
169008102	169008	1	2	4104011;3000003	10;40000	1
169008103	169008	1	3	4104011;3000003	10;70000	1
169008104	169008	1	4	4104011;3000003	20;100000	1
169008105	169008	1	5	4104011;3000003	20;140000	1
169008106	169008	1	6	4104011;3000003	30;180000	1
169008107	169008	1	7	4104011;3000003	30;220000	1
169008108	169008	1	8	4104011;3000003	40;260000	1
169008109	169008	1	9	4104011;3000003	50;300000	1
169008110	169008	1	10			1
169008201	169008	2	1	4104011;3000003	10;10000	1
169008202	169008	2	2	4104011;3000003	20;40000	1
169008203	169008	2	3	4104011;3000003	30;90000	1
169008204	169008	2	4	4104011;3000003	40;160000	1
169008205	169008	2	5	4104011;3000003	50;250000	1
169008206	169008	2	6	4104011;3000003	60;360000	1
169008207	169008	2	7			1
103011101	103011	1	1	4104011;3000003	5;20000	1
103011102	103011	1	2	4104011;3000003	10;40000	1
103011103	103011	1	3	4104011;3000003	10;70000	1
103011104	103011	1	4	4104011;3000003	20;100000	1
103011105	103011	1	5	4104011;3000003	20;140000	1
103011106	103011	1	6	4104011;3000003	30;180000	1
103011107	103011	1	7	4104011;3000003	30;220000	1
103011108	103011	1	8	4104011;3000003	40;260000	1
103011109	103011	1	9	4104011;3000003	50;300000	1
103011110	103011	1	10			1
103011201	103011	2	1	4104011;3000003	10;10000	1
103011202	103011	2	2	4104011;3000003	20;40000	1
103011203	103011	2	3	4104011;3000003	30;90000	1
103011204	103011	2	4	4104011;3000003	40;160000	1
103011205	103011	2	5	4104011;3000003	50;250000	1
103011206	103011	2	6	4104011;3000003	60;360000	1
103011207	103011	2	7			1
171008101	171008	1	1	4104011;3000003	5;20000	1
171008102	171008	1	2	4104011;3000003	10;40000	1
171008103	171008	1	3	4104011;3000003	10;70000	1
171008104	171008	1	4	4104011;3000003	20;100000	1
171008105	171008	1	5	4104011;3000003	20;140000	1
171008106	171008	1	6	4104011;3000003	30;180000	1
171008107	171008	1	7	4104011;3000003	30;220000	1
171008108	171008	1	8	4104011;3000003	40;260000	1
171008109	171008	1	9	4104011;3000003	50;300000	1
171008110	171008	1	10			1
171008201	171008	2	1	4104011;3000003	10;10000	1
171008202	171008	2	2	4104011;3000003	20;40000	1
171008203	171008	2	3	4104011;3000003	30;90000	1
171008204	171008	2	4	4104011;3000003	40;160000	1
171008205	171008	2	5	4104011;3000003	50;250000	1
171008206	171008	2	6	4104011;3000003	60;360000	1
171008207	171008	2	7			1
106005101	106005	1	1	4104011;3000003	5;20000	1
106005102	106005	1	2	4104011;3000003	10;40000	1
106005103	106005	1	3	4104011;3000003	10;70000	1
106005104	106005	1	4	4104011;3000003	20;100000	1
106005105	106005	1	5	4104011;3000003	20;140000	1
106005106	106005	1	6	4104011;3000003	30;180000	1
106005107	106005	1	7	4104011;3000003	30;220000	1
106005108	106005	1	8	4104011;3000003	40;260000	1
106005109	106005	1	9	4104011;3000003	50;300000	1
106005110	106005	1	10			1
106005201	106005	2	1	4104011;3000003	10;10000	1
106005202	106005	2	2	4104011;3000003	20;40000	1
106005203	106005	2	3	4104011;3000003	30;90000	1
106005204	106005	2	4	4104011;3000003	40;160000	1
106005205	106005	2	5	4104011;3000003	50;250000	1
106005206	106005	2	6	4104011;3000003	60;360000	1
106005207	106005	2	7			1
172008101	172008	1	1	4104011;3000003	5;20000	1
172008102	172008	1	2	4104011;3000003	10;40000	1
172008103	172008	1	3	4104011;3000003	10;70000	1
172008104	172008	1	4	4104011;3000003	20;100000	1
172008105	172008	1	5	4104011;3000003	20;140000	1
172008106	172008	1	6	4104011;3000003	30;180000	1
172008107	172008	1	7	4104011;3000003	30;220000	1
172008108	172008	1	8	4104011;3000003	40;260000	1
172008109	172008	1	9	4104011;3000003	50;300000	1
172008110	172008	1	10			1
172008201	172008	2	1	4104011;3000003	10;10000	1
172008202	172008	2	2	4104011;3000003	20;40000	1
172008203	172008	2	3	4104011;3000003	30;90000	1
172008204	172008	2	4	4104011;3000003	40;160000	1
172008205	172008	2	5	4104011;3000003	50;250000	1
172008206	172008	2	6	4104011;3000003	60;360000	1
172008207	172008	2	7			1
173008101	173008	1	1	4104011;3000003	5;20000	1
173008102	173008	1	2	4104011;3000003	10;40000	1
173008103	173008	1	3	4104011;3000003	10;70000	1
173008104	173008	1	4	4104011;3000003	20;100000	1
173008105	173008	1	5	4104011;3000003	20;140000	1
173008106	173008	1	6	4104011;3000003	30;180000	1
173008107	173008	1	7	4104011;3000003	30;220000	1
173008108	173008	1	8	4104011;3000003	40;260000	1
173008109	173008	1	9	4104011;3000003	50;300000	1
173008110	173008	1	10			1
173008201	173008	2	1	4104011;3000003	10;10000	1
173008202	173008	2	2	4104011;3000003	20;40000	1
173008203	173008	2	3	4104011;3000003	30;90000	1
173008204	173008	2	4	4104011;3000003	40;160000	1
173008205	173008	2	5	4104011;3000003	50;250000	1
173008206	173008	2	6	4104011;3000003	60;360000	1
173008207	173008	2	7			1
102010101	102010	1	1	4104011;3000003	5;20000	1
102010102	102010	1	2	4104011;3000003	10;40000	1
102010103	102010	1	3	4104011;3000003	10;70000	1
102010104	102010	1	4	4104011;3000003	20;100000	1
102010105	102010	1	5	4104011;3000003	20;140000	1
102010106	102010	1	6	4104011;3000003	30;180000	1
102010107	102010	1	7	4104011;3000003	30;220000	1
102010108	102010	1	8	4104011;3000003	40;260000	1
102010109	102010	1	9	4104011;3000003	50;300000	1
102010110	102010	1	10			1
102010201	102010	2	1	4104011;3000003	10;10000	1
102010202	102010	2	2	4104011;3000003	20;40000	1
102010203	102010	2	3	4104011;3000003	30;90000	1
102010204	102010	2	4	4104011;3000003	40;160000	1
102010205	102010	2	5	4104011;3000003	50;250000	1
102010206	102010	2	6	4104011;3000003	60;360000	1
102010207	102010	2	7			1
