weaponmainId	roleId	weaponLV	card	desc	effectMode	property	weaponskill	weaponunlock	weaponItem	weaponItemNum	capabilityValue	status	upgrade	upgrade_zh_TW	upgrade_en_UK	upgrade_ja_JP	upgrade_ko_KR	upgrade_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
106009015	106009	15	耀夜之星				310600904		4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1090	1	[电磁空域]提供的攻击力额外增加3%	[電磁空域]提供的攻擊力額外增加3%	[Magnetic Field] grants an additional 3% ATK boost.	[電磁波空域]攻撃力＋3%	[자기장 공간] 공격력 추가 +3%	[​สนามแม่เหล็ก​ไฟฟ้า​]​ เพิ่ม​ ATK​ เพิ่มเติม​อีก​ 3%​	麦克斯	麥克斯	Max	マックス	MAX	แม็กซ์
106009016	106009	16	耀夜之星			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	麦克斯	麥克斯	Max	マックス	MAX	แม็กซ์
106009017	106009	17	耀夜之星			1203@0.05			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1060	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	麦克斯	麥克斯	Max	マックス	MAX	แม็กซ์
106009018	106009	18	耀夜之星			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	麦克斯	麥克斯	Max	マックス	MAX	แม็กซ์
106009019	106009	19	耀夜之星			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	麦克斯	麥克斯	Max	マックス	MAX	แม็กซ์
106009020	106009	20	耀夜之星			703@0.1		1	4105011;4105012;4105013;4105031;3000003	60;100;60;1;50000	1140	1	暴击伤害+10%	爆擊傷害+10%	CRIT DMG +10%	会心ダメージ＋10%	크리티컬 대미지 +10%	ดาเมจคริติคอล+10%	麦克斯	麥克斯	Max	マックス	MAX	แม็กซ์
107010001	107010	1	诡夜雾行				310701001		4105011;4105012;4105013;4105023;3000003	5;5;10;5;50000	800	1	[被动:循势而行]额外效果：每次行动暴击率增加2%（最高10层）	[被動:循勢而行]額外效果：每次行動爆擊率增加2%（最高10層）	[Passive: Go With The Flow]: Bonus Effect: Increases CRIT Rate by 2% for each action (stacks up to 10 times).	[パッシブ:勢いに順ずる]追加効果：行動後、会心ダメージ＋2%（最大10スタックまで）	[패시브:본능적으로] 추가 효과: 매번 행동 시, 크리티컬율 +2%(최대 10스택)	[​พาส​ซี​ฟ​:​ วิถี​แห่ง​กระแส​]​ เอฟเฟกต์​เพิ่มเติม​:​ ทุกครั้งที่​ใช้​สกิล​จะ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ 2%​ (​สูงสุด​ 10​ ชั้น​)​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010002	107010	2	诡夜雾行			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	6;6;12;6;50000	160	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010003	107010	3	诡夜雾行			1203@0.05			4105011;4105012;4105013;4105023;3000003	7;7;14;7;50000	760	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010004	107010	4	诡夜雾行			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	8;8;16;8;50000	200	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010005	107010	5	诡夜雾行				310701002		4105011;4105012;4105013;4105023;3000003	9;9;18;9;50000	880	1	[诡步连刃]伤害提高8%（追击触发同样生效）	[詭步連刃]傷害提高8%（追擊觸發同樣生效）	[Shadow Walk]: DMG +8% (Pursuits trigger the same effect).	[連刃]ダメージ＋8%（追撃も効果発動可能）	[블레이드 콤보] 대미지 +8%(추격 시전 시에도 유효함)	[​วิถี​ดาบ​ลวงตา​]​ สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 8%​ (​มีผล​กับ​การ​โจมตี​ตาม​ด้วย​เช่นกัน​)​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010006	107010	6	诡夜雾行			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	10;10;20;10;50000	250	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010007	107010	7	诡夜雾行			703@0.14			4105011;4105012;4105013;4105023;3000003	11;11;21;11;50000	850	1	暴击伤害+14%	爆擊傷害+14%	CRIT DMG +14%	会心ダメージ＋14%	크리티컬 대미지 +14%	ดาเมจคริติคอล +14%	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010008	107010	8	诡夜雾行			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;12;22;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010009	107010	9	诡夜雾行			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	13;13;23;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010010	107010	10	诡夜雾行				310701003		4105011;4105012;4105013;4105023;3000003	14;14;24;15;50000	990	1	[被动:循势而行]额外效果：每次行动暴击率增加2%（最高10层）	[被動:循勢而行]額外效果：每次行動爆擊率增加2%（最高10層）	[Passive: Go With The Flow]: Bonus Effect: Increases CRIT Rate by 2% for each action (stacks up to 10 times).	[パッシブ:勢いに順ずる]追加効果：行動後、会心ダメージ＋2%（最大10スタックまで）	[패시브:본능적으로] 추가 효과: 매번 행동 시, 크리티컬율 +2%(최대 10스택)	[​พาส​ซี​ฟ​:​ วิถี​แห่ง​กระแส​]​ เอฟเฟกต์​เพิ่มเติม​:​ ทุกครั้งที่​ใช้​สกิล​จะ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ 2%​ (​สูงสุด​ 10​ ชั้น​)​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010011	107010	11	诡夜雾行			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010012	107010	12	诡夜雾行			1203@0.05			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	950	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010013	107010	13	诡夜雾行			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010014	107010	14	诡夜雾行			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010015	107010	15	诡夜雾行				310701004		4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	1090	1	[诡步连刃]伤害提高8%（追击触发同样生效）	[詭步連刃]傷害提高8%（追擊觸發同樣生效）	[Shadow Walk]: DMG +8% (Pursuits trigger the same effect).	[連刃]ダメージ＋8%（追撃も効果発動可能）	[블레이드 콤보] 대미지 +8%(추격 시전 시에도 유효함)	[​วิถี​ดาบ​ลวงตา​]​ สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 8%​ (​มีผล​กับ​การ​โจมตี​ตาม​ด้วย​เช่นกัน​)​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010016	107010	16	诡夜雾行			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010017	107010	17	诡夜雾行			703@0.14			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	1060	1	暴击伤害+14%	爆擊傷害+14%	CRIT DMG +14%	会心ダメージ＋14%	크리티컬 대미지 +14%	ดาเมจคริติคอล +14%	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010018	107010	18	诡夜雾行			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010019	107010	19	诡夜雾行			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
107010020	107010	20	诡夜雾行			603@0.05		1	4105011;4105012;4105013;4105031;3000003	60;60;100;1;50000	1140	1	暴击率+5%	爆擊率+5%	CRIT Rate +5%	会心率＋5%	크리티컬 확률 +5%	อัตราคริติคอล +5%	隐刃	隱刃	Heart Piercer	隠れ刃	숨겨진 칼날	ดาบเงาลับ
140008001	140008	1	囚鸟绮愿				314000801		4105011;4105012;4105013;4105023;3000003	10;5;5;5;50000	800	1	[骨影之咒]技能伤害提高8%	[骨影之咒]技能傷害提高8%	[Skeleton Curse]: Skill DMG +8%.	[骨の呪い]スキルダメージ＋8%	[뼈의 저주] 스킬 대미지 +8%	[​คำสาป​เงา​กระดูก​]​ ดา​เม​จสกิล​เพิ่มขึ้น​ 8%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008002	140008	2	囚鸟绮愿			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;6;6;6;50000	160	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008003	140008	3	囚鸟绮愿			102@0.045			4105011;4105012;4105013;4105023;3000003	14;7;7;7;50000	340	1	攻击力+5%	攻擊力+5%	ATK +5%	攻撃力＋5%	공격력 +5%	ATK +5%	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008004	140008	4	囚鸟绮愿			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	16;8;8;8;50000	200	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008005	140008	5	囚鸟绮愿				314000802		4105011;4105012;4105013;4105023;3000003	18;9;9;9;50000	880	1	[被动:血色荆棘]额外提高自身2%间接伤害	[被動:血色荊棘]額外提高自身2%間接傷害	[Passive: Scarlet Thorn]: Increases this Combatant's Indirect DMG by an additional 2%.	[パッシブ:血の茨]自身の与える間接ダメージ＋2%	[패시브:피 묻은 가시] 자체 간접 대미지 추가 +2%	[​พาส​ซี​ฟ​:​หนาม​สี​โลหิต​]​ เพิ่ม​ดา​เม​จ​ต่อเนื่อง​ให้​ตนเอง​อีก​ 2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008006	140008	6	囚鸟绮愿			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	20;10;10;10;50000	250	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008007	140008	7	囚鸟绮愿			603@0.07			4105011;4105012;4105013;4105023;3000003	21;11;11;11;50000	850	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008008	140008	8	囚鸟绮愿			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	22;12;12;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008009	140008	9	囚鸟绮愿			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	23;13;13;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008010	140008	10	囚鸟绮愿				314000803		4105011;4105012;4105013;4105023;3000003	24;14;14;15;50000	990	1	[骨影之咒]技能伤害提高8%	[骨影之咒]技能傷害提高8%	[Skeleton Curse]: Skill DMG +8%.	[骨の呪い]スキルダメージ＋8%	[뼈의 저주] 스킬 대미지 +8%	[​คำสาป​เงา​กระดูก​]​ ดา​เม​จสกิล​เพิ่มขึ้น​ 8%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008011	140008	11	囚鸟绮愿			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008012	140008	12	囚鸟绮愿			102@0.045			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	530	1	攻击力+5%	攻擊力+5%	ATK +5%	攻撃力＋5%	공격력 +5%	ATK +5%	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008013	140008	13	囚鸟绮愿			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008014	140008	14	囚鸟绮愿			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
140008015	140008	15	囚鸟绮愿				314000804		4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	1090	1	[被动:血色荆棘]额外提高自身2%间接伤害	[被動:血色荊棘]額外提高自身2%間接傷害	[Passive: Scarlet Thorn]: Increases this Combatant's Indirect DMG by an additional 2%.	[パッシブ:血の茨]自身の与える間接ダメージ＋2%	[패시브:피 묻은 가시] 자체 간접 대미지 추가 +2%	[​พาส​ซี​ฟ​:​หนาม​สี​โลหิต​]​ เพิ่ม​ดา​เม​จ​ต่อเนื่อง​ให้​ตนเอง​อีก​ 2%​	沃特琳女士	沃特琳女士	Lady Watline	ミスヴォートラン	워틀링 여사	เลดี้วอเทอร์ลีน
