mainId	roleId	star	upStarType	condition	type	initOpenAbility	SpLevel	SpDescId	PassiveLevel	capabilityValue	property	upstarIteam	upstarIteamNum	superUpStarExp	status	levelLimit	upProperty
10301111	103011	1	1		3	71103011	10	7310301101		120	101:108.9;201:38.5;301:230.9	7103011;3000003	100;50000		1		
10301112	103011	2	1						2	120	101:108.9;201:38.5;301:230.9	7103011;3000003	100;100000		1		
10301113	103011	3	1				11	7310301103		180	101:163.4;201:57.7;301:346.3	7103011;3000003	100;150000		1		
10301114	103011	4	1		3	74103011			3	180	101:163.4;201:57.7;301:346.3	7103011;3000003	200;200000		1		
10301115	103011	5	1				12	7310301105		250	101:217.8;201:77;301:461.7	7103011;3000003	200;250000		1		
10301116	103011	6	1		3	76103011			4	250	101:326.7;201:115.4;301:692.6	7103011;3000003	200;300000		1		
17100810	171008	0	1		2	61171008	9		1						1		
17100811	171008	1	1		3	71171008	10	7317100801		120	101:143.6;201:35.4;301:212.6	7171008;3000003	100;50000		1		
17100812	171008	2	1						2	120	101:143.6;201:35.4;301:212.6	7171008;3000003	100;100000		1		
17100813	171008	3	1				11	7317100803		180	101:215.3;201:53.2;301:318.9	7171008;3000003	100;150000		1		
17100814	171008	4	1		3	74171008			3	180	101:215.3;201:53.2;301:318.9	7171008;3000003	200;200000		1		
17100815	171008	5	1				12	7317100805		250	101:287.1;201:70.9;301:425.3	7171008;3000003	200;250000		1		
17100816	171008	6	1		3	76171008			4	250	101:430.7;201:106.3;301:637.9	7171008;3000003	200;300000		1		
10600510	106005	0	1		2	61106005	9		1						1		
10600511	106005	1	1		3	71106005	10	7310600501		120	101:72.9;201:52;301:311.9	7106005;3000003	100;50000		1		
10600512	106005	2	1						2	120	101:72.9;201:52;301:311.9	7106005;3000003	100;100000		1		
10600513	106005	3	1				11	7310600503		180	101:109.4;201:78;301:467.8	7106005;3000003	100;150000		1		
10600514	106005	4	1		3	74106005			3	180	101:109.4;201:78;301:467.8	7106005;3000003	200;200000		1		
10600515	106005	5	1				12	7310600505		250	101:145.8;201:104;301:623.7	7106005;3000003	200;250000		1		
10600516	106005	6	1		3	76106005			4	250	101:218.7;201:155.9;301:935.6	7106005;3000003	200;300000		1		
17200810	172008	0	1		2	61172008	9		1						1		
17200811	172008	1	1		3	71172008	10	7317200801		120	101:143.6;201:35.4;301:212.6	7172008;3000003	100;50000		1		
17200812	172008	2	1						2	120	101:143.6;201:35.4;301:212.6	7172008;3000003	100;100000		1		
17200813	172008	3	1				11	7317200803		180	101:215.3;201:53.2;301:318.9	7172008;3000003	100;150000		1		
17200814	172008	4	1		3	74172008			3	180	101:215.3;201:53.2;301:318.9	7172008;3000003	200;200000		1		
17200815	172008	5	1				12	7317200805		250	101:287.1;201:70.9;301:425.3	7172008;3000003	200;250000		1		
17200816	172008	6	1		3	76172008			4	250	101:430.7;201:106.3;301:637.9	7172008;3000003	200;300000		1		
17300810	173008	0	1		2	61173008	9		1						1		
17300811	173008	1	1		3	71173008	10	7317300801		120	101:72.9;201:52;301:311.9	7173008;3000003	100;50000		1		
17300812	173008	2	1						2	120	101:72.9;201:52;301:311.9	7173008;3000003	100;100000		1		
17300813	173008	3	1				11	7317300803		180	101:109.4;201:78;301:467.8	7173008;3000003	100;150000		1		
17300814	173008	4	1		3	74173008			3	180	101:109.4;201:78;301:467.8	7173008;3000003	200;200000		1		
17300815	173008	5	1				12	7317300805		250	101:145.8;201:104;301:623.7	7173008;3000003	200;250000		1		
17300816	173008	6	1		3	76173008			4	250	101:218.7;201:155.9;301:935.6	7173008;3000003	200;300000		1		
10201010	102010	0	1		2	61102010	9		1						1		
10201011	102010	1	1		3	71102010	10	7310201001		120	101:108.9;201:38.5;301:230.9	7102010;3000003	100;50000		1		
10201012	102010	2	1						2	120	101:108.9;201:38.5;301:230.9	7102010;3000003	100;100000		1		
10201013	102010	3	1				11	7310201003		180	101:163.4;201:57.7;301:346.3	7102010;3000003	100;150000		1		
10201014	102010	4	1		3	74102010			3	180	101:163.4;201:57.7;301:346.3	7102010;3000003	200;200000		1		
10201015	102010	5	1				12	7310201005		250	101:217.8;201:77;301:461.7	7102010;3000003	200;250000		1		
10201016	102010	6	1		3	76102010			4	250	101:326.7;201:115.4;301:692.6	7102010;3000003	200;300000		1		
