equipId	quality	equipPart	poolMain	poolsub	equipRefiningItem	equipRefiningNum	equipRefiningItemWay2	equipRefiningItemWay2Num	suitId	equipICon	equipIBigCon	isRandom	status	levelupType	type	equipName	equipName_zh_TW	equipName_en_UK	equipName_ja_JP	equipName_ko_KR	equipName_th_TH	equipDesc	equipDesc_zh_TW	equipDesc_en_UK	equipDesc_ja_JP	equipDesc_ko_KR	equipDesc_th_TH
4011232	3	2	2	1003	4100032;3000003	1;10000			112	7:goods_icon_4010332	7:goods_icon_4010332	1	1			忍耐套-耳饰	忍耐套-耳飾	Endurance Set - Earrings	忍耐装飾・耳	인내 세트 - 귀 장식	เซ็ตอดทน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011233	3	3	3	1003	4100032;3000003	1;10000			112	7:goods_icon_4010333	7:goods_icon_4010333	1	1			忍耐套-颈环	忍耐套-頸環	Endurance Set - Necklace	忍耐装飾・首	인내 세트 - 목걸이	เซ็ตอดทน - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011234	3	4	4	1003	4100032;3000003	1;10000			112	7:goods_icon_4010334	7:goods_icon_4010334	1	1			忍耐套-尾饰	忍耐套-尾飾	Endurance Set - Tailpiece	忍耐装飾・尻尾	인내 세트 - 꼬리 장식	เซ็ตอดทน - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011235	3	5	5	1003	4100032;3000003	1;10000			112	7:goods_icon_4010335	7:goods_icon_4010335	1	1			忍耐套-嘴套	忍耐套-嘴套	Endurance Set - Mouthpiece	忍耐装飾・顔	인내 세트 - 마스크	เซ็ตอดทน - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011236	3	6	6	1003	4100032;3000003	1;10000			112	7:goods_icon_4010336	7:goods_icon_4010336	1	1			忍耐套-爪饰	忍耐套-爪飾	Endurance Set - Claws	忍耐装飾・爪	인내 세트 - 장갑	เซ็ตอดทน - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011241	4	1	1	1004	4100032;3000003	1;15000			112	7:goods_icon_4010341	7:goods_icon_4010341	1	1			忍耐套-头饰	忍耐套-頭飾	Endurance Set - Headpiece	忍耐装飾・頭部	인내 세트 - 머리 장식	เซ็ตอดทน - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011242	4	2	2	1004	4100032;3000003	1;15000			112	7:goods_icon_4010342	7:goods_icon_4010342	1	1			忍耐套-耳饰	忍耐套-耳飾	Endurance Set - Earrings	忍耐装飾・耳	인내 세트 - 귀 장식	เซ็ตอดทน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011243	4	3	3	1004	4100032;3000003	1;15000			112	7:goods_icon_4010343	7:goods_icon_4010343	1	1			忍耐套-颈环	忍耐套-頸環	Endurance Set - Necklace	忍耐装飾・首	인내 세트 - 목걸이	เซ็ตอดทน - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011244	4	4	4	1004	4100032;3000003	1;15000			112	7:goods_icon_4010344	7:goods_icon_4010344	1	1			忍耐套-尾饰	忍耐套-尾飾	Endurance Set - Tailpiece	忍耐装飾・尻尾	인내 세트 - 꼬리 장식	เซ็ตอดทน - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011245	4	5	5	1004	4100032;3000003	1;15000			112	7:goods_icon_4010345	7:goods_icon_4010345	1	1			忍耐套-嘴套	忍耐套-嘴套	Endurance Set - Mouthpiece	忍耐装飾・顔	인내 세트 - 마스크	เซ็ตอดทน - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011246	4	6	6	1004	4100032;3000003	1;15000			112	7:goods_icon_4010346	7:goods_icon_4010346	1	1			忍耐套-爪饰	忍耐套-爪飾	Endurance Set - Claws	忍耐装飾・爪	인내 세트 - 장갑	เซ็ตอดทน - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011251	5	1	1	1005	4100032;3000003	1;20000			112	7:goods_icon_4010351	7:goods_icon_4010351	1	1			忍耐套-头饰	忍耐套-頭飾	Endurance Set - Headpiece	忍耐装飾・頭部	인내 세트 - 머리 장식	เซ็ตอดทน - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011252	5	2	2	1005	4100032;3000003	1;20000			112	7:goods_icon_4010352	7:goods_icon_4010352	1	1			忍耐套-耳饰	忍耐套-耳飾	Endurance Set - Earrings	忍耐装飾・耳	인내 세트 - 귀 장식	เซ็ตอดทน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011253	5	3	3	1005	4100032;3000003	1;20000			112	7:goods_icon_4010353	7:goods_icon_4010353	1	1			忍耐套-颈环	忍耐套-頸環	Endurance Set - Necklace	忍耐装飾・首	인내 세트 - 목걸이	เซ็ตอดทน - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011254	5	4	4	1005	4100032;3000003	1;20000			112	7:goods_icon_4010354	7:goods_icon_4010354	1	1			忍耐套-尾饰	忍耐套-尾飾	Endurance Set - Tailpiece	忍耐装飾・尻尾	인내 세트 - 꼬리 장식	เซ็ตอดทน - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011255	5	5	5	1005	4100032;3000003	1;20000			112	7:goods_icon_4010355	7:goods_icon_4010355	1	1			忍耐套-嘴套	忍耐套-嘴套	Endurance Set - Mouthpiece	忍耐装飾・顔	인내 세트 - 마스크	เซ็ตอดทน - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011256	5	6	6	1005	4100032;3000003	1;20000			112	7:goods_icon_4010356	7:goods_icon_4010356	1	1			忍耐套-爪饰	忍耐套-爪飾	Endurance Set - Claws	忍耐装飾・爪	인내 세트 - 장갑	เซ็ตอดทน - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011261	6	1	1	1006	4100032;3000003	1;20000			112	7:goods_icon_4010361	7:goods_icon_4010361	1	1			忍耐套-头饰	忍耐套-頭飾	Endurance Set - Headpiece	忍耐装飾・頭部	인내 세트 - 머리 장식	เซ็ตอดทน - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011262	6	2	2	1006	4100032;3000003	1;20000			112	7:goods_icon_4010362	7:goods_icon_4010362	1	1			忍耐套-耳饰	忍耐套-耳飾	Endurance Set - Earrings	忍耐装飾・耳	인내 세트 - 귀 장식	เซ็ตอดทน - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011263	6	3	3	1006	4100032;3000003	1;20000			112	7:goods_icon_4010363	7:goods_icon_4010363	1	1			忍耐套-颈环	忍耐套-頸環	Endurance Set - Necklace	忍耐装飾・首	인내 세트 - 목걸이	เซ็ตอดทน - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011264	6	4	4	1006	4100032;3000003	1;20000			112	7:goods_icon_4010364	7:goods_icon_4010364	1	1			忍耐套-尾饰	忍耐套-尾飾	Endurance Set - Tailpiece	忍耐装飾・尻尾	인내 세트 - 꼬리 장식	เซ็ตอดทน - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011265	6	5	5	1006	4100032;3000003	1;20000			112	7:goods_icon_4010365	7:goods_icon_4010365	1	1			忍耐套-嘴套	忍耐套-嘴套	Endurance Set - Mouthpiece	忍耐装飾・顔	인내 세트 - 마스크	เซ็ตอดทน - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011266	6	6	6	1006	4100032;3000003	1;20000			112	7:goods_icon_4010366	7:goods_icon_4010366	1	1			忍耐套-爪饰	忍耐套-爪飾	Endurance Set - Claws	忍耐装飾・爪	인내 세트 - 장갑	เซ็ตอดทน - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
