id	proposalLevel	tag	roleRestrictions	sceneId	battleRules	roleNun	powerRatioTeamID	rounds	damageTotal	exp	cardExp	restartBattleBtn	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	buffDec	buffDec_zh_TW	buffDec_en_UK	buffDec_ja_JP	buffDec_ko_KR	buffDec_th_TH
91113	161300	301;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·七	黑霧之淵·七	Misty Depths VII	黒霧ノ淵Ⅶ	검은 안개의 심연VII	เหวหมอกมืด·7	<color=#800080>梦魇涌动</color>：每回合开始时，场上所有单位获得5层暴击率降低10%和暴击伤害降低20%，持续1回合	<color=#800080>夢魘湧動</color>：每回合開始時，場上所有單位獲得5層爆擊率降低10%和爆擊傷害降低20%，持續1回合	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all units on the field receive 5 stacks of an effect that reduces their CRIT Rate by 10% and CRIT DMG by 20%, lasting for 1 turn.	<color=#800080>ステージ効果</color>：ターン開始時、フィールド上のすべての単位は「会心率-10%」、「会心ダメージ-20%」を5スタック付与される（1ターン持続）。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 전장에 참여한 모두의 크리티컬율이 10% 감소하고, 크리티컬 대미지는 20% 감소됩니다.(5스택 획득)	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ยูนิต​ทั้งหมด​ใน​สนาม​จะ​ได้รับ​สถานะ​ลด​อัต​ราค​ริ​ติ​คอ​ลลง​ 10%​ และ​ลด​ดา​เม​จค​ริ​ติ​คอ​ลลง​ 20%​ 5​ ชั้น​ เป็นเวลา​ 1​ รอบ​
91114	161300	302;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·七	黑霧之淵·七	Misty Depths VII	黒霧ノ淵Ⅶ	검은 안개의 심연VII	เหวหมอกมืด·7	<color=#800080>梦魇涌动</color>：敌方受到【破灭伤害】提升15%，若处于【易伤】状态则额外提升15%	<color=#800080>夢魘湧動</color>：敵方受到【破滅傷害】提升15%，若處於【易傷】狀態則額外提升15%	<color=#800080>Nightmare Surge</color>: Enemies take 15% more [Dire DMG], with an additional 15% boost if they are in the [Vulnerability] state.	<color=#800080>ステージ効果</color>：敵の受ける「弱体特攻ダメージ」＋15%。敵が「被ダメージ増加」状態にある場合、さらに「弱体特攻ダメージ」＋15%	<color=#800080>나이트메어 침식</color>: 적에게 적용되는 [파멸 대미지]는 15% 증가하며, [취약] 상태 시 추가로 15%가 증가한다	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ได้รับ​ [​ดา​เม​จ​ทำลายล้าง​]​ เพิ่มขึ้น​ 15%​ หาก​อยู่​ใน​สถานะ​ [​เปราะบาง​]​ จะ​โดน​เพิ่มขึ้น​อีก​ 15%​
91115	170000	301;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·八	黑霧之淵·八	Misty Depths VIII	黒霧ノ淵Ⅷ	검은 안개의 심연VIII	เหวหมอกมืด·8	<color=#800080>梦魇涌动</color>：每回合开始时，场上所有单位获得5层暴击率降低10%和暴击伤害降低20%，持续1回合	<color=#800080>夢魘湧動</color>：每回合開始時，場上所有單位獲得5層爆擊率降低10%和爆擊傷害降低20%，持續1回合	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all units on the field receive 5 stacks of an effect that reduces their CRIT Rate by 10% and CRIT DMG by 20%, lasting for 1 turn.	<color=#800080>ステージ効果</color>：ターン開始時、フィールド上のすべての単位は「会心率-10%」、「会心ダメージ-20%」を5スタック付与される（1ターン持続）。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 전장에 참여한 모두의 크리티컬율이 10% 감소하고, 크리티컬 대미지는 20% 감소됩니다.(5스택 획득)	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ยูนิต​ทั้งหมด​ใน​สนาม​จะ​ได้รับ​สถานะ​ลด​อัต​ราค​ริ​ติ​คอ​ลลง​ 10%​ และ​ลด​ดา​เม​จค​ริ​ติ​คอ​ลลง​ 20%​ 5​ ชั้น​ เป็นเวลา​ 1​ รอบ​
91116	170000	302;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·八	黑霧之淵·八	Misty Depths VIII	黒霧ノ淵Ⅷ	검은 안개의 심연VIII	เหวหมอกมืด·8	<color=#800080>梦魇涌动</color>：敌方受到【破灭伤害】提升15%，若处于【易伤】状态则额外提升15%	<color=#800080>夢魘湧動</color>：敵方受到【破滅傷害】提升15%，若處於【易傷】狀態則額外提升15%	<color=#800080>Nightmare Surge</color>: Enemies take 15% more [Dire DMG], with an additional 15% boost if they are in the [Vulnerability] state.	<color=#800080>ステージ効果</color>：敵の受ける「弱体特攻ダメージ」＋15%。敵が「被ダメージ増加」状態にある場合、さらに「弱体特攻ダメージ」＋15%	<color=#800080>나이트메어 침식</color>: 적에게 적용되는 [파멸 대미지]는 15% 증가하며, [취약] 상태 시 추가로 15%가 증가한다	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ได้รับ​ [​ดา​เม​จ​ทำลายล้าง​]​ เพิ่มขึ้น​ 15%​ หาก​อยู่​ใน​สถานะ​ [​เปราะบาง​]​ จะ​โดน​เพิ่มขึ้น​อีก​ 15%​
91117	178800	301;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·九	黑霧之淵·九	Misty Depths IX	黒霧ノ淵Ⅸ	검은 안개의 심연IX	เหวหมอกมืด·9	<color=#800080>梦魇涌动</color>：每回合开始时，场上所有单位获得5层暴击率降低10%和暴击伤害降低20%，持续1回合	<color=#800080>夢魘湧動</color>：每回合開始時，場上所有單位獲得5層爆擊率降低10%和爆擊傷害降低20%，持續1回合	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all units on the field receive 5 stacks of an effect that reduces their CRIT Rate by 10% and CRIT DMG by 20%, lasting for 1 turn.	<color=#800080>ステージ効果</color>：ターン開始時、フィールド上のすべての単位は「会心率-10%」、「会心ダメージ-20%」を5スタック付与される（1ターン持続）。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 전장에 참여한 모두의 크리티컬율이 10% 감소하고, 크리티컬 대미지는 20% 감소됩니다.(5스택 획득)	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ยูนิต​ทั้งหมด​ใน​สนาม​จะ​ได้รับ​สถานะ​ลด​อัต​ราค​ริ​ติ​คอ​ลลง​ 10%​ และ​ลด​ดา​เม​จค​ริ​ติ​คอ​ลลง​ 20%​ 5​ ชั้น​ เป็นเวลา​ 1​ รอบ​
91118	178800	302;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·九	黑霧之淵·九	Misty Depths IX	黒霧ノ淵Ⅸ	검은 안개의 심연IX	เหวหมอกมืด·9	<color=#800080>梦魇涌动</color>：敌方受到【破灭伤害】提升15%，若处于【易伤】状态则额外提升15%	<color=#800080>夢魘湧動</color>：敵方受到【破滅傷害】提升15%，若處於【易傷】狀態則額外提升15%	<color=#800080>Nightmare Surge</color>: Enemies take 15% more [Dire DMG], with an additional 15% boost if they are in the [Vulnerability] state.	<color=#800080>ステージ効果</color>：敵の受ける「弱体特攻ダメージ」＋15%。敵が「被ダメージ増加」状態にある場合、さらに「弱体特攻ダメージ」＋15%	<color=#800080>나이트메어 침식</color>: 적에게 적용되는 [파멸 대미지]는 15% 증가하며, [취약] 상태 시 추가로 15%가 증가한다	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ได้รับ​ [​ดา​เม​จ​ทำลายล้าง​]​ เพิ่มขึ้น​ 15%​ หาก​อยู่​ใน​สถานะ​ [​เปราะบาง​]​ จะ​โดน​เพิ่มขึ้น​อีก​ 15%​
91119	187500	301;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·十	黑霧之淵·十	Misty Depths X	黒霧ノ淵Ⅹ	검은 안개의 심연X	เหวหมอกมืด·10	<color=#800080>梦魇涌动</color>：每回合开始时，场上所有单位获得5层暴击率降低10%和暴击伤害降低20%，持续1回合	<color=#800080>夢魘湧動</color>：每回合開始時，場上所有單位獲得5層爆擊率降低10%和爆擊傷害降低20%，持續1回合	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all units on the field receive 5 stacks of an effect that reduces their CRIT Rate by 10% and CRIT DMG by 20%, lasting for 1 turn.	<color=#800080>ステージ効果</color>：ターン開始時、フィールド上のすべての単位は「会心率-10%」、「会心ダメージ-20%」を5スタック付与される（1ターン持続）。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 전장에 참여한 모두의 크리티컬율이 10% 감소하고, 크리티컬 대미지는 20% 감소됩니다.(5스택 획득)	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ยูนิต​ทั้งหมด​ใน​สนาม​จะ​ได้รับ​สถานะ​ลด​อัต​ราค​ริ​ติ​คอ​ลลง​ 10%​ และ​ลด​ดา​เม​จค​ริ​ติ​คอ​ลลง​ 20%​ 5​ ชั้น​ เป็นเวลา​ 1​ รอบ​
91120	187500	302;304;305	0	14803	1	4	0	100	0			1	1	黑雾之渊·十	黑霧之淵·十	Misty Depths X	黒霧ノ淵Ⅹ	검은 안개의 심연X	เหวหมอกมืด·10	<color=#800080>梦魇涌动</color>：敌方受到【破灭伤害】提升15%，若处于【易伤】状态则额外提升15%	<color=#800080>夢魘湧動</color>：敵方受到【破滅傷害】提升15%，若處於【易傷】狀態則額外提升15%	<color=#800080>Nightmare Surge</color>: Enemies take 15% more [Dire DMG], with an additional 15% boost if they are in the [Vulnerability] state.	<color=#800080>ステージ効果</color>：敵の受ける「弱体特攻ダメージ」＋15%。敵が「被ダメージ増加」状態にある場合、さらに「弱体特攻ダメージ」＋15%	<color=#800080>나이트메어 침식</color>: 적에게 적용되는 [파멸 대미지]는 15% 증가하며, [취약] 상태 시 추가로 15%가 증가한다	<color=#800080>กระแสฝันร้าย</color>:​ ศัตรู​ได้รับ​ [​ดา​เม​จ​ทำลายล้าง​]​ เพิ่มขึ้น​ 15%​ หาก​อยู่​ใน​สถานะ​ [​เปราะบาง​]​ จะ​โดน​เพิ่มขึ้น​อีก​ 15%​
91201	112300	302;304;305;102	0	16101	1	4		100	0			1	1	黑雾之渊·一	黑霧之淵·一	Misty Depths I	黒霧ノ淵Ⅰ	검은 안개의 심연I 	เหวหมอกมืด·1	<color=#800080>梦魇涌动</color>：每回合开始时敌方全体获得1层「预防」，持续1回合。「预防」：被施加减益效果时消耗1层「预防」以抵挡1层减益效果	<color=#800080>夢魘湧動</color>：每回合開始時敵方全體獲得1層「預防」，持續1回合。「預防」：被施加減益效果時消耗1層「預防」以抵擋1層減益效果	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all enemies gain 1 stack of Precaution for 1 turn. Precaution: Consumes 1 stack of Precaution to block 1 stack of incoming debuff.	<color=#800080>ステージ効果</color>：毎ターン開始時、敵全体に「予防」が1スタック付与される、1ターン持続する。「予防」：デバフ効果が付与される時、「予防」を1スタック消費してデバフを解除する。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 적 전체가 「예방」효과를 획득한다. 「예방」 :  디버프 효과가 적용될 때 「예방」을 1스택 소모하여 디버프 효과를 1스택 제거한다	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ศัตรู​ทั้งหมด​จะ​ได้รับ​สถานะ​ [​กัน​ล่วงหน้า​]​ 1​ ชั้น​ เป็นเวลา​ 1​ เทิร์น​ [​กัน​ล่วงหน้า​]:​ เมื่อ​ได้รับ​เอฟเฟกต์​ดี​บัฟ​จะ​ใช้​ [​กัน​ล่วงหน้า​]​ 1​ ชั้น​ เพื่อ​ป้องกัน​ดี​บัฟ​นั้น​
91202	112300	303;304;305;102	0	16101	1	4	0	100	0			1	1	黑雾之渊·一	黑霧之淵·一	Misty Depths I	黒霧ノ淵Ⅰ	검은 안개의 심연I 	เหวหมอกมืด·1	<color=#800080>梦魇涌动</color>：每回合开始时敌方全体获得2层「防甲」，持续1回合。「防甲」：提升防御力40%，受到攻击技能时，清除1层	<color=#800080>夢魘湧動</color>：每回合開始時敵方全體獲得2層「防甲」，持續1回合。「防甲」：提升防禦力40%，受到攻擊技能時，清除1層	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all enemies gain 2 stacks of Defense Armor for 1 turn. Defense Armor: Increases DEF by 40%; consumes 1 stack of Defense Armor when hit by an attack skill.	<color=#800080>ステージ効果</color>：毎ターン開始時、敵全体に2スタックの「ガード」を付与する（１ターン持続）。「ガード」：防御力＋40%、攻撃を受けた際、1スタック解除される。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 적 전체가 「배리어」 효과를 획득한다. 「배리어」 : 방어력이 40% 증가하고, 공격을 받을 시, 받은 공격을 1스택 무효화한다	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ศัตรู​ทั้งหมด​จะ​ได้รับ​สถานะ​ [​เกราะ​ป้องกัน​]​ 2​ ชั้น​ เป็นเวลา​ 1​ เทิร์น​ [​เกราะ​ป้องกัน​]​ :​ เพิ่ม​ DEF​ 40%​ เมื่อ​โดน​สกิล​โจมตี​ จะ​ลดลง​ 1​ ชั้น​
91203	121300	302;304;305;102	0	16101	1	4	0	100	0			1	1	黑雾之渊·二	黑霧之淵·二	Misty Depths II	黒霧ノ淵Ⅱ	검은 안개의 심연II	เหวหมอกมืด·2	<color=#800080>梦魇涌动</color>：每回合开始时敌方全体获得1层「预防」，持续1回合。「预防」：被施加减益效果时消耗1层「预防」以抵挡1层减益效果	<color=#800080>夢魘湧動</color>：每回合開始時敵方全體獲得1層「預防」，持續1回合。「預防」：被施加減益效果時消耗1層「預防」以抵擋1層減益效果	<color=#800080>Nightmare Surge</color>: At the beginning of each turn, all enemies gain 1 stack of Precaution for 1 turn. Precaution: Consumes 1 stack of Precaution to block 1 stack of incoming debuff.	<color=#800080>ステージ効果</color>：毎ターン開始時、敵全体に「予防」が1スタック付与される、1ターン持続する。「予防」：デバフ効果が付与される時、「予防」を1スタック消費してデバフを解除する。	<color=#800080>나이트메어 침식</color>: 매 턴 시작 시, 1턴 동안 적 전체가 「예방」효과를 획득한다. 「예방」 :  디버프 효과가 적용될 때 「예방」을 1스택 소모하여 디버프 효과를 1스택 제거한다	<color=#800080>กระแสฝันร้าย</color>:​ เมื่อ​เริ่มต้น​แต่ละ​รอบ​ ศัตรู​ทั้งหมด​จะ​ได้รับ​สถานะ​ [​กัน​ล่วงหน้า​]​ 1​ ชั้น​ เป็นเวลา​ 1​ เทิร์น​ [​กัน​ล่วงหน้า​]:​ เมื่อ​ได้รับ​เอฟเฟกต์​ดี​บัฟ​จะ​ใช้​ [​กัน​ล่วงหน้า​]​ 1​ ชั้น​ เพื่อ​ป้องกัน​ดี​บัฟ​นั้น​
