id	groupId	place	unlockPlace	levelList	hardLevel1	hardLevel2	starCondition	starConditionNum	starConditionRound	fristRewards	fristRewardsNum	hardRewards1	hardRewardsNum1	hardRewards2	hardRewardsNum2	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
2205001	205	1	0	91531;91532			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·尘劫·一	困難·塵劫·一	Hard (Tribulation) I	困難・劫火Ⅰ	더스트·하드I 	ยาก·เถ้าธุลี·1
2205002	205	2	0	91533;91534			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·尘劫·二	困難·塵劫·二	Hard (Tribulation) II	困難・劫火Ⅱ	더스트·하드II 	ยาก·เถ้าธุลี·2
2205003	205	3	0	91535;91536			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·尘劫·三	困難·塵劫·三	Hard (Tribulation) III	困難・劫火Ⅲ	더스트·하드III 	ยาก·เถ้าธุลี·3
2205004	205	4	0	91537;91538			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·尘劫·四	困難·塵劫·四	Hard (Tribulation) IV	困難・劫火Ⅳ	더스트·하드IV	ยาก·เถ้าธุลี·4
2205005	205	5	0	91539;91540			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·尘劫·五	困難·塵劫·五	Hard (Tribulation) V	困難・劫火Ⅴ	더스트·하드V	ยาก·เถ้าธุลี·5
2205006	205	6	0	91541;91542			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·尘劫·六	困難·塵劫·六	Hard (Tribulation) VI	困難・劫火Ⅵ	더스트·하드VI 	ยาก·เถ้าธุลี·6
2205007	205	7	2205006	91543;91544			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·尘劫·七	困難·塵劫·七	Hard (Tribulation) VII	困難・劫火Ⅶ	더스트·하드VII 	ยาก·เถ้าธุลี·7
2205008	205	8	2205007	91545;91546			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·尘劫·八	困難·塵劫·八	Hard (Tribulation) VIII	困難・劫火Ⅷ	더스트·하드VIII 	ยาก·เถ้าธุลี·8
2205009	205	9	2205008	91547;91548			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·尘劫·九	困難·塵劫·九	Hard (Tribulation) IX	困難・劫火Ⅸ	더스트·하드IX	ยาก·เถ้าธุลี·9
2205010	205	10	2205009	91549;91550			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·尘劫·十	困難·塵劫·十	Hard (Tribulation) X	困難・劫火Ⅹ	더스트·하드X	ยาก·เถ้าธุลี·10
2206001	206	1	0	91631;91632			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·蝶变·一	困難·蝶變·一	Hard (Metamorphosis) I	困難・蝶変Ⅰ	버터플라이·하드I 	ยาก·วัฏจักรผีเสื้อ·1
2206002	206	2	0	91633;91634			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·蝶变·二	困難·蝶變·二	Hard (Metamorphosis) II	困難・蝶変Ⅱ	버터플라이·하드II 	ยาก·วัฏจักรผีเสื้อ·2
2206003	206	3	0	91635;91636			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·蝶变·三	困難·蝶變·三	Hard (Metamorphosis) III	困難・蝶変Ⅲ	버터플라이·하드III 	ยาก·วัฏจักรผีเสื้อ·3
2206004	206	4	0	91637;91638			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·蝶变·四	困難·蝶變·四	Hard (Metamorphosis) IV	困難・蝶変Ⅳ	버터플라이·하드IV	ยาก·วัฏจักรผีเสื้อ·4
2206005	206	5	0	91639;91640			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·蝶变·五	困難·蝶變·五	Hard (Metamorphosis) V	困難・蝶変Ⅴ	버터플라이·하드V	ยาก·วัฏจักรผีเสื้อ·5
2206006	206	6	0	91641;91642			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·蝶变·六	困難·蝶變·六	Hard (Metamorphosis) VI	困難・蝶変Ⅵ	버터플라이·하드VI 	ยาก·วัฏจักรผีเสื้อ·6
2206007	206	7	2206006	91643;91644			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·蝶变·七	困難·蝶變·七	Hard (Metamorphosis) VII	困難・蝶変Ⅶ	버터플라이·하드VII 	ยาก·วัฏจักรผีเสื้อ·7
2206008	206	8	2206007	91645;91646			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·蝶变·八	困難·蝶變·八	Hard (Metamorphosis) VIII	困難・蝶変Ⅷ	버터플라이·하드VIII 	ยาก·วัฏจักรผีเสื้อ·8
2206009	206	9	2206008	91647;91648			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·蝶变·九	困難·蝶變·九	Hard (Metamorphosis) IX	困難・蝶変Ⅸ	버터플라이·하드IX	ยาก·วัฏจักรผีเสื้อ·9
2206010	206	10	2206009	91649;91650			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·蝶变·十	困難·蝶變·十	Hard (Metamorphosis) X	困難・蝶変Ⅹ	버터플라이·하드X	ยาก·วัฏจักรผีเสื้อ·10
2107001	107	1	0	91701;91702			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	月食·一	月食·一	Eclipse I	月蝕Ⅰ	이클립스I 	กลืนจันทร์·1
2107002	107	2	0	91703;91704			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	月食·二	月食·二	Eclipse II	月蝕Ⅱ	이클립스II 	กลืนจันทร์·2
2107003	107	3	0	91705;91706			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	月食·三	月食·三	Eclipse III	月蝕Ⅲ	이클립스III 	กลืนจันทร์·3
2107004	107	4	0	91707;91708			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	月食·四	月食·四	Eclipse IV	月蝕Ⅳ	이클립스IV	กลืนจันทร์·4
2107005	107	5	0	91709;91710			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	月食·五	月食·五	Eclipse V	月蝕Ⅴ	이클립스V	กลืนจันทร์·5
2107006	107	6	0	91711;91712			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	月食·六	月食·六	Eclipse VI	月蝕Ⅵ	이클립스VI 	กลืนจันทร์·6
2107007	107	7	0	91713;91714			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	月食·七	月食·七	Eclipse VII	月蝕Ⅶ	이클립스VII 	กลืนจันทร์·7
2107008	107	8	0	91715;91716			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	月食·八	月食·八	Eclipse VIII	月蝕Ⅷ	이클립스VIII 	กลืนจันทร์·8
2107009	107	9	0	91717;91718			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	月食·九	月食·九	Eclipse IX	月蝕Ⅸ	이클립스IX	กลืนจันทร์·9
2107010	107	10	2107009	91719;91720			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	月食·十	月食·十	Eclipse X	月蝕Ⅹ	이클립스X	กลืนจันทร์·10
2207001	207	1	0	91731;91732			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·月食·一	困難·月食·一	Hard (Eclipse) I	困難・月蝕Ⅰ	이클립스·하드I 	ยาก·กลืนจันทร์·1
2207002	207	2	0	91733;91734			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·月食·二	困難·月食·二	Hard (Eclipse) II	困難・月蝕Ⅱ	이클립스·하드II 	ยาก·กลืนจันทร์·2
2207003	207	3	0	91735;91736			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·月食·三	困難·月食·三	Hard (Eclipse) III	絶境・月蝕Ⅲ	이클립스·하드III 	ยาก·กลืนจันทร์·3
2207004	207	4	0	91737;91738			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·月食·四	困難·月食·四	Hard (Eclipse) IV	絶境・月蝕Ⅳ	이클립스·하드IV	ยาก·กลืนจันทร์·4
2207005	207	5	0	91739;91740			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·月食·五	困難·月食·五	Hard (Eclipse) V	絶境・月蝕Ⅴ	이클립스·하드V	ยาก·กลืนจันทร์·5
2207006	207	6	0	91741;91742			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·月食·六	困難·月食·六	Hard (Eclipse) VI	絶境・月蝕Ⅵ	이클립스·하드VI 	ยาก·กลืนจันทร์·6
2207007	207	7	2207006	91743;91744			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·月食·七	困難·月食·七	Hard (Eclipse) VII	絶境・月蝕Ⅶ	이클립스·하드VII 	ยาก·กลืนจันทร์·7
2207008	207	8	2207007	91745;91746			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·月食·八	困難·月食·八	Hard (Eclipse) VIII	絶境・月蝕Ⅷ	이클립스·하드VIII 	ยาก·กลืนจันทร์·8
2207009	207	9	2207008	91747;91748			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·月食·九	困難·月食·九	Hard (Eclipse) IX	絶境・月蝕Ⅸ	이클립스·하드IX	ยาก·กลืนจันทร์·9
2207010	207	10	2207009	91749;91750			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·月食·十	困難·月食·十	Hard (Eclipse) X	絶境・月蝕Ⅹ	이클립스·하드X	ยาก·กลืนจันทร์·10
2305001	305	1	0	91561;91562			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·尘劫·一	絕境·塵劫·一	Abyssal (Tribulation) I	絶境・劫火Ⅰ	더스트·인페르노I 	วิกฤต·เถ้าธุลี·1
2305002	305	2	0	91563;91564			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·尘劫·二	絕境·塵劫·二	Abyssal (Tribulation) II	絶境・劫火Ⅱ	더스트·인페르노II 	วิกฤต·เถ้าธุลี·2
2305003	305	3	0	91565;91566			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·尘劫·三	絕境·塵劫·三	Abyssal (Tribulation) III	絶境・劫火Ⅲ	더스트·인페르노III 	วิกฤต·เถ้าธุลี·3
2305004	305	4	0	91567;91568			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·尘劫·四	絕境·塵劫·四	Abyssal (Tribulation) IV	絶境・劫火Ⅳ	더스트·인페르노IV	วิกฤต·เถ้าธุลี·4
2305005	305	5	0	91569;91570			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·尘劫·五	絕境·塵劫·五	Abyssal (Tribulation) V	絶境・劫火Ⅴ	더스트·인페르노V	วิกฤต·เถ้าธุลี·5
2305006	305	6	0	91571;91572			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·尘劫·六	絕境·塵劫·六	Abyssal (Tribulation) VI	絶境・劫火Ⅵ	더스트·인페르노VI 	วิกฤต·เถ้าธุลี·6
2305007	305	7	2305006	91573;91574			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·尘劫·七	絕境·塵劫·七	Abyssal (Tribulation) VII	絶境・劫火Ⅶ	더스트·인페르노VII 	วิกฤต·เถ้าธุลี·7
2305008	305	8	2305007	91575;91576			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·尘劫·八	絕境·塵劫·八	Abyssal (Tribulation) VIII	絶境・劫火Ⅷ	더스트·인페르노VIII 	วิกฤต·เถ้าธุลี·8
2305009	305	9	2305008	91577;91578			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·尘劫·九	絕境·塵劫·九	Abyssal (Tribulation) IX	絶境・劫火Ⅸ	더스트·인페르노IX	วิกฤต·เถ้าธุลี·9
2305010	305	10	2305009	91579;91580			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·尘劫·十	絕境·塵劫·十	Abyssal (Tribulation) X	絶境・劫火Ⅹ	더스트·인페르노X	วิกฤต·เถ้าธุลี·10
2306001	306	1	0	91661;91662			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·蝶变·一	絕境·蝶變·一	Abyssal (Metamorphosis) I	絶境・蝶変Ⅰ	버터플라이·인페르노I 	วิกฤต·วัฏจักรผีเสื้อ·1
2306002	306	2	0	91663;91664			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·蝶变·二	絕境·蝶變·二	Abyssal (Metamorphosis) II	絶境・蝶変Ⅱ	버터플라이·인페르노II 	วิกฤต·วัฏจักรผีเสื้อ·2
2306003	306	3	0	91665;91666			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·蝶变·三	絕境·蝶變·三	Abyssal (Metamorphosis) III	絶境・蝶変Ⅲ	버터플라이·인페르노III 	วิกฤต·วัฏจักรผีเสื้อ·3
2306004	306	4	0	91667;91668			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·蝶变·四	絕境·蝶變·四	Abyssal (Metamorphosis) IV	絶境・蝶変Ⅳ	버터플라이·인페르노IV	วิกฤต·วัฏจักรผีเสื้อ·4
2306005	306	5	0	91669;91670			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·蝶变·五	絕境·蝶變·五	Abyssal (Metamorphosis) V	絶境・蝶変Ⅴ	버터플라이·인페르노V	วิกฤต·วัฏจักรผีเสื้อ·5
2306006	306	6	0	91671;91672			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·蝶变·六	絕境·蝶變·六	Abyssal (Metamorphosis) VI	絶境・蝶変Ⅵ	버터플라이·인페르노VI 	วิกฤต·วัฏจักรผีเสื้อ·6
2306007	306	7	2306006	91673;91674			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·蝶变·七	絕境·蝶變·七	Abyssal (Metamorphosis) VII	絶境・蝶変Ⅶ	버터플라이·인페르노VII 	วิกฤต·วัฏจักรผีเสื้อ·7
2306008	306	8	2306007	91675;91676			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·蝶变·八	絕境·蝶變·八	Abyssal (Metamorphosis) VIII	絶境・蝶変Ⅷ	버터플라이·인페르노VIII 	วิกฤต·วัฏจักรผีเสื้อ·8
2306009	306	9	2306008	91677;91678			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·蝶变·九	絕境·蝶變·九	Abyssal (Metamorphosis) IX	絶境・蝶変Ⅸ	버터플라이·인페르노IX	วิกฤต·วัฏจักรผีเสื้อ·9
2306010	306	10	2306009	91679;91680			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·蝶变·十	絕境·蝶變·十	Abyssal (Metamorphosis) X	絶境・蝶変Ⅹ	버터플라이·인페르노X	วิกฤต·วัฏจักรผีเสื้อ·10
2307001	307	1	0	91761;91762			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·月食·一	絕境·月食·一	Abyssal (Eclipse) I	絶境・月蝕Ⅰ	이클립스·인페르노I 	วิกฤต·กลืนจันทร์·1
2307002	307	2	0	91763;91764			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·月食·二	絕境·月食·二	Abyssal (Eclipse) II	絶境・月蝕Ⅱ	이클립스·인페르노II 	วิกฤต·กลืนจันทร์·2
2307003	307	3	0	91765;91766			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·月食·三	絕境·月食·三	Abyssal (Eclipse) III	絶境・月蝕Ⅲ	이클립스·인페르노III 	วิกฤต·กลืนจันทร์·3
2307004	307	4	0	91767;91768			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·月食·四	絕境·月食·四	Abyssal (Eclipse) IV	絶境・月蝕Ⅳ	이클립스·인페르노IV	วิกฤต·กลืนจันทร์·4
2307005	307	5	0	91769;91770			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·月食·五	絕境·月食·五	Abyssal (Eclipse) V	絶境・月蝕Ⅴ	이클립스·인페르노V	วิกฤต·กลืนจันทร์·5
2307006	307	6	0	91771;91772			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·月食·六	絕境·月食·六	Abyssal (Eclipse) VI	絶境・月蝕Ⅵ	이클립스·인페르노VI 	วิกฤต·กลืนจันทร์·6
2307007	307	7	2307006	91773;91774			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·月食·七	絕境·月食·七	Abyssal (Eclipse) VII	絶境・月蝕Ⅶ	이클립스·인페르노VII 	วิกฤต·กลืนจันทร์·7
2307008	307	8	2307007	91775;91776			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·月食·八	絕境·月食·八	Abyssal (Eclipse) VIII	絶境・月蝕Ⅷ	이클립스·인페르노VIII 	วิกฤต·กลืนจันทร์·8
2307009	307	9	2307008	91777;91778			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·月食·九	絕境·月食·九	Abyssal (Eclipse) IX	絶境・月蝕Ⅸ	이클립스·인페르노IX	วิกฤต·กลืนจันทร์·9
2307010	307	10	2307009	91779;91780			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·月食·十	絕境·月食·十	Abyssal (Eclipse) X	絶境・月蝕Ⅹ	이클립스·인페르노X	วิกฤต·กลืนจันทร์·10
2108001	108	1	0	91801;91802			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	野火·一	野火·一	Wildfire I	野火Ⅰ	야화·1	ไฟป่า·1
2108002	108	2	0	91803;91804			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	野火·二	野火·二	Wildfire II	野火Ⅱ	야화·2	ไฟป่า·2
2108003	108	3	0	91805;91806			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	野火·三	野火·三	Wildfire III	野火Ⅲ	야화·3	ไฟป่า·3
2108004	108	4	0	91807;91808			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	野火·四	野火·四	Wildfire IV	野火Ⅳ	야화·4	ไฟป่า·4
2108005	108	5	0	91809;91810			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	野火·五	野火·五	Wildfire V	野火Ⅴ	야화·5	ไฟป่า·5
2108006	108	6	0	91811;91812			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	野火·六	野火·六	Wildfire VI	野火Ⅵ	야화·6	ไฟป่า·6
2108007	108	7	0	91813;91814			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	野火·七	野火·七	Wildfire VII	野火Ⅶ	야화·7	ไฟป่า·7
2108008	108	8	0	91815;91816			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	野火·八	野火·八	Wildfire VIII	野火Ⅷ	야화·8	ไฟป่า·8
2108009	108	9	0	91817;91818			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	野火·九	野火·九	Wildfire IX	野火Ⅸ	야화·9	ไฟป่า·9
2108010	108	10	2108009	91819;91820			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	野火·十	野火·十	Wildfire X	野火Ⅹ	야화·10	ไฟป่า·10
