taskAchId	reputationType	taskIcon	Numtype	taskContentType	taskContentId	taskContenNum	taskGroup	successorTasks	point	rewardId	rewardNum	openType	status	taskTitle	taskTitle_zh_TW	taskTitle_en_UK	taskTitle_ja_JP	taskTitle_ko_KR	taskTitle_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1040101	1	104:task_overview_img_daily	10401	1421	1	60	10401	0	10	3000002;6220007	100;1	0	1	所有渔场图鉴全收集	所有漁場圖鑑全收集	Complete the Fishery Gallery collection.	全ての漁場図鑑を全収集する	모든 어장 도감 수집	รวบรวม​สมุดภาพ​บ่อ​ตกปลา​ทั้งหมด​	所有渔场图鉴全收集	所有漁場圖鑑全收集	Complete the Fishery Gallery collection.	全ての漁場図鑑を全収集する	모든 어장 도감 수집	รวบรวม​สมุดภาพ​บ่อ​ตกปลา​ทั้งหมด​
1040201	1	104:task_overview_img_daily	10402	1421	6	60	10402	0	10	3000002;6210005	200;1	0	1	所有渔场图鉴达到XXL评级	所有漁場圖鑑達到XXL評級	All Fishery Gallery ratings reach XXL.	全ての漁場図鑑が評価XXLに達する	모든 어장 도감 XXL급 달성	คะแนน​สมุดภาพ​บ่อ​ตกปลา​ทั้งหมด​ถึง​ระดับ​ XXL​	所有渔场图鉴达到XXL评级	所有漁場圖鑑達到XXL評級	All Fishery Gallery ratings reach XXL.	全ての漁場図鑑が評価XXLに達する	모든 어장 도감 XXL급 달성	คะแนน​สมุดภาพ​บ่อ​ตกปลา​ทั้งหมด​ถึง​ระดับ​ XXL​
2010101	2	104:task_overview_img_daily	20101	401	0	5	20101	2010102	10	4110001;3000003	5;6000	0	1	玩家等级达到5级	玩家等級達到5級	Reach player level 5.	調査官レベルがLv.5に達する	플레이어 5레벨 달성	ผู้เล่นถึงเลเวล 5	玩家等级达到5级	玩家等級達到5級	Reach player level 5.	調査官レベルがLv.5に達する	플레이어 5레벨 달성	ผู้เล่นถึงเลเวล 5
2010102	2	104:task_overview_img_daily	20101	401	0	10	20101	2010103	10	4110001;3000003	5;12000	0	1	玩家等级达到10级	玩家等級達到10級	Reach player level 10.	調査官レベルがLv.10に達する	플레이어 10레벨 달성	ผู้เล่นถึงเลเวล 10	玩家等级达到10级	玩家等級達到10級	Reach player level 10.	調査官レベルがLv.10に達する	플레이어 10레벨 달성	ผู้เล่นถึงเลเวล 10
2010103	2	104:task_overview_img_daily	20101	401	0	15	20101	2010104	10	4110001;3000003	5;18000	0	1	玩家等级达到15级	玩家等級達到15級	Reach player level 15.	調査官レベルがLv.15に達する	플레이어 15레벨 달성	ผู้เล่นถึงเลเวล 15	玩家等级达到15级	玩家等級達到15級	Reach player level 15.	調査官レベルがLv.15に達する	플레이어 15레벨 달성	ผู้เล่นถึงเลเวล 15
2010104	2	104:task_overview_img_daily	20101	401	0	20	20101	2010105	10	4110001;3000003	5;24000	0	1	玩家等级达到20级	玩家等級達到20級	Reach player level 20.	調査官レベルがLv.20に達する	플레이어 20레벨 달성	ผู้เล่นถึงเลเวล 20	玩家等级达到20级	玩家等級達到20級	Reach player level 20.	調査官レベルがLv.20に達する	플레이어 20레벨 달성	ผู้เล่นถึงเลเวล 20
2010105	2	104:task_overview_img_daily	20101	401	0	25	20101	2010106	10	4110001;3000003	5;30000	0	1	玩家等级达到25级	玩家等級達到25級	Reach player level 25.	調査官レベルがLv.25に達する	플레이어 25레벨 달성	ผู้เล่นถึงเลเวล 25	玩家等级达到25级	玩家等級達到25級	Reach player level 25.	調査官レベルがLv.25に達する	플레이어 25레벨 달성	ผู้เล่นถึงเลเวล 25
2010106	2	104:task_overview_img_daily	20101	401	0	30	20101	2010107	10	4110001;3000003	10;30000	0	1	玩家等级达到30级	玩家等級達到30級	Reach player level 30.	調査官レベルがLv.30に達する	플레이어 30레벨 달성	ผู้เล่นถึงเลเวล 30	玩家等级达到30级	玩家等級達到30級	Reach player level 30.	調査官レベルがLv.30に達する	플레이어 30레벨 달성	ผู้เล่นถึงเลเวล 30
2010107	2	104:task_overview_img_daily	20101	401	0	35	20101	2010108	10	4110001;3000003	10;45000	0	1	玩家等级达到35级	玩家等級達到35級	Reach player level 35.	調査官レベルがLv.35に達する	플레이어 35레벨 달성	ผู้เล่นถึงเลเวล 35	玩家等级达到35级	玩家等級達到35級	Reach player level 35.	調査官レベルがLv.35に達する	플레이어 35레벨 달성	ผู้เล่นถึงเลเวล 35
2010108	2	104:task_overview_img_daily	20101	401	0	40	20101	2010109	10	4110001;3000003	10;60000	0	1	玩家等级达到40级	玩家等級達到40級	Reach player level 40.	調査官レベルがLv.40に達する	플레이어 40레벨 달성	ผู้เล่นถึงเลเวล 40	玩家等级达到40级	玩家等級達到40級	Reach player level 40.	調査官レベルがLv.40に達する	플레이어 40레벨 달성	ผู้เล่นถึงเลเวล 40
2010109	2	104:task_overview_img_daily	20101	401	0	45	20101	2010110	10	4110001;3000003	10;75000	0	1	玩家等级达到45级	玩家等級達到45級	Reach player level 45.	調査官レベルがLv.45に達する	플레이어 45레벨 달성	ผู้เล่นถึงเลเวล 45	玩家等级达到45级	玩家等級達到45級	Reach player level 45.	調査官レベルがLv.45に達する	플레이어 45레벨 달성	ผู้เล่นถึงเลเวล 45
2010110	2	104:task_overview_img_daily	20101	401	0	50	20101	2010111	10	4110001;3000003	20;90000	0	1	玩家等级达到50级	玩家等級達到50級	Reach player level 50.	調査官レベルがLv.50に達する	플레이어 50레벨 달성	ผู้เล่นถึงเลเวล 50	玩家等级达到50级	玩家等級達到50級	Reach player level 50.	調査官レベルがLv.50に達する	플레이어 50레벨 달성	ผู้เล่นถึงเลเวล 50
2010111	2	104:task_overview_img_daily	20101	401	0	55	20101	2010112	10	4110001;3000003	20;105000	0	1	玩家等级达到55级	玩家等級達到55級	Reach player level 55.	調査官レベルがLv.55に達する	플레이어 55레벨 달성	ผู้เล่นถึงเลเวล 55	玩家等级达到55级	玩家等級達到55級	Reach player level 55.	調査官レベルがLv.55に達する	플레이어 55레벨 달성	ผู้เล่นถึงเลเวล 55
2010112	2	104:task_overview_img_daily	20101	401	0	60	20101	2010113	10	4110001;3000003	20;120000	0	1	玩家等级达到60级	玩家等級達到60級	Reach player level 60.	調査官レベルがLv.60に達する	플레이어 60레벨 달성	ผู้เล่นถึงเลเวล 60	玩家等级达到60级	玩家等級達到60級	Reach player level 60.	調査官レベルがLv.60に達する	플레이어 60레벨 달성	ผู้เล่นถึงเลเวล 60
2010113	2	104:task_overview_img_daily	20101	401	0	65	20101	2010114	10	4110001;3000003	20;112500	0	1	玩家等级达到65级	玩家等級達到65級	Reach player level 65.	調査官レベルがLv.65に達する	플레이어 65레벨 달성	ผู้เล่นถึงเลเวล 65	玩家等级达到65级	玩家等級達到65級	Reach player level 65.	調査官レベルがLv.65に達する	플레이어 65레벨 달성	ผู้เล่นถึงเลเวล 65
2010114	2	104:task_overview_img_daily	20101	401	0	70	20101	2010115	10	4110001;3000003	20;150000	0	1	玩家等级达到70级	玩家等級達到70級	Reach player level 70.	調査官レベルがLv.70に達する	플레이어 70레벨 달성	ผู้เล่นถึงเลเวล 70	玩家等级达到70级	玩家等級達到70級	Reach player level 70.	調査官レベルがLv.70に達する	플레이어 70레벨 달성	ผู้เล่นถึงเลเวล 70
2010115	2	104:task_overview_img_daily	20101	401	0	75	20101	2010116	10	4110001;3000003	20;187500	0	1	玩家等级达到75级	玩家等級達到75級	Reach player level 75.	調査官レベルがLv.75に達する	플레이어 75레벨 달성	ผู้เล่นถึงเลเวล 75	玩家等级达到75级	玩家等級達到75級	Reach player level 75.	調査官レベルがLv.75に達する	플레이어 75레벨 달성	ผู้เล่นถึงเลเวล 75
2010116	2	104:task_overview_img_daily	20101	401	0	80	20101	2010117	10	4110001;3000003	20;225000	0	1	玩家等级达到80级	玩家等級達到80級	Reach player level 80.	調査官レベルがLv.80に達する	플레이어 80레벨 달성	ผู้เล่นถึงเลเวล 80	玩家等级达到80级	玩家等級達到80級	Reach player level 80.	調査官レベルがLv.80に達する	플레이어 80레벨 달성	ผู้เล่นถึงเลเวล 80
2010117	2	104:task_overview_img_daily	20101	401	0	85	20101	2010118	10	4110001;3000003	20;262500	0	1	玩家等级达到85级	玩家等級達到85級	Reach player level 85.	調査官レベルがLv.85に達する	플레이어 85레벨 달성	ผู้เล่นถึงเลเวล 85	玩家等级达到85级	玩家等級達到85級	Reach player level 85.	調査官レベルがLv.85に達する	플레이어 85레벨 달성	ผู้เล่นถึงเลเวล 85
2010118	2	104:task_overview_img_daily	20101	401	0	90	20101	2010119	10	4110001;3000003	20;300000	0	1	玩家等级达到90级	玩家等級達到90級	Reach player level 90.	調査官レベルがLv.90に達する	플레이어 90레벨 달성	ผู้เล่นถึงเลเวล 90	玩家等级达到90级	玩家等級達到90級	Reach player level 90.	調査官レベルがLv.90に達する	플레이어 90레벨 달성	ผู้เล่นถึงเลเวล 90
2010119	2	104:task_overview_img_daily	20101	401	0	95	20101	2010120	10	4110001;3000003	20;337500	0	1	玩家等级达到95级	玩家等級達到95級	Reach player level 95.	調査官レベルがLv.95に達する	플레이어 95레벨 달성	ผู้เล่นถึงเลเวล 95	玩家等级达到95级	玩家等級達到95級	Reach player level 95.	調査官レベルがLv.95に達する	플레이어 95레벨 달성	ผู้เล่นถึงเลเวล 95
2010120	2	104:task_overview_img_daily	20101	401	0	100	20101	0	10	4110001;3000003	20;375000	0	1	玩家等级达到100级	玩家等級達到100級	Reach player level 100.	調査官レベルがLv.100に達する	플레이어 100레벨 달성	ผู้เล่นถึงเลเวล 100	玩家等级达到100级	玩家等級達到100級	Reach player level 100.	調査官レベルがLv.100に達する	플레이어 100레벨 달성	ผู้เล่นถึงเลเวล 100
2020101	2	104:task_overview_img_daily	20201	1205	5	1	20201	2020102	10	3000002;3000003	10;10000	0	1	将1个战斗员的品质升至UR	將1個戰鬥員的品質升至UR	Raise 1 Combatant's rarity to UR.	1人の戦闘員のレアリティをURに上げる	전투원 1명의 등급 UR로 상승	อัป​ตัวละคร​ 1​ คน​ ถึง​ระดับ​ UR​	将1个战斗员的品质升至UR	將1個戰鬥員的品質升至UR	Raise 1 Combatant's rarity to UR.	1人の戦闘員のレアリティをURに上げる	전투원 1명의 등급 UR로 상승	อัป​ตัวละคร​ 1​ คน​ ถึง​ระดับ​ UR​
2020102	2	104:task_overview_img_daily	20201	1205	5	2	20201	2020103	10	3000002;3000003	10;10000	0	1	将2个战斗员的品质升至UR	將2個戰鬥員的品質升至UR	Raise 2 Combatants' rarity to UR.	2人の戦闘員のレアリティをURに上げる	전투원 2명의 등급 UR로 상승	อัป​ตัวละคร​ 2​ คน​ ถึง​ระดับ​ UR​	将2个战斗员的品质升至UR	將2個戰鬥員的品質升至UR	Raise 2 Combatants' rarity to UR.	2人の戦闘員のレアリティをURに上げる	전투원 2명의 등급 UR로 상승	อัป​ตัวละคร​ 2​ คน​ ถึง​ระดับ​ UR​
2020103	2	104:task_overview_img_daily	20201	1205	5	3	20201	2020104	10	3000002;3000003	10;10000	0	1	将3个战斗员的品质升至UR	將3個戰鬥員的品質升至UR	Raise 3 Combatants' rarity to UR.	3人の戦闘員のレアリティをURに上げる	전투원 3명의 등급 UR로 상승	อัป​ตัวละคร​ 3​ คน​ ถึง​ระดับ​ UR​	将3个战斗员的品质升至UR	將3個戰鬥員的品質升至UR	Raise 3 Combatants' rarity to UR.	3人の戦闘員のレアリティをURに上げる	전투원 3명의 등급 UR로 상승	อัป​ตัวละคร​ 3​ คน​ ถึง​ระดับ​ UR​
2020104	2	104:task_overview_img_daily	20201	1205	5	5	20201	2020105	10	3000002;3000003	15;10000	0	1	将5个战斗员的品质升至UR	將5個戰鬥員的品質升至UR	Raise 5 Combatants' rarity to UR.	5人の戦闘員のレアリティをURに上げる	전투원 5명의 등급 UR로 상승	อัป​ตัวละคร​ 5​ คน​ ถึง​ระดับ​ UR​	将5个战斗员的品质升至UR	將5個戰鬥員的品質升至UR	Raise 5 Combatants' rarity to UR.	5人の戦闘員のレアリティをURに上げる	전투원 5명의 등급 UR로 상승	อัป​ตัวละคร​ 5​ คน​ ถึง​ระดับ​ UR​
2020105	2	104:task_overview_img_daily	20201	1205	5	7	20201	2020106	10	3000002;3000003	15;10000	0	1	将7个战斗员的品质升至UR	將7個戰鬥員的品質升至UR	Raise 7 Combatants' rarity to UR.	7人の戦闘員のレアリティをURに上げる	전투원 7명의 등급 UR로 상승	อัป​ตัวละคร​ 7​ คน​ ถึง​ระดับ​ UR​	将7个战斗员的品质升至UR	將7個戰鬥員的品質升至UR	Raise 7 Combatants' rarity to UR.	7人の戦闘員のレアリティをURに上げる	전투원 7명의 등급 UR로 상승	อัป​ตัวละคร​ 7​ คน​ ถึง​ระดับ​ UR​
2020106	2	104:task_overview_img_daily	20201	1205	5	10	20201	2020107	10	3000002;3000003	20;10000	0	1	将10个战斗员的品质升至UR	將10個戰鬥員的品質升至UR	Raise 10 Combatants' rarity to UR.	10人の戦闘員のレアリティをURに上げる	전투원 10명의 등급 UR로 상승	อัป​ตัวละคร​ 10​ คน​ ถึง​ระดับ​ UR​	将10个战斗员的品质升至UR	將10個戰鬥員的品質升至UR	Raise 10 Combatants' rarity to UR.	10人の戦闘員のレアリティをURに上げる	전투원 10명의 등급 UR로 상승	อัป​ตัวละคร​ 10​ คน​ ถึง​ระดับ​ UR​
