id	type	showType	kind	quality	duration	stack	openType	openParameter	photoId	photoId2	photoId3	prefab	effectType	effectId	effectNum	dynamicAvatar	sort	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
6270000	62	624	4	5	0				180:player_trim_6260001_s		180:player_trim_6260001_s		1	3000003	10		1	1	调查官桌面	調查官桌面	Inspector's Desk	調査官のデスク	조사관 테이블	หน้าจอของผู้ตรวจการ	默认获得	默認獲得	Obtained by default	初期アイテム	기본 획득	ได้รับโดยอัตโนมัติ	刚入职的桌面，还没有好好整理过。	剛入職的桌面，還沒有好好整理過。	The desk from your first day, still unorganized.	まだきちんと整理されていない職場の新人のデスク。	임관 시 기본 지급되는 테이블. 아직 제대로 정리하지 않았다.	หน้าจอ​ที่​เพิ่ง​ได้​เริ่ม​งาน​ ยัง​ไม่​ได้​จัดการ​ให้​เป็นระเบียบ​
6200083	62	622	2	5	0				61:player_frame_620083				1	3000003	10		50	1	鲸落无声	鯨落無聲	Whale's Demise	クジラの落下	고래의 몰락	วาฬล่มสลาย	头像框·萤流浪速活动的纪念	頭像框·螢流浪速活動的紀念	Avatar Frame: Memento for the Aqua Thrills event	アイコン枠・イベント『蛍流浪速』の参加記念	프로필 프레임·반딧불 춤 이벤트 참가 기념	กรอบ​โปรไฟล์​·​รำลึก​กิจกรรม​ "​คลื่นประกายดาว"​	仿佛是梦境，它离开后就没了声音。	仿佛是夢境，它離開後就沒了聲音。	It felt like a dream, fading away without a trace.	まるで夢のように、去ったあとは、何の音も残らなかった。	마치 꿈처럼, 그가 떠난 뒤엔 아무런 소리도 남지 않는다.	ราวกับ​ความฝัน​ เมื่อ​มัน​จากไป​ก็​ไม่​เหลือ​แม้แต่​เสียง​ใดๆ​
6200087	62	621	1	5	0				61:player_img_620087				1	3000003	10		51	1	夏日冲浪	夏日衝浪	Ride the Waves	サマーサーフィン	서머 서핑	โต้คลื่นฤดูร้อน	头像·萤流浪速活动的纪念	頭像·螢流浪速活動的紀念	Avatar: Memento for the Aqua Thrills event	アイコン・イベント『蛍流浪速』の参加記念	프로필·반딧불 춤 이벤트 참가 기념	รูป​โปรไฟล์​·​รำลึก​กิจกรรม​ "​คลื่นประกายดาว​"​	“晕……好晕啊……”	“暈……好暈啊……”	"Oof... the world is spinning..."	「頭が、くらくらする……」	「어… 어지러워...」	"มึน...มึนสุดๆเลย..."
6200194	62	621	1	5	0				61:player_img_620194				1	3000003	10		52	1	花颜悦色	花顏悅色	Blooming Smiles	花笑み日和	꽃다운 미소	บุปผาเบิกบาน	头像·运营活动获取	頭像·運營活動獲取	Avatar: Obtained from events.	アイコン・イベント報酬	프로필·운영 이벤트 획득	รูป​โปรไฟล์​·​ได้รับ​จาก​กิจกรรม​บริหาร​	不管四季如何流转，她的笑颜始终为你而常青。	不管四季如何流轉，她的笑顏始終為你而常青。	No matter how the seasons turn, her smile will remain evergreen—just for you.	巡る季節の中で、その笑顔だけがいつまでも咲き続ける。	계절이 아무리 바뀌어도, 그녀의 미소는 언제나 당신을 위해 푸르게 머무릅니다.	ไม่​ว่า​ฤดูกาล​จะ​ผัน​ผ่าน​ไป​เช่นไร​ รอยยิ้ม​ของ​เธอ​จะ​ยังคง​ผลิบาน​เพื่อ​คุณ​อยู่​เสมอ​
6200082	62	622	2	5	0				61:player_frame_620082				1	3000003	10		53	1	摸鱼时刻	摸魚時刻	Taking It Easy	サボりタイム	여유로운 한때	ช่วงเวลาอู้งาน	头像框·运营活动获取	頭像框·運營活動獲取	Avatar Frame: Obtained from events.	アイコン枠・イベント報酬	프로필 프레임·운영 이벤트 획득	กรอบ​โปรไฟล์​·​ได้รับ​จาก​กิจกรรม​บริหาร​	“喵，喵喵喵！！！”	“喵，喵喵喵！！！”	"Meow? Meow meow meow?"	「ニャー！ニャニャニャー！」	야옹, 야옹야옹야옹!!!	"​เมี้ยว​...​ เมี้ยวเมี้ยวเมี้ยว​!!!"​
6210000	62	621	1	5	0				61:player_img_6210000				1	3000003	10	127:PlayerHead6210000.prefab	17	1	迷梦蝶音	迷夢蝶音	Dream Butterfly	夢に迷い込む蝶	미몽접음	เสียงผีเสื้อในฝัน	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	「我美丽的蝴蝶啊，请永远停留在我身边，好么？」	「我美麗的蝴蝶啊，請永遠停留在我身邊，好嗎？」	"Oh, my beautiful butterfly, won't you stay by my side forever?"	「美しい蝶々よ、いつまでも私のそばにいて。」	「아름다운 나비야, 영원히 내 곁에 있어 주겠니?」	"​ผีเสื้อ​แสน​งาม​ของ​ฉัน​ โปรด​อยู่​เคียงข้าง​ฉัน​ตลอดไป​ ได้​ไหม​?"​
6210002	62	621	1	5	0				61:player_img_6210002				1	3000003	10		7	1	幸福之约	幸福之約	Date of Happiness	幸せな約束	행복의 약속	สัญญาแห่งความสุข	头像·完成主线故事第07章的纪念	頭像·完成主線故事第07章的紀念	Avatar: Memento for Completing Main Story Chapter 7	アイコン･メインストーリーチャプター7クリア記念	프로필·메인 스토리 07챕터 클리어 기념	รูป​โปรไฟล์​·​รำลึก​การ​เคลียร์​เนื้อเรื่อง​หลัก​บท​ที่​ 07​	「好开心呀！终于能和妈妈一起去游乐园啦~」	「好開心呀！終於能和媽媽一起去遊樂園啦~」	"Yeah! Finally I can go to the amusement park with Mom!"	「よかった！やっとママと遊園地に行ける～」	「정말 신난다, 드디어 엄마와 함께 놀이공원에 갈 수 있게 됐어~」	"​มีความสุข​จัง​!​ ในที่สุด​ก็ได้​ไป​สวนสนุก​กับ​คุณแม่​แล้ว​~"​
6210003	62	621	1	5	0				61:player_img_6210003				1	3000003	10		8	1	大人物	大人物	Big Shot	大物	거물	คนใหญ่คนโต	头像·完成主线故事第13章的纪念	頭像·完成主線故事第13章的紀念	Avatar: Memento for Completing Main Story Chapter 13	アイコン･メインストーリーチャプター13クリア記念	프로필·메인 스토리 13챕터 클리어 기념	รูป​โปรไฟล์​·​รำลึก​การ​เคลียร์​เนื้อเรื่อง​หลัก​บท​ที่​ 13​	「成功的秘诀吗？当然是精明的商业头脑和我独特的个人魅力。」	「成功的秘訣嗎？當然是精明的商業頭腦和我獨特的個人魅力。」	"The secret to success? It's undoubtedly a combination of sharp business acumen and my unique personal charm."	「成功の秘訣は？もちろん、ビジネスセンスとパーソナルパワーよ。」	「성공의 비결? 똑똑한 사업머리와 나만의 독특한 매력 덕이지.」	"​เคล็ดลับ​ความสำเร็จ​เหรอ​?​ ก็​ต้อง​เป็น​เพราะ​หัว​การค้า​สุด​ล้ำ​และ​เสน่ห์​เฉพาะตัว​ของ​ฉัน​อยู่แล้ว​สิ​"​
6210004	62	621	1	5	0				61:player_img_6210004				1	3000003	10	127:PlayerHead6210004.prefab	9	1	巡回演出	巡迴演出	Concert Tour	ライブツアー	순회 공연	ทัวร์การแสดง	头像·完成主线故事第17章的纪念	頭像·完成主線故事第17章的紀念	Avatar: Memento for Completing Main Story Chapter 17	アイコン･メインストーリーチャプター17クリア記念	프로필·메인 스토리 17챕터 클리어 기념	รูป​โปรไฟล์​·​รำลึก​การ​เคลียร์​เนื้อเรื่อง​หลัก​บท​ที่​ 17​	「记得要回应粉丝们的欢呼哦。」「知道了！」	「記得要回應粉絲們的歡呼哦。」「知道了！」	"Remember to acknowledge the cheers of your fans." "You don't have to remind me!"	「ファンたちの声援、ちゃんと応えてね。」「わかったわ！」	「팬들의 환호에 잊지 말고 답해 줘.」「알았어!」	"​อย่า​ลืม​ตอบรับ​เสียง​เชียร์​ของ​แฟน​ๆ​ ล่ะ​"​ "​เข้าใจ​แล้ว​!"​
6210005	62	621	1	5	0				61:player_img_6210005				1	3000003	10	127:PlayerHead6210005.prefab	10	1	黄金钓手	黃金釣手	Golden Angler	ゴールデンアングラー	골드 낚시꾼	นักตกปลามือทอง	头像·所有渔场全图鉴达到XXL评级的纪念	頭像·所有漁場全圖鑑達到XXL評級的紀念	Avatar: Memento for Achieving Gallery XXL Rating in All Fishery	アイコン・全漁場図鑑XXL達成記念	프로필 - 모든 낚시터 도감 XXL 등급 달성 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้​คะแนน​สมุดภาพ​บ่อ​ตกปลา​ทั้งหมด​ถึง​ระดับ​ XXL​	\n「想要成为和我一样的垂钓大师？首先，你需要一把黄金钓竿。」	「想要成為和我一樣的垂釣大師？首先，你需要一把黃金釣竿。」	"Want to become a fishing master like me? You'll need a gold fishing rod first!"	「釣り名人になりたいか？まず、このゴールデンロッドが必要だ。」	「나 같은 낚시의 대가가 되고 싶다고? 우선, 황금 낚시대를 준비하게.」	"​อยาก​จะ​เป็น​สุดยอด​นัก​ตกปลา​เหมือนกับ​ฉัน​?​ ก่อนอื่น​เลย​ คุณ​ต้อง​มี​เบ็ด​ตกปลา​ทองคำ​สัก​อัน​"​
6210006	62	621	1	5	0				61:player_img_6210006				1	3000003	10	127:PlayerHead6210006.prefab	11	1	对手的肯定	對手的肯定	Rival's Recognition	認められたライバル	인정	การยอมรับจากคู่ต่อสู้	头像·世界首领排行榜达到第1名的纪念	頭像·世界首領排行榜達到第1名的紀念	Avatar: Memento for Reaching No. 1 in World Boss Leaderboard	アイコン･ワールドBOSSランキング1位記念	프로필 - 월드 보스 랭킹 1위 달성 기념	รูป​โปรไฟล์​·​รำลึก​การ​ติดอันดับ​ 1​ บน​บอร์ด​อันดับ​เวิลด์​บอส​	你的实力已经获得了对手的认可。	你的實力已經獲得了對手的認可。	You've gained recognition from your rival.	あなたの強さは、対戦相手にも認められている。	당신의 실력을 상대방에게 인정받았습니다.	ความสามารถ​ของ​คุณ​ได้รับ​การ​ยอมรับ​จาก​คู่ต่อสู้​แล้ว​
