id	type	showType	quality	stack	sellitem	sellMoney	photoId	effectType	effectId	effectNum	effectShowId	effectShowNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5010004	50	501	4	-1	0	0	6:goods_icon_5110004	202	10004	1			1	4星外卖宝箱	4星外賣寶箱	4★ Delivery Chest	★4出前パック	4★ 배달 보물 상자	หีบสมบัติส่งอาหาร ​4★​	打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	打開可隨機獲得新海幣、小費、緒晶其中一種，星級越高的寶箱，獲得數量越多	Randomly contains Catto Coins, Tips, or Pathites. The higher the treasure chest's star, the more items you can get.	Pending打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	오픈 시 뉴오션 코인, 팁, 이모션 크리스털 중 하나를 무작위로 획득하며 보물 상자의 별 등급이 높을수록 획득량이 더 많음	เมื่อ​เปิด​ จะ​สุ่ม​ได้รับ​เหรียญ​แค​ทโตะ​ ทิป​ หรือ​พา​ไธต์​อย่า​ใด​อย่างหนึ่ง​ โดย​ยิ่ง​กล่อง​สมบัติ​มีระดับ​ดาว​สูง​ขึ้น​ ก็​จะ​ยิ่ง​ได้รับ​ใน​ปริมาณ​ที่​มากขึ้น​	打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	打開可隨機獲得新海幣、小費、緒晶其中一種，星級越高的寶箱，獲得數量越多	Randomly contains Catto Coins, Tips, or Pathites. The higher the treasure chest's star, the more items you can get.	Pending打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	오픈 시 뉴오션 코인, 팁, 이모션 크리스털 중 하나를 무작위로 획득하며 보물 상자의 별 등급이 높을수록 획득량이 더 많음	เมื่อ​เปิด​ จะ​สุ่ม​ได้รับ​เหรียญ​แค​ทโตะ​ ทิป​ หรือ​พา​ไธต์​อย่า​ใด​อย่างหนึ่ง​ โดย​ยิ่ง​กล่อง​สมบัติ​มีระดับ​ดาว​สูง​ขึ้น​ ก็​จะ​ยิ่ง​ได้รับ​ใน​ปริมาณ​ที่​มากขึ้น​
5010005	50	501	5	-1	0	0	6:goods_icon_5110005	202	10005	1			1	5星外卖宝箱	5星外賣寶箱	5★ Delivery Chest	★5出前パック	5★ 배달 보물 상자	หีบสมบัติส่งอาหาร ​5★​	打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	打開可隨機獲得新海幣、小費、緒晶其中一種，星級越高的寶箱，獲得數量越多	Randomly contains Catto Coins, Tips, or Pathites. The higher the treasure chest's star, the more items you can get.	Pending打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	오픈 시 뉴오션 코인, 팁, 이모션 크리스털 중 하나를 무작위로 획득하며 보물 상자의 별 등급이 높을수록 획득량이 더 많음	เมื่อ​เปิด​ จะ​สุ่ม​ได้รับ​เหรียญ​แค​ทโตะ​ ทิป​ หรือ​พา​ไธต์​อย่า​ใด​อย่างหนึ่ง​ โดย​ยิ่ง​กล่อง​สมบัติ​มีระดับ​ดาว​สูง​ขึ้น​ ก็​จะ​ยิ่ง​ได้รับ​ใน​ปริมาณ​ที่​มากขึ้น​	打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	打開可隨機獲得新海幣、小費、緒晶其中一種，星級越高的寶箱，獲得數量越多	Randomly contains Catto Coins, Tips, or Pathites. The higher the treasure chest's star, the more items you can get.	Pending打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	오픈 시 뉴오션 코인, 팁, 이모션 크리스털 중 하나를 무작위로 획득하며 보물 상자의 별 등급이 높을수록 획득량이 더 많음	เมื่อ​เปิด​ จะ​สุ่ม​ได้รับ​เหรียญ​แค​ทโตะ​ ทิป​ หรือ​พา​ไธต์​อย่า​ใด​อย่างหนึ่ง​ โดย​ยิ่ง​กล่อง​สมบัติ​มีระดับ​ดาว​สูง​ขึ้น​ ก็​จะ​ยิ่ง​ได้รับ​ใน​ปริมาณ​ที่​มากขึ้น​
5010006	50	501	6	-1	0	0	6:goods_icon_5110006	202	10006	1			1	6星外卖宝箱	6星外賣寶箱	6★ Delivery Chest	★6出前パック	6★ 배달 보물 상자	หีบสมบัติส่งอาหาร ​6★​	打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	打開可隨機獲得新海幣、小費、緒晶其中一種，星級越高的寶箱，獲得數量越多	Randomly contains Catto Coins, Tips, or Pathites. The higher the treasure chest's star, the more items you can get.	Pending打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	오픈 시 뉴오션 코인, 팁, 이모션 크리스털 중 하나를 무작위로 획득하며 보물 상자의 별 등급이 높을수록 획득량이 더 많음	เมื่อ​เปิด​ จะ​สุ่ม​ได้รับ​เหรียญ​แค​ทโตะ​ ทิป​ หรือ​พา​ไธต์​อย่า​ใด​อย่างหนึ่ง​ โดย​ยิ่ง​กล่อง​สมบัติ​มีระดับ​ดาว​สูง​ขึ้น​ ก็​จะ​ยิ่ง​ได้รับ​ใน​ปริมาณ​ที่​มากขึ้น​	打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	打開可隨機獲得新海幣、小費、緒晶其中一種，星級越高的寶箱，獲得數量越多	Randomly contains Catto Coins, Tips, or Pathites. The higher the treasure chest's star, the more items you can get.	Pending打开可随机获得新海币、小费、绪晶其中一种，星级越高的宝箱，获得数量越多	오픈 시 뉴오션 코인, 팁, 이모션 크리스털 중 하나를 무작위로 획득하며 보물 상자의 별 등급이 높을수록 획득량이 더 많음	เมื่อ​เปิด​ จะ​สุ่ม​ได้รับ​เหรียญ​แค​ทโตะ​ ทิป​ หรือ​พา​ไธต์​อย่า​ใด​อย่างหนึ่ง​ โดย​ยิ่ง​กล่อง​สมบัติ​มีระดับ​ดาว​สูง​ขึ้น​ ก็​จะ​ยิ่ง​ได้รับ​ใน​ปริมาณ​ที่​มากขึ้น​
5020211	50	501	3	-1	0	0	6:goods_icon_503010	201	4101001;3000003;4102201	30;3200;1			1	绿色养成返还箱	綠色養成返還箱	N Progression Chest	育成資源返却セット･緑	그린 육성 반환 상자	กล่อง​ชดเชย​การพัฒนา​สี​เขียว​	返还1~20级消耗的部分素材。	返還1~20級消耗的部分素材。	Refunds a portion of the materials for Level 1-20 upgrades.	Pending返还1~20级消耗的部分素材。	1~20레벨까지 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​เล​เวล​ 1-20​	内含初级武装经验×30、新海币×3200、升阶模块G·Ⅰ×1。	內含初級武裝經驗×30、新海幣×3200、升階模組G·Ⅰ×1。	Contains 30 Basic EXP Orbs, 3200 Catto Coins, and 1 Tier-up Module G I.	Pending内含初级武装经验×30、新海币×3200、升阶模块G·Ⅰ×1。	초급 전투원 EXP × 30, 뉴오션 코인 × 3200, 레벨업 큐브 G·I × 1 만큼 들어있다.	ประกอบด้วย​ EXP​ ตัวละคร​ระดับ​ต้น​ ×30​ เหรียญ​แค​ทโตะ​ ×3,200​ โมดูล​เลื่อนขั้น​ G·Ⅰ×1​
5020212	50	501	4	-1	0	0	6:goods_icon_503020	201	4101002;3000003;4102201;4102202;4102203;4102011;4102021	55;28000;2;2;1;3;5			1	绿色养成返还箱	綠色養成返還箱	N Progression Chest	育成資源返却セット･緑	그린 육성 반환 상자	กล่อง​ชดเชย​การพัฒนา​สี​เขียว​	返还20~40级消耗的部分素材。	返還20~40級消耗的部分素材。	Refunds a portion of the materials for Level 20-40 upgrades.	Pending返还20~40级消耗的部分素材。	20~40레벨까지 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​เล​เวล​ 20-40​	内含中级武装经验×55、新海币×28000、升阶模块G·Ⅰ×2、升阶模块G·Ⅱ×2、升阶模块G·Ⅲ×1、升阶情绪粒子·初级×3、升阶情绪粒子·中级×5。	內含中級武裝經驗×55、新海幣×28000、升階模組G·Ⅰ×2、升階模組G·Ⅱ×2、升階模組G·Ⅲ×1、升階情緒粒子·初級×3、升階情緒粒子·中級×5。	Contains 55 Intermediate EXP Orbs, 28000 Catto Coins, 2 Tier-up Module G I, 2 Tier-up Module G II, 1 Tier-up Module G III, 3 Basic Tier-up Particles, and 5 Intermediate Tier-up Particles.	Pending内含中级武装经验×55、新海币×28000、升阶模块G·Ⅰ×2、升阶模块G·Ⅱ×2、升阶模块G·Ⅲ×1、升阶情绪粒子·初级×3、升阶情绪粒子·中级×5。	중급 전투원 EXP × 55, 뉴오션 코인 × 28000, 레벨업 큐브 G·Ⅰ × 2, 레벨업 큐브 G·Ⅱ × 2, 레벨업 큐브 G·ⅡI × 1, 등급 상승 이모션 파티클·초급 × 3, 등급 상승 이모션 파티클·중급 × 5 가 포함되어 있다.	ประกอบด้วย​ EXP​ ตัวละคร​ระดับ​กลาง​ ×55,​ เหรียญ​แค​ทโตะ​ ×28,000,​ โมดูล​เลื่อนขั้น​ G·Ⅰ​ ×2,​ โมดูล​เลื่อนขั้น​ G·Ⅱ​ ×2,​ โมดูล​เลื่อนขั้น​ G·Ⅲ​ ×1,​ อนุภาค​พา​โธส​เลื่อนขั้น​·​ระดับ​ต้น​ ×3,​ อนุภาค​พา​โธส​เลื่อนขั้น​·​ระดับ​กลาง​ ×5​
5020213	50	501	5	-1	0	0	6:goods_icon_503030	201	4101003;3000003;4102203;4102204;4102205;4102031;4102901	25;62000;3;4;3;18;4			1	绿色养成返还箱	綠色養成返還箱	N Progression Chest	育成資源返却セット･緑	그린 육성 반환 상자	กล่อง​ชดเชย​การพัฒนา​สี​เขียว​	返还40~60级消耗的部分素材。	返還40~60級消耗的部分素材。	Refunds a portion of the materials for Level 40-60 upgrades.	Pending返还40~60级消耗的部分素材。	40~60레벨까지 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​เล​เวล​ 40-60​	内含高级武装经验×25、新海币×62000、升阶模块G·Ⅲ×3、升阶模块G·Ⅳ×4、升阶模块G·Ⅴ×3、升阶情绪粒子·高级×18、魔方碎片×4。	內含高級武裝經驗×25、新海幣×62000、升階模組G·Ⅲ×3、升階模組G·Ⅳ×4、升階模組G·Ⅴ×3、升階情緒粒子·高級×18、魔方碎片×4。	Contains 25 Advanced EXP Orbs, 62000 Catto Coins, 3 Tier-up Module G III, 4 Tier-up Module G IV, 3 Tier-up Module G V, 18 Advanced Tier-up Particles, and 4 Cube Shards.	戦闘員EXP･高級×25、新海コイン×62000、	고급 전투원 EXP × 25, 뉴오션 코인 × 62000, 레벨업 큐브 G·IIⅠ × 3, 레벨업 큐브 G·IV × 4, 레벨업 큐브 G·V × 3, 등급 상승 이모션 파티클·고급 × 18, 큐브 조각 × 4 가 포함되어 있다.	ประกอบด้วย​ EXP​ ตัวละคร​ระดับสูง​ ×25,​ เหรียญ​แค​ทโตะ​ ×62,000,​ โมดูล​เลื่อนขั้น​ G·Ⅲ​ ×3,​ โมดูล​เลื่อนขั้น​ G·Ⅳ​ ×4,​ โมดูล​เลื่อนขั้น​ G·Ⅴ​ ×3,​ อนุภาค​พา​โธส​เลื่อนขั้น​·​ระดับสูง​ ×18,​ ชิ้นส่วน​ลูกบาศก์​ ×4​
5020214	50	501	4	-1	0	0	6:goods_icon_503020	201	4104011;3000003	15;25000			1	被动技能养成返还箱	被動技能養成返還箱	Passive Skill Upgrade Chest	パッシブスキル資源返却セット	패시브 스킬 육성 반환 상자	กล่อง​ชดเชย​พัฒนา​สกิล​พาส​ซี​ฟ​	返还被动技能1~3级消耗的部分素材。	返還被動技能1~3級消耗的部分素材。	Refunds a portion of the materials for passive skill Level 1-3 upgrades.	Pending返还被动技能1~3级消耗的部分素材。	패시브 스킬을 1~3레벨까지 올릴 때 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​สกิล​พาส​ซี​ฟเล​เวล​ 1-3​	内含活力涂鸦罐×15、新海币×25000。	內含活力塗鴉罐×15、新海幣×25000。	Contains 15 Vibrant Graffiti Cans and 25000 Catto Coins.	Pending内含活力涂鸦罐×15、新海币×25000。	활력의 그래피티 캔 × 15, 뉴오션 코인 × 25000가 포함되어 있다.	ประกอบด้วย​กระป๋อง​กราฟ​ฟิตี้​สุขสันต์​ ×15​ เหรียญ​แค​ทโตะ​ ×25,000​
5020215	50	501	5	-1	0	0	6:goods_icon_503030	201	4104011;3000003	90;430000			1	被动技能养成返还箱	被動技能養成返還箱	Passive Skill Upgrade Chest	パッシブスキル資源返却セット	패시브 스킬 육성 반환 상자	กล่อง​ชดเชย​พัฒนา​สกิล​พาส​ซี​ฟ​	返还被动技能3~7级消耗的部分素材。	返還被動技能3~7級消耗的部分素材。	Refunds a portion of the materials for passive skill Level 3-7 upgrades.	Pending返还被动技能3~7级消耗的部分素材。	패시브 스킬을 3~7레벨까지 올릴 때 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​สกิล​พาส​ซี​ฟเล​เวล​ 3-7​	内含活力涂鸦罐×90、新海币×430000。	內含活力塗鴉罐×90、新海幣×430000。	Contains 90 Vibrant Graffiti Cans and 430000 Catto Coins.	Pending内含活力涂鸦罐×90、新海币×430000。	활력의 그래피티 캔 × 90, 뉴오션 코인 × 430000가 포함되어 있다.	ประกอบด้วย​กระป๋อง​กราฟ​ฟิตี้​สุขสันต์​ ×90​ เหรียญ​แค​ทโตะ​ ×430,000​
5020216	50	501	4	-1	0	0	6:goods_icon_503020	201	4104011;3000003	15;70000			1	SP技能养成返还箱	SP技能養成返還箱	Ultimate Upgrade Chest	SP技資源返却セット	SP스킬 육성 반환 상자	กล่อง​ชดเชย​การพัฒนา​สกิล​ SP​	返还SP技能1~5级消耗的部分素材。	返還SP技能1~5級消耗的部分素材。	Refunds a portion of the materials for ultimate skill Level 1-5 upgrades.	Pending返还SP技能1~5级消耗的部分素材。	SP 스킬을 1~5레벨까지 올릴 때 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​สกิล​ SP​ เล​เวล​ 1-5​	内含活力涂鸦罐×15、新海币×70000。	內含活力塗鴉罐×15、新海幣×70000。	Contains 15 Vibrant Graffiti Cans and 70000 Catto Coins.	Pending内含活力涂鸦罐×15、新海币×70000。	활력의 그래피티 캔 × 15, 뉴오션 코인 × 70000가 포함되어 있다.	ประกอบด้วย​กระป๋อง​กราฟ​ฟิตี้​สุขสันต์​ ×15​ เหรียญ​แค​ทโตะ​ ×70,000​
5020217	50	501	5	-1	0	0	6:goods_icon_503030	201	4104011;3000003	70;450000			1	SP技能养成返还箱	SP技能養成返還箱	Ultimate Upgrade Chest	SP技資源返却セット	SP스킬 육성 반환 상자	กล่อง​ชดเชย​การพัฒนา​สกิล​ SP​	返还SP技能5~10级消耗的部分素材。	返還SP技能5~10級消耗的部分素材。	Refunds a portion of the materials for ultimate skill Level 5-10 upgrades.	Pending返还SP技能5~10级消耗的部分素材。	SP 스킬을 5~10레벨까지 올릴 때 소모된 재료가 들어있다.	ชดเชย​วัตถุดิบ​บางส่วน​ที่​ใช้​พัฒนา​สกิล​ SP​ เล​เวล​ 5-10​	内含活力涂鸦罐×70、新海币×450000。	內含活力塗鴉罐×70、新海幣×450000。	Contains 70 Vibrant Graffiti Cans and 450000 Catto Coins.	Pending内含活力涂鸦罐×70、新海币×450000。	활력의 그래피티 캔 × 70, 뉴오션 코인 × 450000가 포함되어 있다.	ประกอบด้วย​กระป๋อง​กราฟ​ฟิตี้​สุขสันต์​ ×70​ เหรียญ​แค​ทโตะ​ ×450,000​
