id	moduleId	mark	systemFunction	trigger	condition	completeCondition	preGuideBehavior	eventInfo	eventBehavior	actionInfo	actionBehavior	actionHLParams	postGuideBehavior	moduleQuitFlag	sync	requestPath	isWaitAnimateComplete	dialogPos	dialogLineDirection	dialogType	voice	goods	goodsNum	skip	renderCameraType	particle	status	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
1026_5	1026	5	0	1#3251				1#OverseaStoreEntryDialog/Root/Container/UIContainer/OverseaStoreEquipDrawEntryDialog/Root/Container/RightPanel/BtnOneNode:1:1	2	2#OverseaStoreEntryDialog/Root/Container/UIContainer/OverseaStoreEquipDrawEntryDialog/Root/Container/RightPanel:-608.8:119:360:92:1:0:1:0:1:1#0	3	0:0:0		1			0	-51.2;387.75||0;0	0	2				1	1	1	1	本次<color=#f44eef>【【装备抽取】</color>是免费的，来试试运气吧。	本次<color=#f44eef>【【裝備抽取】</color>是免費的，來試試運氣吧。	It's free to <color=#f44eef>[summon equipment]</color> this time, so why not try out your luck?	今回の<color=#f44eef>装備ガチャ</color>は特別に無料で引いて良いだそうです。運試しに引いてみましょう。	이번 <color=#f44eef>[장비 뽑기]</color>는 무료로 진행하실 수 있습니다. 운을 시험해 보세요.	การ <color=#f44eef>[สุ่มอุปกรณ์]</color> ครั้งนี้ฟรีนะคะ\nมาลองสุ่มอุปกรณ์กันเถอะค่ะ
1027_1	1027	1	3012	1#2320	-1000#3012	-1000#3012	8#117						4	0			0		0	0				0	0	0	1						
1027_2	1027	2	0	1#2320						1#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward/TaskReceive:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>【装修餐厅】</color>功能已经开放，快去<color=#f44eef>【餐厅】</color>看看吧。	<color=#f44eef>【裝修餐廳】</color>功能已經開放，快去<color=#f44eef>【餐廳】</color>看看吧。	The <color=#f44eef>[Cafe Decoration]</color> feature is available now. Let's head to the <color=#f44eef>[Cafe]</color> and check it out!	<color=#f44eef>「インテリア」</color>が開放されました。<color=#f44eef>「レストラン」</color>に行って確認してみましょう。	<color=#f44eef>[카페테리아 인테리어]</color>기능이 오픈되었습니다.<color=#f44eef>[카페테리아]</color>를 확인해봅시다.	ฟังก์ชัน <color=#f44eef>[ตกแต่งคาเฟ่]</color> เปิดแล้วค่ะ\nรีบไปดูที่ <color=#f44eef>[คาเฟ่]</color> กันเถอะค่ะ
1027_3	1027	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1027_4	1027	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1027_5	1027	5	0	1#3086			25#OverseaManageMainSecondDialog/Root#0	1#OverseaManageMainSecondDialog/Root/Container/DownPanel/DownRightGroup/BtnLayout/BtnRenova:1:1	2	2#OverseaManageMainSecondDialog/Root/Container/DownPanel/DownRightGroup/BtnLayout/BtnRenova:1.15:-28.12:167.95:182.24:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0			0	300;300||0;0	0	2				1	1	1	1	点击下方的<color=#f44eef>【装修餐厅】</color>按钮进入。	點擊下方的<color=#f44eef>【裝修餐廳】</color>按鈕進入。	Tap the <color=#f44eef>[Decorate]</color> button below to access the feature!	下の<color=#f44eef>「インテリア」</color>をタップして入ります。	<color=#f44eef>[인테리어]</color> 아이콘을 탭하여 입장하세요.	โปรดคลิกปุ่ม <color=#f44eef>[ตกแต่งคาเฟ่]</color> ด้านล่างค่ะ
1027_6	1027	6	0	1#3350				1#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/Bottom/TopTagsGroup/PartTags/OverseaRenovaTagNode1(Clone)/BtnNotSelect:1:1	2	1#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/Bottom/TopTagsGroup/PartTags/OverseaRenovaTagNode1(Clone)/BtnNotSelect:1:1#0	3	0:0:0		0			0	300;300||0;0	0	2				1	1	1	1	点击这里可以切换<color=#f44eef>【家具】</color>、<color=#f44eef>【装饰】</color>或<color=#f44eef>【套装】</color>等分类 	點擊這裡可以切換<color=#f44eef>【傢俱】</color>、<color=#f44eef>【裝飾】</color>或<color=#f44eef>【套裝】</color>等分類	Tap here to switch between <color=#f44eef>[Furniture]</color>, <color=#f44eef>[Decor]</color>, <color=#f44eef>[Sets]</color>, or other categories.	ここをタップすると、<color=#f44eef>「家具」</color>、<color=#f44eef>「装飾」</color>、<color=#f44eef>「セット」</color>などのタイプを切り替えます。	<color=#f44eef>[가구]</color>, <color=#f44eef>[장식]</color>, <color=#f44eef>[세트]</color>등 카테고리를 전환하려면 여기를 탭하세요.	คลิกที่นี่ เพื่อสลับไปยัง <color=#f44eef>[เฟอร์นิเจอร์]</color>\n<color=#f44eef>[ตกแต่ง]</color> หรือ <color=#f44eef>[เซ็ต]</color> ค่ะ
1027_7	1027	7	0	1#3350						2#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/BtnView:-1007.21:-80.59:1820.01:454.43:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0	5#0	0			0	-70.57703;-389.4||0;0	0	2				1	1	1	1	这是现在餐厅中使用的<color=#f44eef>【墙纸】</color>	這是現在餐廳中使用的<color=#f44eef>【牆紙】</color>	This is the <color=#f44eef>[wallpaper]</color> currently used in the Cafe.	こちらは現在使用中の<color=#f44eef>「壁紙」</color>です。	현재 카페테리아에서 사용하고 있는 <color=#f44eef>[벽지]</color>입니다	นี่เป็น <color=#f44eef>[วอลเปเปอร์]</color> ที่ใช้ปัจจุบันค่ะ
1027_8	1027	8	0	1#3350			30#5800309	3#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/PartScrollView:2:BtnNode:1:1:1:0	2	3#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/PartScrollView:2:BtnNode:0:1:1:0#0	3	0:0:0		0			0	300;300||0;0	0	2				1	1	1	1	点击这里使用刚获得的新墙纸<color=#f44eef>【装修餐厅】</color>。	點擊這裡使用剛獲得的新牆紙<color=#f44eef>【裝修餐廳】</color>。	Tap here to use the newly acquired wallpaper to <color=#f44eef>[decorate the Cafe]</color>.	こちらをタップして、新しく入手した壁紙を使い、<color=#f44eef>「インテリア」</color>を変更しましょう。	방금 받은 새 벽지를 이용하여 <color=#f44eef>[카페테리아를 꾸미세요]</color>.	โปรดคลิกที่ <color=#f44eef>[ตกแต่งคาเฟ่]</color> เพื่อนำ\nวอลเปเปอร์ใหม่มาใช้งานค่ะ
1027_9	1027	9	0	1#3350						2#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/BtnView:-1007.21:-80.59:1820.01:454.43:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0	5#0	0			0	-202.134;-331.63||0;0	0	2				1	1	1	1	效果不错吧！	效果不錯吧！	Looks great, doesn't it?	いい調子ですね。	정말 예쁘죠!	คาเฟ่ดูดีมากเลยค่ะ คุณผู้ตรวจการ
1027_10	1027	10	0	1#3350				1#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/BtnSave:1:1	2	1#OverseaRenovaMainDialog/Root/Container/StatusDisplayUI/SafePanel/BtnSave:1:1#0	3	0:0:0		1			0	-144.0001;-196||0;0	0	2				0	1	1	1	点击这里<color=#f44eef>保存并使用</color>本次装修方案。	點擊這裡<color=#f44eef>保存並使用</color>本次裝修方案。	Tap here to <color=#f44eef>save and apply</color> this decoration design.	こちらをタップして、今回のインテリア配置を<color=#f44eef>セーブ・適用</color>します。	이 곳을 탭하고 <color=#f44eef>저장한 후 사용</color>하세요	คลิกที่นี่ เพื่อ<color=#f44eef>บันทึกและใช้งาน</color>การตกแต่งค่ะ
1028_1	1028	1	3011	1#2320	-1000#3011	-1000#3011	8#117						4	0			0		0	0				0	0	0	1						
1028_2	1028	2	0	1#2320						1#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward/TaskReceive:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>【猫球】</color>功能已经开放，请随我来。	<color=#f44eef>【貓球】</color>功能已經開放，請隨我來。	The <color=#f44eef>[Cato]</color> feature is now available. Allow me to show you.	<color=#f44eef>「ガト」</color>が開放されました。	<color=#f44eef>[냥냥볼]</color> 기능이 오픈되었습니다. 저를 따라오세요.	ฟังก์ชัน <color=#f44eef>[แคทบอล]</color> เปิดแล้วค่ะ
1028_3	1028	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1028_4	1028	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1#0	3	0:28:0		0			0	-148.8226;-237.4271||0;0	0	2				1	1	1	1	先进入【咖啡厅】	先進入【咖啡廳】	Please enter the [cafe].	【レストラン】に入りましょう。	[카페테리아]에 진입하고	โปรดเข้าไปที่ [คาเฟ่] ก่อนค่ะ
1028_5	1028	5	0	1#3086			5#1	1#OverseaManageMainSecondDialog/Root/Container/DownPanel/DownRightGroup/BtnLayout/BtnCatBall:1:1	2	2#OverseaManageMainSecondDialog/Root/Container/DownPanel/DownRightGroup/BtnLayout/BtnCatBall:0.47:-2.31:149.07:147.84:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0			0	217.9749;273.9229||0;0	0	2				1	1	0	1	找到【猫球】	找到【貓球】	Find the [Cato].	【ガト】をタップしてください	[냥냥볼]을 찾은 후	จากนั้นไปที่ [แคทบอล] นะคะ
1028_6	1028	6	0	1#3063				1#OverseaManageCatballDrawEntryDialog/Root/Container/RightPanel/BtnTenNode:1:1	2	1#OverseaManageCatballDrawEntryDialog/Root/Container/RightPanel/BtnTenNode:1:1#0	3	0:0:0		1	6		0	1003.5;-431.9999	0	2				1	1	1	1	<color=#f44eef>【召唤猫球】</color>需要消耗<color=#f44eef>【猫球券】</color>。	<color=#f44eef>【召喚貓球】</color>需要消耗<color=#f44eef>【貓球券】</color>。	You'll need <color=#f44eef>[Cato Tickets]</color> to <color=#f44eef>[summon a Cato]</color>.	<color=#f44eef>「ガト召喚」</color>には<color=#f44eef>「ガト券」</color>が消費されます。	<color=#f44eef>[냥냥볼 소환]</color>을 이용하면 <color=#f44eef>[냥냥볼 티켓]</color>이 소모됩니다.	ในการ <color=#f44eef>[จุ่มแคทบอล]</color> จำเป็นต้องใช้\n<color=#f44eef>[ตั๋วแคทบอล]</color> ค่ะ
1029_1	1029	1	2016	1#2320	-1000#2016	-1000#2016	8#117						4	0			0		0	0				0	0	0	1						
1029_2	1029	2	0	1#2320						1#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward/TaskReceive:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>【拟真战斗中心】</color>已经开放，随我来吧。	<color=#f44eef>【擬真戰鬥中心】</color>已經開放，隨我來吧。	The <color=#f44eef>[SimuBattle Center]</color> is now available. Let's go check it out.	<color=#f44eef>「模擬戦闘センター」</color>が開放されました。	<color=#f44eef>[시뮬레이션 전투 센터]</color>가 오픈되었습니다. 저를 따라오세요	<color=#f44eef>[ศูนย์ฝึกจำลองการรบ]</color> เปิดแล้วค่ะ\nคุณผู้ตรวจการ
1029_3	1029	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1#0	3	0:0:0		0			0		0	2				1	1	1	1						
1029_4	1029	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:28:0		0			0		0	0				1	1	1	1						
1029_5	1029	5	0	1#3130				5#DynamicNode/AreaMap_01/AreaMap_01_plane/AreaMap_2016	3:1#1	1#ActionPrimaryMapDialog/Root/NodePar/OtherPoints/ActionPrimaryMapPointNode2016/HudNode:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1029_6	1029	6	0	1#6020				1#OverseaTowerEntryDialog/Root/Container/MainTower/BtnTower:1:1	2	1#OverseaTowerEntryDialog/Root/Container/MainTower/BtnTower:1:1#0	3			0			0	-200;0||0;0	0	2				1	1	1	1	目前已开放<color=#f44eef>【训练中枢】</color>，随着层数推进，将会逐渐开放其他区域。	目前已開放<color=#f44eef>【訓練中樞】</color>，隨著層數推進，將會逐漸開放其他區域。	The <color=#f44eef>[Training Hub]</color> is now available, and other areas will gradually unlock as you progress through the floors.	<color=#f44eef>「訓練中枢」</color>が開放されました。階層が上がるにつれて、追加のエリアが開放されます。	<color=#f44eef>[훈련 허브]</color>가 오픈되었으며, 레벨이 올라갈수록 다른 지역도 점차 오픈될 예정입니다.	ตอนนี้ <color=#f44eef>[ศูนย์การฝึก]</color> เปิดแล้วค่ะ\nส่วนอื่นๆ จะทยอยเปิดตามมา ขึ้นอยู่กับ\nความคืบหน้าของจำนวนชั้นนะคะ
1029_7	1029	7	0	1#6021						1#OverseaTowerInsideDialog/Root/Container/RightPanel/Unlock/Layout:1:1#0	3	0:0:0	5	1			0	-300;0||0;0	0	2				1	1	1	1	随着<color=#f44eef>【层数】</color>的推进，<color=#f44eef>【补给收益】</color>将会同步增加，尽可能前往高层吧！	隨著<color=#f44eef>【層數】</color>的推進，<color=#f44eef>【補給收益】</color>將會同步增加，盡可能前往高層吧！	As you progress through the <color=#f44eef>[floors]</color>, <color=#f44eef>[supply bonus]</color> will increase accordingly, so aim for higher floors!	<color=#f44eef>「階層」</color>が上がると同時に<color=#f44eef>「補給収益」</color>も増えますので、できるだけ上の階層に登りましょう！	<color=#f44eef>[층]</color>을 올라갈수록, <color=#f44eef>[받을 수 있는 보급]</color>도 늘어나니 최대한 높은 층으로 올라가보세요!	<color=#f44eef>[กำไรเสบียง]</color> จะค่อยๆ เพิ่มขึ้นตาม\nความคืบหน้าของ <color=#f44eef>[จำนวนชั้น]</color> ดังนั้น\nเราจะควรพยายามขึ้นชั้นสูงๆ ให้ได้ค่ะ
1030_1	1030	1	109	1#2320	-1000#109	-1000#109		1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1#0	3	0:0:0		0			0	819.4597;-260.4999||0;0	0	2				0	1	1	1	战斗员<color=#f44eef>【好感度】</color>系统开启了	戰鬥員<color=#f44eef>【好感度】</color>系統開啟了	The Combatant <color=#f44eef>[Affection]</color> system is now available.	戦闘員<color=#f44eef>「好感度」</color>機能が開放されました。	전투원 <color=#f44eef>[호감도]</color>시스템이 오픈되었습니다.	ระบบ <color=#f44eef>[ค่าความสัมพันธ์]</color> เปิดแล้วค่ะ
1030_2	1030	2	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1#0	3	0:28:0		0			0	-524.5943;-94.65009||0;0	0	2				0	1	1	1	点击打开<color=#f44eef>【战斗员】</color>列表	點擊打開<color=#f44eef>【戰鬥員】</color>列表	Tap to open the <color=#f44eef>[Combatant]</color> list.	タップして<color=#f44eef>「戦闘員」</color>一覧を開きます。	<color=#f44eef>[전투원]</color>목록을 열려면 탭하세요	คลิกเพื่อเปิดตาราง <color=#f44eef>[ตัวละคร]</color> นะคะ
1030_3	1030	3	0	1#101				5#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton	1	1#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton:1:1#1	3			0			0		0	0				0	1	1	1						
1030_4	1030	4	0	1#102				1#CultivateOverseaMainDialog/Root/Container/ButtonGroup/BtnFeeling:1:1	2	2#CultivateOverseaMainDialog/Root/Container/ButtonGroup:74.68018:-49.99998:100:100:0:1:0:1:1:1#0	3	0:0:0		0			0	-257.6304;-148.9999||0;0	0	2				0	1	1	1	试着培养战斗员的 点击<color=#f44eef>好感度</color>吧	試著培養戰鬥員的 點擊<color=#f44eef>好感度</color>吧	Try raising the Combatant's <color=#f44eef>Affection</color> by tapping on it.	戦闘員の<color=#f44eef>好感度</color>を稼いでみましょう。	전투원 육성을 시도하려면 <color=#f44eef>호감도</color>를 탭하세요	พัฒนาค่าความสัมพันธ์ของเอเจนต์\nโดยการคลิกที่ <color=#f44eef>[ค่าความสัมพันธ์]</color> ค่ะ
1030_5	1030	5	0	1#128				1#CultivateOverseaIllustratedHandbookAndFetter/Root/Container/CultivateOverseaFeeling/Root/Container/Content/RightPanel/ItemMaterial/ChooseGroup/GoodsConsumeNode/BtnNode:1:1	2	1#CultivateOverseaIllustratedHandbookAndFetter/Root/Container/CultivateOverseaFeeling/Root/Container/Content/RightPanel/ItemMaterial/ChooseGroup/GoodsConsumeNode/BtnNode:1:1#0	3	0:0:0		0			0	-440.3901;11.87994||0;0	0	1				0	1	1	1	赠送料理是提升好感度的唯一途径	贈送料理是提升好感度的唯一途徑	Offering food is the only way to boost Affection.	好感度を稼ぐには、料理を贈るのは唯一の方法です。	요리를 선물하면 호감도를 높일 수 있습니다	การมอบอาหาร จะเพิ่มค่าความสัมพันธ์\nกับเหล่าเอเจนต์ได้ค่ะ
1030_6	1030	6	0	1#136				3#CultivateOverseaFeelingPopup/Root/Container/Content/ScrollView:2:GoodNode/Container:1:0.65:0.65:0	1	3#CultivateOverseaFeelingPopup/Root/Container/Content/ScrollView:2:GoodNode/Container:0:0.65:0.65:0#0	3	0:0:0		0			0	306;-199.5||0;0	0	2				0	1	1	1	选一个要赠送的料理	選一個要贈送的料理	Select a type of food to offer.	贈りたい料理を選びましょう。	선물할 요리를 선택하세요	เลือกอาหารที่ต้องการมอบ 1 อย่างค่ะ
1030_7	1030	7	0	1#136				1#CultivateOverseaFeelingPopup/Root/Container/Content/FontStyleButton:1:1	1	1#CultivateOverseaFeelingPopup/Root/Container/Content/FontStyleButton:1:1#0	3	0:0:0		0			0		0	0				0	1	1	1						
1030_8	1030	8	0	1#128				1#CultivateOverseaIllustratedHandbookAndFetter/Root/Container/CultivateOverseaFeeling/Root/Container/Content/RightPanel/Bottom/QuantitySlider/BtnAdd:1:1	2	1#CultivateOverseaIllustratedHandbookAndFetter/Root/Container/CultivateOverseaFeeling/Root/Container/Content/RightPanel/Bottom/QuantitySlider/BtnAdd:1:1#0	3	0:0:0		0			0	-17.39014;251.8799||0;0	0	2				0	1	1	1	这里可以调整本次赠送的数量	這裡可以調整本次贈送的數量	Here, you can adjust the quantity to offer.	ここで、1回に贈る料理の数量を調整できます。	여기에서 선물의 수량을 조정할 수 있습니다.	และสามารถปรับเปลี่ยนจำนวนของที่จะ\nมอบได้ที่นี่นะคะ
1030_9	1030	9	0	1#128									5#0;12#0	1			0	183;21.75||0;0	0	2				1	0	1	1	尽快提升战斗员的好感度吧！	儘快提升戰鬥員的好感度吧！	Let's quickly boost the Combatants' Affection.	できるだけ戦闘員の好感度を上げましょう！	어서 전투원의 호감도를 높여보세요!	รีบอัปเกรดค่าความสัมพันธ์ของคุณกับ\nเหล่าเอเจนต์กันเถอะค่ะ
1002_1	1002	1	102	1#2320	-1000#102	-1000#102	29			2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【战斗员】</color>除了战斗提升等级外，还可以使用<color=#f44eef>【升级材料】</color>进行快速升级。	調查官，<color=#f44eef>【戰鬥員】</color>除了戰鬥提升等級外，還可以使用<color=#f44eef>【升級材料】</color>進行快速升級。	Inspector, besides battles, <color=#f44eef>[Combatants]</color> can also level up with <color=#f44eef>[Upgrade Materials]</color>.	調査官、戦闘で<color=#f44eef>「戦闘員」</color>レベルを上げる以外にも、<color=#f44eef>「レベルアップ素材」</color>で快速にレベルアップできます。	조사관님, <color=#f44eef>[전투원]</color>은 전투를 통한 레벨업 외에도 <color=#f44eef>[레벨업 재료]</color>를 사용하여 빠르게 레벨업 할 수 있습니다.	นอกจากจะอัปเกรด <color=#f44eef>[เอเจนต์]</color> โดยการ\nต่อสู้แล้ว สามารถใช้ <color=#f44eef>[วัตถุดิบอัปเกรด]</color>\nเพื่ออัปเกรดทันทีได้ค่ะ
1002_2	1002	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3		16#5:0	0			0		0	0				1	1	1	1						
1002_3	1002	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1#0	3			0			0	-530.8113;100.33||0;0	0	2				1	1	1	1	点击<color=#f44eef>【战斗员】</color>进入，这里能对战斗员进行全方面的培养。	點擊<color=#f44eef>【戰鬥員】</color>進入，這裡能對戰鬥員進行全方面的培養。	Tap <color=#f44eef>[Combatant]</color> to enter the screen, where you can comprehensively train Combatants.	<color=#f44eef>「戦闘員」</color>をタップして、戦闘員を全面的に育成しましょう。	<color=#f44eef>[전투원]</color>에 입장하면 전반적인 전투원 육성을 할 수 있습니다.	คลิกที่ <color=#f44eef>[เอเจนต์]</color> ที่ต้องการอัปเกรดค่ะ
1002_4	1002	4	0	1#101				5#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton	1	1#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton:1:1#1	3	0:0:0		0			0		0	0				1	1	1	1						
1002_5	1002	5	0	1#102				3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:1:0:1:1:1	2	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:1:AnimRoot:0:1:1#1	3	0:0:0		0			0	1114.0001;-198.5||0;0	0	2				1	1	1	1	点击<color=#f44eef>【升级】</color>切换至战斗员等级提升专属界面。	點擊<color=#f44eef>【升級】</color>切換至戰鬥員等級提升專屬介面。	Tap <color=#f44eef>[Level up]</color> to switch to the level-up screen for Combatants.	<color=#f44eef>「レベルアップ」</color>をタップして、戦闘員のレベルアップページに入ります。	<color=#f44eef>[레벨업]</color>을 탭하면 전투원 레벨업 페이지로 전환됩니다	จากนั้นคลิกที่ <color=#f44eef>[อัปเกรด]</color> ค่ะ
1002_6	1002	6	0	1#102				5#CultivateOverseaLevelupAndEvolution/Root/Container/RightPanel/Levelup/ItemMaterial/ChooseGroup/GoodsConsumeNode1/GoodsConsumeNode	2	1#CultivateOverseaLevelupAndEvolution/Root/Container/RightPanel/Levelup/ItemMaterial/ChooseGroup/GoodsConsumeNode1/GoodsConsumeNode:1:1#1	3			0			0	-23.40286;248.76||0;0	0	2				1	1	1	1	选取<color=#f44eef>【升级材料】</color>	選取<color=#f44eef>【升級材料】</color>	Select the <color=#f44eef>[Upgrade Materials]</color>.	<color=#f44eef>「レベルアップ素材」</color>を選んでください。	<color=#f44eef>[레벨업 재료]</color>를 선택하세요	และเลือก <color=#f44eef>[วัตถุดิบอัปเกรด]</color> ค่ะ
1002_7	1002	7	0	1#102				5#CultivateOverseaLevelupAndEvolution/Root/Container/RightPanel/Levelup/ItemButton/ButtonGroup2/FontStyleButton	1	2#CultivateOverseaLevelupAndEvolution/Root/Container/RightPanel/Levelup/ItemButton/ButtonGroup2/FontStyleButton:0:23.28:388:138.55:0.5:0.5:0.5:0.5:1:1#1	3	0:20:0		0	8		0	-113.3775;269.72||0;0	0	2				1	1	1	1	点击<color=#f44eef>【升级】</color>按钮，消耗升级材料为战斗员升级。	點擊<color=#f44eef>【升級】</color>按鈕，消耗升級材料為戰鬥員升級。	Tap the <color=#f44eef>[Level up]</color> button to consume materials to level up the Combatant.	<color=#f44eef>「レベルアップ」</color>をタップして、戦闘員をレベルアップしましょう。	<color=#f44eef>[레벨업]</color> 탭을 터치하면 레벨업 재료를 소모하여 전투원을 레벨업할 수 있습니다.	คลิก <color=#f44eef>[อัปเกรด]</color> เพื่อใช้วัตถุดิบอัปเกรด\nเพื่ออัปเกรดเลเวลของเอเจนต์ค่ะ
1002_8	1002	8	0	1#124				1#CultivateOverseaLevelupSuccess/Root/Container/Success/ItemButton/ButtonGroup2/FontStyleButton:1:1	1	1#CultivateOverseaLevelupSuccess/Root/Container/Success/ItemButton/ButtonGroup2/FontStyleButton:1:1#0	3	0:20:0		1			0		0	0				1	1	1	1						
1031_1	1031	1	0	1#2320	25#103040	4#103040				1#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward/TaskReceive:1:1#0	3		5	0			0	300;300||0;0	0	2				1	1	1	1	为战斗员进行<color=#f44eef>【时装升级】</color>吧！	為戰鬥員進行<color=#f44eef>【時裝升級】</color>吧！	Let's perform an <color=#f44eef>[outfit upgrade]</color> for your Combatant!	<color=#f44eef>「外観レベルアップ」</color>を行いましょう！	전투원을 위한 <color=#f44eef>[스킨 레벨업]</color>을 진행합시다!	มา <color=#f44eef>[อัปเกรดคอสตูม]</color> ให้เอเจนต์กันนะคะ\nคุณผู้ตรวจการ
1031_2	1031	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				0	1	1	1						
1031_3	1031	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1#0	3	0:12:0		0			0		0	0				0	1	1	1						
1031_4	1031	4	0	1#101				5#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton	1	1#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton:1:1#1	3			0			0	-7.451416;260||0;0	0	2				1	1	1	1	点击<color=#f44eef>【强化战斗员】</color>	點擊<color=#f44eef>【強化戰鬥員】</color>	Tap <color=#f44eef>[Enhance]</color>.	<color=#f44eef>「戦闘員強化」</color>をタップしてください。	<color=#f44eef>[전투원 강화]</color>를 탭하세요	อันดับแรก คลิก <color=#f44eef>[เสริมพลังตัวละคร]</color> ค่ะ
1031_5	1031	5	0	1#102			1#6	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:5:0:1:1:1:0	1	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:5:0:0:1:1:0#0	3	0:0:0		0			0	839.2559;94.50002||0;0	0	2				0	1	0	1	选择<color=#f44eef>【时装】</color>页签	選擇<color=#f44eef>【時裝】</color>頁簽	Select the <color=#f44eef>[Outfit]</color> tab.	<color=#f44eef>「外観」</color>をタップしてください。	<color=#f44eef>[스킨]</color>탭을 선택하세요.	จากนั้นเลือกแท็บ <color=#f44eef>[คอสตูม]</color> ค่ะ
