id	specialTipsId	specialTipsNum	iconType	status	default	test	test_zh_TW	test_en_UK	test_ja_JP	test_ko_KR	test_th_TH
900021				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方角色每次受到伤害或者消耗生命时，自身获得1层造成伤害提升10%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.我方角色每次受到傷害或者消耗生命時，自身獲得1層造成傷害提升10%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Each time allied Combatants take DMG or lose HP, they gain 1 stack of an effect that increases their DMG dealt by 10%, lasting for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方がダメージを受ける、HPが減少する場合、「ダメージ＋10%」が1スタック付与される（1ターン持続）。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 캐릭터에게 대미지가 적용되거나 HP가 소모될 때, 1턴 동안 자체적으로 부여하는 대미지가 10% 증가된다. 1스택 중첩된다	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุกครั้งที่​ตัวละคร​ฝ่าย​เรา​ได้รับ​ดา​เม​จ​หรือ​ใช้​ HP​ จะ​ได้รับ​สถานะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 10%​ เป็นเวลา​ 1​ เทิร์น​ 
900022				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方角色奥义能量充满时，造成伤害提升20%；奥义能量未满时，造成伤害降低20%	<color=#05f1e6>夢魘湧動</color>\n1.我方角色奧義能量充滿時，造成傷害提升20%；奧義能量未滿時，造成傷害降低20%	<color=#05f1e6>Nightmare Surge</color>\n1. When allied Combatants' SP is full, increases DMG dealt by 20%; otherwise, reduces DMG dealt by 20%.	<color=#05f1e6>ステージ効果</color>\n1.味方のSPが満タンになる時、与ダメージ＋20%；SPが満タンでない場合、与ダメージ-20%	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 캐릭터의 필살기 게이지가 가득 찼을 때, 부여하는 대미지가 20% 증가한다. 필살기 게이지가 가득차지 않았을 때 부여하는 대미지는 20% 감소한다	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​ตัวละคร​ฝ่าย​เรา​พลังงาน​อัล​ติ​เมท​เต็ม​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​เมื่อ​พลังงาน​อัล​ติ​เมท​ไม่​เต็ม​ จะ​สร้าง​ดา​เม​จล​ดล​ง​ 20%​
900023				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方角色每次受到伤害或者消耗生命时，自身获得1层造成伤害提升15%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.我方角色每次受到傷害或者消耗生命時，自身獲得1層造成傷害提升15%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Each time allied Combatants take DMG or lose HP, they gain 1 stack of an effect that increases their DMG dealt by 15%, lasting for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方がダメージを受ける、HPが減少する場合、「ダメージ＋15%」が1スタック付与される（1ターン持続）。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 캐릭터에게 대미지가 적용되거나 HP가 소모될 때, 1턴 동안 자체적으로 부여하는 대미지가 15% 증가된다. 1스택 중첩된다	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุกครั้งที่​ตัวละคร​ฝ่าย​เรา​ได้รับ​ดา​เม​จ​หรือ​ใช้​ HP​ จะ​ได้รับ​สถานะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 15%​ เป็นเวลา​ 1​ เทิร์น​
900024				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方角色奥义能量充满时，造成伤害提升30%；奥义能量未满时，造成伤害降低30%	<color=#05f1e6>夢魘湧動</color>\n1.我方角色奧義能量充滿時，造成傷害提升30%；奧義能量未滿時，造成傷害降低30%	<color=#05f1e6>Nightmare Surge</color>\n1. When allied Combatants' SP is full, increases DMG dealt by 30%; otherwise, reduces DMG dealt by 30%.	<color=#05f1e6>ステージ効果</color>\n1.味方のSPが満タンになる時、与ダメージ＋30%；SPが満タンでない場合、与ダメージ-30%	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 캐릭터의 필살기 게이지가 가득 찼을 때, 부여하는 대미지가 30% 증가한다. 필살기 게이지가 가득차지 않았을 때 부여하는 대미지는 30% 감소한다	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​ตัวละคร​ฝ่าย​เรา​พลังงาน​อัล​ติ​เมท​เต็ม​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 30%​ และ​เมื่อ​พลังงาน​อัล​ติ​เมท​ไม่​เต็ม​ จะ​สร้าง​ดา​เม​จล​ดล​ง​ 30%​
12145001				1	1	<color=#66b032>关卡说明</color>\n\n我方战斗员每回合结束时会根据自身<color=#05f1e6>剩余护盾</color>对敌方全体造成纯粹伤害	<color=#66b032>關卡說明</color>\n\n我方戰鬥員每回合結束時會根據自身<color=#05f1e6>剩餘護盾</color>對敵方全體造成純粹傷害	<color=#66b032>Stage Details</color>\nAllied Combatants deal Pure DMG to all enemies at the end of each turn based on their <color=#05f1e6>remaining shield</color>.	<color=#05f1e6>ステージ効果</color>\n\nターン終了時、味方は保有するシールドの<color=#05f1e6>耐久値</color>に基づいて、敵全体に純ダメージを与える。	<color=#66b032>스테이지 안내</color>\n\n아군 전투원이 매번 턴 종료 시 자체 <color=#05f1e6>남은 실드</color>는 적 전체에게 순수 대미지로 전환되어 부여한다	<color=#66b032>คำอธิบายด่าน</color>\n​ทุกครั้งที่​จบ​เทิร์น​ ตัวละคร​ฝ่าย​เรา​จะ​สร้าง​ดา​เม​จ​เพียว​แก่​ฝ่าย​ศัตรู​ทั้งหมด​ตาม​<color=#05f1e6>ค่าโล่ป้องกัน</color>​ที่​เหลืออยู่​บน​ตัว​
900025				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方身上的增益效果提前结束时，该敌方单位获得1层受到伤害提升12%，持续3回合	<color=#05f1e6>夢魘湧動</color>\n1.敵方身上的增益效果提前結束時，該敵方單位獲得1層受到傷害提升12%，持續3回合	<color=#05f1e6>Nightmare Surge</color>\n1. If an enemy's buff ends prematurely, they gain 1 stack of an effect that increases their DMG taken by 12%, lasting for 3 turns.	<color=#05f1e6>ステージ効果</color>\n1.敵にあるバフ効果が早めに切れた場合、当該敵に被ダメージ12%アップが1スタック付与され、3ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 적에게 [공포] 효과가 적용됐을 때, 3턴 동안 단일 적에게 적용된 모든 버프 효과를 제거하고, 1스택의 대미지 +15%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​เอฟเฟกต์​บัฟบน​ตัว​ฝ่าย​ศัตรู​สิ้นสุดลง​ก่อนกำหนด​ ยูนิต​ศัตรู​ตัว​ดังกล่าว​จะ​ได้รับ​สถานะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 12%​ เป็นเวลา​ 3​ เทิร์น​
900026				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方被施加【恐惧】效果时，清除该敌方单位所有增益效果并使其获得1层受到伤害提升15%，持续3回合	<color=#05f1e6>夢魘湧動</color>\n1.敵方被施加【恐懼】效果時，清除該敵方單位所有增益效果並使其獲得1層受到傷害提升15%，持續3回合	<color=#05f1e6>Nightmare Surge</color>\n1. When enemies are afflicted with [Fear], removes all their buffs and inflicts 1 stack of an effect that increases their DMG taken by 15% on them, lasting for 3 turns.	<color=#05f1e6>ステージ効果</color>\n1.敵に「恐怖」を付与した時、敵にある全てのバフが効果解除される。被ダメージ＋15%、3ターン持続。	<color=#05f1e6>나이트메어 침식</color>\n1. 적에게 [공포] 효과가 적용됐을 때, 3턴 동안 단일 적에게 적용된 모든 버프 효과를 제거하고, 1스택의 대미지 +15%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​ฝ่าย​ศัตรู​ติด​เอฟเฟกต์​ [​หวาดกลัว​]​ จะ​ทำการ​ลบล้าง​เอฟเฟกต์​บัฟ​ทั้งหมด​ของ​ยูนิต​ฝ่าย​ศัตรู​ตัว​ดังกล่าว​ และ​ทำให้​ได้รับ​สถานะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 15%​ เป็นเวลา​ 3​ เทิร์น​
301011				1	1	<color=#05f1e6>关卡说明</color>\n每回合结束时，敌我双方随机单位获得下列减益效果之一：\n1.攻击力降低\n2.造成间接伤害降低\n3.防御力降低\n4.受到间接伤害提升\n5.受到伤害提升	<color=#05f1e6>關卡說明</color>\n每回合結束時，敵我雙方隨機單位獲得下列減益效果之一：\n1.攻擊力降低\n2.造成間接傷害降低\n3.受到間接傷害提升\n5.受到傷害提升	<color=#05f1e6>Stage Details</color>\nAt the end of each turn, random units on both sides receive one of the following debuffs:\n1. ATK Down\n2. Reduced Indirect DMG dealt\n3. DEF Down\n4. Increased Indirect DMG taken\n5. Increased DMG taken	<color=#05f1e6>ステージ効果</color>\n1.ターン終了時、敵と味方のランダムな個体に以下のいずれかのデバフ効果が付与される：\n1.攻撃力低下\n2.間接ダメージ低下\n3.防御力低下\n4.受ける間接ダメージ増加\n5.被ダメージ増加	<color=#05f1e6>스테이지 안내</color>매 턴 종료 시, 적과 아군 중 하나에게 무작위로 아래 디버프 효과 중 하나를 획득한다: \n1. 공격력 감소\n2. 부여하는 간접 대미지 감소\n3 방어력 감소\n4. 적용되는 간접 대미지 증가\n5. 적용되는 대미지 증가	<color=#05f1e6>คำอธิบายด่าน</color>\n​เมื่อ​จบ​แต่ละ​เทิร์น​ จะ​สุ่ม​ให้​ยูนิต​ฝ่าย​เรา​หรือ​ศัตรู​ได้รับ​เอฟเฟกต์​ดี​บัฟ​ 1​ อย่าง​ดังนี้​:\n1.​ลด​ ATK\n2.​ลด​สร้าง​ดา​เม​จ​ต่อเนื่อง​ลดลง​\n3.​ลด​ DEF\n4.​ได้รับ​ดา​เม​จ​ต่อเนื่อง​เพิ่มขึ้น​\n5.​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​
900027				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位受到【破碎伤害】提升20%，若处于【暴露】状态则额外提升20%	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位受到【破碎傷害】提升20%，若處於【暴露】狀態則額外提升20%	<color=#05f1e6>Nightmare Surge</color>\n1. Enemies take 20% more [Sunder DMG], with an additional 20% boost if they are [Exposed].	<color=#05f1e6>ステージ効果</color>\n1.敵の受ける「超会心ダメージ」＋20%。「暴露」付与中の敵に与える「超会心ダメージ」がさらに20%増加する。	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 적에게 적용되는 [파쇄 대미지] +20%, [폭로] 상태에서 추가 대미지  +20%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ยูนิต​ฝ่าย​ศัตรู​จะ​ได้รับ​ [​ดา​เม​จบ​ด​ขยี้​]​ เพิ่มขึ้น​ 20%​ หาก​อยู่​ใน​สถานะ​ [​เปิด​ช่องโหว่​]​ จะ​ได้รับ​เพิ่มเติม​อีก​ 20%​
900028				1	1	<color=#05f1e6>梦魇涌动</color>\n1.当敌方单位被技能扣除奥义能量时，获得1层受到伤害提升10%的减益效果，上限5层	<color=#05f1e6>夢魘湧動</color>\n1.當敵方單位被技能扣除奧義能量時，獲得1層受到傷害提升10%的減益效果，上限5層	<color=#05f1e6>Nightmare Surge</color>\n1. When an enemy's SP is reduced by a skill, they gain 1 stack of a debuff that increases their DMG taken by 10%, stacking up to 5 times.	<color=#05f1e6>ステージ効果</color>\n1.敵がスキルにより、SPが減少する場合、被ダメージ＋10%のデバフ効果が付与される（最大5スタックまで）。	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 적이 스킬에 의해 필살기 게이지가 차감될 시, 적용되는 대미지가 10% 증가하는 디버프 효과 1스택을 획득한다. 최대 5스택까지 중첩 가능	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​ศัตรู​ถูก​หักลบ​พลังงาน​อัล​ติ​เมท​ จะ​ได้รับ​เอฟเฟกต์​ดี​บัฟ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 10%​ สูงสุด​ 5​ ชั้น​
