Id,ZChinese,Chinese,English,Japanese,TChinese,Korean
ui_main_34,<size=32>A</size>ttack,<size=32>A</size>ttack,,<size=32>A</size>ttack,<size=32>A</size>ttack,
ui_main_35,<size=32>C</size>ulture,<size=32>C</size>ulture,,<size=32>C</size>ulture,<size=32>C</size>ulture,
ui_main_36,<size=32>W</size>arehouse,<size=32>W</size>arehouse,,<size=32>W</size>arehouse,<size=32>W</size>arehouse,
ui_main_37,侍主历练,侍主历练,Beginner Event,侍主の試練,侍主曆練,
ui_main_38,开服追加奖励,开服追加奖励,Release Bonus,<size=20>リリースプレゼント,開服追加獎勵,
ui_main_39,星海纪闻,星海纪闻,Celestial Chronicle,シーズンパス,星海紀聞,
ui_formation_0,第一编队,第一编队,Team 1,編成1,第一編隊,
ui_formation_1,第二编队,第二编队,Team 2,編成2,第二編隊,
ui_formation_2,第三编队,第三编队,Team 3,編成3,第三編隊,
ui_formation_3,第四编队,第四编队,Team 4,編成4,第四編隊,
ui_formation_4,查看克制关系,查看克制关系,Counter Info,因果関係詳細,查看克制關係,
ui_formation_5,<size=52>支</size>援星痕,<size=52>支</size>援星痕,Support,<size=52>サ<\size>ポートゴスペル,<size=52>支</size>援星痕,
ui_formation_6,Support,Support,,Support,Support,
ui_formation_7,加成效果,加成效果,Bonus Effect,加算効果,加成效果,
ui_formation_8,自动,自动,AUTO,AUTO,自動,
ui_formation_9,全队战力,全队战力,Team CP,味方戦力,全隊戰力,
ui_formation_10,快捷操作,快捷操作,Quick Set,簡易操作,快捷操作,
ui_formation_11,QUICKACTIONS,QUICKACTIONS,,QUICKACTIONS,QUICKACTIONS,
ui_formation_12,复制编队,复制编队,Copy all,コピー,複製編隊,
ui_formation_13,DUPLICATION,DUPLICATION,,DUPLICATION,DUPLICATION,
ui_formation_14,还原修改,还原修改,Undo all,リセット,還原修改,
ui_formation_15,RESTORE,RESTORE,,RESTORE,RESTORE,
ui_formation_16,卸除星痕,卸除星痕,Remove all,ゴスペルを外す,卸除星痕,
ui_formation_17,DISCHARGE,DISCHARGE,,DISCHARGE,DISCHARGE,
ui_formation_18,清空编队,清空编队,Clear all,一括外す,清空編隊,
ui_formation_19,EMPTY,EMPTY,,EMPTY,EMPTY,
ui_formation_21,点击选择魔女,点击选择魔女,,魔女を選択する,點擊選擇魔女,
ui_formation_22,该功能不能使用,该功能不能使用,Locked,この機能は使用できません,該功能不能使用,
ui_formation_23,魔女养成,魔女养成,Enhance,魔女育成,魔女養成,
ui_formation_24,已上阵,已上阵,<size=30>In the team,編入済,已上陣,
ui_formation_25,敌方战力,敌方战力,Enemy CP,敵の戦力,敵方戰力,
ui_formation_26,抗性表,抗性表,Stats,ステータス,抗性表,
ui_formation_27,威胁度,威胁度,CP,危険度,威脅度,
ui_formation_28,粘贴编队,粘贴编队,Paste all,編成適用,粘貼編隊,
ui_formation_29,{0}级,{0}级,Lv. {0},<line-height=46>レベル<color=#00FFFC>{0}</color><br><size=24>到達で解放,{0}級,
ui_formation_30,一键上阵,一键上阵,Quick Deploy,未翻译,快捷上陣,
ui_formation_31,本次出击阵容不可修改,本次出击阵容不可修改,Cannot change the lineup,,,
ui_TeamRolePet_04,阵容推荐,阵容推荐,Optimal lineup,<size=37>おすすめ編成,陣容推薦,
ui_TeamRolePet_05,REFERRER,REFERRER,,<size=20>REFERRER,REFERRER,
ui_TeamRolePet_07,SKILL,SKILL,,SKILL,SKILL,
ui_TeamRolePet_08,选择技能查看效果,选择技能查看效果,Tap a skill to view the effects,選択したスキルの効果を確認する,選擇技能查看效果,
ui_Filter_1,诞生,诞生,<size=26>Dawnborns,誕生,誕生,
ui_Filter_2,君王,君王,<size=26>Monarchs,君王,君王,
ui_Filter_3,传道,传道,<size=26>Faithbringers,教導,傳道,
ui_Filter_4,仆从,仆从,<size=26>Vassals,半獣,僕從,
ui_Filter_5,神子,神子,<size=26>Divinitas,神使,神子,
ui_Filter_6,受难,受难,<size=26>Tormentras,受難,受難,
ui_Filter_7,人子,人子,<size=26>Earthborns,人子,人子,
ui_shoptab_201,圣城供需官,圣城供需官,Sanctuary Pack,デイパック,聖城供需官,
ui_shoptab_202,星海秘宝,星海秘宝,Celestial Pack,育成パック,星海秘寶,
ui_shoptab_203,荒野行商,荒野行商,Wildfield Pack,召喚パック,荒野行商,
ui_shoptab_204,圣殿的礼物,圣殿的礼物,Monthly Pass,神殿の贈り物,聖殿的禮物,
ui_shoptab_206,等级礼包,等级礼包,Level Pack,レベルUPパック,等級禮包,
ui_shoptab_299,Crunchyroll礼包,Crunchyroll礼包,Crunchyroll Pack,,Crunchyroll禮包,
ui_shoptab_301,热卖装扮,热卖装扮,Trending Outfit,幽幻結晶,熱賣裝扮,
ui_shoptab_302,典藏装扮,典藏装扮,Exclusive Outfit,有償衣裝,典藏裝扮,
ui_shoptab_303,珍藏插画,珍藏插画,Collectible Illustration,Live 2D<br>イラスト,珍藏插畫,
ui_shoptab_304,精品插画,精品插画,Premium Illustration,通常<br>イラスト,精品插畫,
ui_shoptab_305,绮装卡册,绮装卡册,Ornate Album,,綺裝卡冊​,
ui_shoptab_306,梦幻装扮,,,,,
ui_shoptab_401,基础商店,基础商店,Basic Store,オリム,基礎商店,
ui_shoptab_402,蓝尖方商店,蓝尖方商店,Sapphire Store,召喚の殘滓【蒼】,藍尖方商店,
ui_shoptab_403,绿尖方商店,绿尖方商店,Emerald Store,召喚の殘滓【翠】,綠尖方商店,
ui_shoptab_404,常驻物资,常驻物资,Constant Supplies,秩序結晶,常駐物資,
ui_shoptab_405,友情商店,友情商店,Friendship Store,フレンド,友情商店,
ui_shoptab_406,梦域商店,梦域商店,Dreamland Store,幻星の源,夢域商店,
ui_shoptab_407,深眠商店,深眠商店,Slumber Store,夢幻の証,深眠商店,
ui_shoptab_408,混乱商店,混乱商店,Chaos Store,聖域の混沌石,混亂商店,
ui_shoptab_409,稀罕古物,稀罕古物,Rare Antique,簡素な粘土板,稀罕古物,
ui_shoptab_410,稀世古物,稀世古物,World-rare Antique,太古の粘土板,稀世古物,
ui_shoptab_411,骚灵商店,骚灵商店,Purifier Store,騒霊コイン,騷靈商店,
ui_shoptab_412,公会商店,公会商店,Guild Store,ギルドショップ,公會商店,
ui_shoptab_413,高级物资,高级物资,Premium Supplies,高級物資,高級物資,
ui_shoptab_414,深渊商店,深渊商店,Abyss Store,,深淵商店,
ui_shoptab_415,列阵商店,列阵商店,Phalanx Store,,列陣商店,
ui_shoptab_416,神谕司商店,神谕司商店,Oracle Store,,神諭司商店,
ui_shoptab_501,百货商店,百货商店,General Merchandise,神殿市,百貨商店,
ui_shoptab_502,收购所,收购所,Acquisition Office,食材,收購所,
ui_shoptab_601,公会商店,公会商店,Guild Store,ギルドショップ,公會商店,
ui_shop_01,推荐,推荐,Top Picks,おすすめ,推薦,
ui_shop_02,结晶商店,结晶商店,Crystals,結晶,結晶商店,
ui_shop_03,礼包商店,礼包商店,Packs,パック,禮包商店,
ui_shop_04,装扮商店,装扮商店,Outfits,よそおい,裝扮商店,
ui_shop_05,兑换商店,兑换商店,Exchange,こうかん,兌換商店,
ui_shop_06,日常商店,日常商店,Daily Store,その他,日常商店,
ui_shop_07,商店规则,商店规则,Help,ショップ説明,商店規則,
ui_shop_08,礼包商店,礼包商店,Pack Store,パック,禮包商店,
ui_shop_09,由长老院统一管理，财务部配合发放的圣殿人员的特惠礼包购买处。,由长老院统一管理，财务部配合发放的圣殿人员的特惠礼包购买处。,Exclusive gift packs for Sanctuary personnel,"財務部が神殿のメンバーのために
用意した贈り物。
元老院が統一で管理している",由長老院統一管理，財務部配合發放的聖殿人員的特惠禮包購買處。,
ui_shop_10,点击进入礼包商店〉〉〉,点击进入礼包商店〉〉〉,Pack Store >>>,ショップへ向かう〉〉〉,點擊進入禮包商店〉〉〉,
ui_shop_11,免费,免费,Free,無料,免費,
ui_shop_12,{0}折,{0}折,{0} Off,{0}割,{0}折,
ui_shop_13,剩余：,剩余：,Stock: ,殘り：,剩餘：,
ui_shop_14,首次双倍,首次双倍,2x For 1st Purchase,初回2倍,首次雙倍,
ui_shop_15,交互,交互,Interact,交互,交互,
ui_shop_16,道具,道具,Item,アイテム,道具,
ui_shop_17,资料,资料,Profile,資料,資料,
ui_shop_18,特效,特效,Effects,エフェクト,特效,
ui_shop_19,动作,动作,Move,モーション,動作,
ui_shop_20,星痕升级,星痕升级,Material,経験値,星痕升級,
ui_shop_21,星痕好感,星痕好感,Bond,好感度,星痕好感,
ui_shop_22,星痕突破,星痕突破,Material,限界突破,星痕突破,
ui_shop_23,主线材料,主线材料,Material,シナリオ素材,主線材料,
ui_shop_24,获取星痕,获取星痕,Aster,ゴスペル獲得,獲取星痕,
ui_shop_25,星痕觉醒,星痕觉醒,Material,覚醒,星痕覺醒,
ui_shop_26,星痕技能,星痕技能,Material,スキル,星痕技能,
ui_shop_27,星痕好感,星痕好感,Bond,好感度,星痕好感,
ui_shop_28,符文洗练,符文洗练,Refine Runes,ルーン精錬,符文洗練,
ui_shop_29,距离下次刷新还有：,距离下次刷新还有：,Refresh in:,次回の更新まで：,距離下次刷新還有：,
ui_shop_30,{0}:{1}:{2},{0}:{1}:{2},{0}:{1}:{2},{0}:{1}:{2},{0}:{1}:{2},
ui_shop_31,刷新商品（剩余{0}次）,刷新商品（剩余{0}次）,Refresh ({0} times),<size=21>ショップ更新<size=18>(殘り{0}回),刷新商品（剩餘{0}次）,
ui_shop_32,资金决济法,资金决济法,,資金決濟法,資金決濟法,
ui_shop_33,特定商取引法,特定商取引法,,特定商取引法,特定商取引法,
ui_shop_34,<color=#b12532>当前剩余 <color=#ff0084>{0}</color> 天</color>,<color=#b12532>当前剩余 <color=#ff0084>{0}</color> 天</color>,<color=#b12532>Ends in <color=#ff0084>{0}</color> d</color>,<color=#b12532>殘り <color=#ff0084>{0}</color> 日</color>,<color=#b12532>當前剩餘 <color=#ff0084>{0}</color> 天</color>,
ui_shop_35,购买内容,购买内容,Item,購入內容,購買內容,
ui_shop_36,售价,售价,Price,販売価格,售價,
ui_shop_37,￥ ,￥ ,$,￥,￥ ,
ui_shop_38,付费时间和方法：各个平台的交易规则,付费时间和方法：各个平台的交易规则,Payment time and method: Transaction rules for each platform,対価の支払時期・方法：各プラットフォームが定める方法に基づきます,付費時間和方法：各個平臺的交易規則,
ui_shop_39,提供时间：立即（※无法取消和推荐）,提供时间：立即（※无法取消和推荐）,Time: Immediate (※Cannot cancel or recommend),提供時期：即時(※キャンセル・解除はできません),提供時間：立即（※無法取消和推薦）,
ui_shop_40,售卖时间：,售卖时间：,Duration:,販売期間：,售賣時間：,
ui_shop_41,※持有目标星痕时，您可以享受插图变更或模型变更的功能。,※持有目标星痕时，您可以享受插图变更或模型变更的功能。,"※When owning a target Aster, you can enjoy the features of changing illustrations or models.",※対象のゴスペルを所有している場合、イラストや3Dモデルの見た目を変更することができます,※持有目標星痕時，您可以享受插圖變更或模型變更的功能。,
ui_shop_42,优先消耗星魂结晶,优先消耗星魂结晶,Use Mana Crystals first,秩序結晶（無償）を優先して消費する,優先消耗星魂結晶,
ui_shop_43,赠品,赠品,Bonus,おまけ,贈品,
ui_shop_44,立即获得,立即获得,Obtain Now,即獲得,立即獲得,
ui_shop_45,付费,付费,Purchase,特別価格,付費,
ui_shop_46,持续{0}天，可累计购买,持续{0}天，可累计购买,Last for {0} days,<size=28>殘り日數{0}日、累計購入可能,持續{0}天，可累計購買,
ui_shop_47,每日登录获得,每日登录获得,Daily for 30 Days,毎日ログインで獲得,每日登錄獲得,
ui_shop_48,JOINT OFFER,JOINT OFFER,,JOINT OFFER,JOINT OFFER,
ui_shop_49,MONTHLY CARD,MONTHLY CARD,,MONTHLY CARD,MONTHLY CARD,
ui_shop_50,额外赠送,额外赠送,Bonus Gift,おまけ,額外贈送,
ui_shop_51,首充赠送,首充赠送,Bonus,初回限定,首充贈送,
ui_shop_52,仅此一次,仅此一次,One-time,一度きり,僅此一次,
ui_shop_53,主页-插画,主页-插画,Illustration,ホーム-イラスト,主頁-插畫,
ui_shop_54,商品内容,商品内容,Features,パック內容,商品內容,
ui_shop_55,额外道具奖励,额外道具奖励,Rewards,追加で獲得可能なアイテム,額外道具獎勵,
ui_shop_56,尚未开通,尚未开通,Unavailable,未解放,尚未開通,
ui_shop_57,购买月卡,购买月卡,Purchase,購入する,購買月卡,
ui_shop_58,年龄确认,年龄确认,Age Confirm,年齢確認,年齡確認,
ui_shop_59,每月可以充值的金额由年龄决定，请务必输入正确的出生日期,每月可以充值的金额由年龄决定，请务必输入正确的出生日期,The monthly top-up limit is determined by age. Please enter your actual birth date.,<size=30>1か月に購入できる有料アイテムの金額は年齢によって定められています。必ず正しい情報を入力してください,每月可以充值的金額由年齡決定，請務必輸入正確的出生日期,
ui_shop_60,"15岁以下,每月充值金额上限5,000日元。<br>16岁~19岁,每月充值金额上限20,000日元。<br>20岁以上,不舍限制。","15岁以下,每月充值金额上限5,000日元。<br>16岁~19岁,每月充值金额上限20,000日元。<br>20岁以上,不舍限制。","Under 15 years old: Monthly top-up limit is 5,000 yen. <br>16–19 years old: Monthly top-up limit is 20,000 yen. <br>20 years old and above: No limit.","<size=25>15歳未満：毎月の課金額は5,000円まで<br>16歳~19歳：毎月の課金額は20,000円まで<br>20歳以上：制限なし ","15歲以下,每月充值金額上限5,000日元。<br>16歲~19歲,每月充值金額上限20,000日元。<br>20歲以上,不舍限制。",
ui_shop_61,你本次操作涉及到充值，一定要获得父母或法定监护人的许可后再进行操作。,你本次操作涉及到充值，一定要获得父母或法定监护人的许可后再进行操作。,This involves a top-up. Make sure you have the consent of your parents or legal guardians before proceeding.,課金の畫面に進もうとしています。必ずお父さん・お母さんまたは保護者へこの畫面を見せて、許可を得てから操作を続けてください。,你本次操作涉及到充值，一定要獲得父母或法定監護人的許可後再進行操作。,
ui_shop_62,本月剩余的消费额度,本月剩余的消费额度,Remaining monthly top-up limit,今月の殘り課金可能額：,本月剩餘的消費額度,
ui_shop_63,购买内容<size=24>(滑动列表可查看礼包物品),购买内容<size=24>(滑动列表可查看礼包物品),Items,商品內容<size=24>(スクロールで詳細を確認可能),購買內容<size=24>(滑動列表可查看禮包物品),
ui_shop_64,未拥有星痕,未拥有星痕,Aster not owned,未獲得のゴスペルです,未擁有星痕,
ui_shop_65,点击购买,点击购买,Purchase,タッチで購入する,點擊購買,
ui_shop_66,限时优惠,限时优惠,Limited,期間限定,限時優惠,
ui_shop_67,未拥有皮肤,未拥有皮肤,Not owned,未獲得の衣裝です,未擁有皮膚,
ui_shop_68,已拥有,已拥有,Owned,獲得済み,已擁有,
ui_shop_69,全新饰品,全新饰品,New,新しい裝備,全新飾品,
ui_shop_70,前往购买,前往购买,Go,購入する,前往購買,
ui_shop_71,圣殿的礼物,圣殿的礼物,<size=36>Monthly Pass,<size=50>ログインパック,聖殿的禮物,
ui_shop_72,米娅推荐：精选大礼包▲,米娅推荐：精选大礼包▲,Mia's Pick: Elite Pack▲,ミアのイチオシ：限定パック▲,米婭推薦：精選大禮包▲,
ui_shop_73,已启动,已启动,Activated,アクティブ済み,已啟動,
ui_shop_74,尚未启动,尚未启动,Not Activated,未購入,尚未啟動,
ui_shop_75,是否消耗,是否消耗,Consume,{0}を消費して,是否消耗,
ui_shop_76,侍主等级{0}级,侍主等级{0}级,Player Lv. {0},侍主のレベル：{0},侍主等級{0}級,
ui_shop_77,当前剩余：{0}天,当前剩余：{0}天,Ends in {0}d,殘り{0}日,當前剩餘：{0}天,
ui_shop_78,{0}购买{1}?,{0}购买{1}?,{0} to purchase {1}?,{1}を購入しますか?,{0}購買{1}?,
ui_shop_79,购买后可以在主界面设置为背景,购买后可以在主界面设置为背景,You can set it as the background,購入後、メイン畫面の背景として設定可能になります,購買後可以在主介面設置為背景,
ui_shop_80,<size=14>SOLD OUT</size>已售罄<size=14>SOLD OUT</size>,<size=14>SOLD OUT</size>已售罄<size=14>SOLD OUT</size>,Sold Out,完売,<size=14>SOLD OUT</size>已售罄<size=14>SOLD OUT</size>,
ui_shop_81,回响转化,回响转化,Echo Recycle,,迴響轉化,
ui_shop_82,确认转化,确认转化,Recycle,,確認轉化,
ui_shop_83,共计转化回响,共计转化回响,Total: ,,共計轉化迴響,
ui_shop_84,是否转化多余的回响,是否转化多余的回响,Recycle extra Echoes,,是否轉化多餘的迴響,
ui_shop_85,回响转化说明,回响转化说明,Help,,迴響轉化說明,
ui_shop_86,1.仅能转化觉醒等级为5的星痕对应的回响。<br> <color=#52a0f7>1</color>个5星星痕回响可转换为<color=#52a0f7>15</color>个绿尖方。<br> <color=#52a0f7>1</color>个4星星痕回响可转换为<color=#52a0f7>3</color>个绿尖方。<br> <color=#52a0f7>1</color>个3星星痕回响可转换为<color=#52a0f7>20</color>个蓝尖方。<br><br>2.获得的信物超出信物修缮等级5所需要的信物数量时：<br> <color=#52a0f7>1</color>个5星信物可转换为<color=#52a0f7>7</color>个绿尖方；<br> <color=#52a0f7>1</color>个4星信物可转换为<color=#52a0f7>2</color>个绿尖方；<br> <color=#52a0f7>1</color>个3星信物可转换为<color=#52a0f7>10</color>个蓝尖方。,1.仅能转化觉醒等级为5的星痕对应的回响。<br> <color=#52a0f7>1</color>个5星星痕回响可转换为<color=#52a0f7>15</color>个绿尖方。<br> <color=#52a0f7>1</color>个4星星痕回响可转换为<color=#52a0f7>3</color>个绿尖方。<br> <color=#52a0f7>1</color>个3星星痕回响可转换为<color=#52a0f7>20</color>个蓝尖方。<br><br>2.获得的信物超出信物修缮等级5所需要的信物数量时：<br> <color=#52a0f7>1</color>个5星信物可转换为<color=#52a0f7>7</color>个绿尖方；<br> <color=#52a0f7>1</color>个4星信物可转换为<color=#52a0f7>2</color>个绿尖方；<br> <color=#52a0f7>1</color>个3星信物可转换为<color=#52a0f7>10</color>个蓝尖方。,1. Only Awaken Lv.5 Aster Echoes can be recycled.<br> Recycle <color=#52a0f7>1</color> 5-Star Echo to obtain <color=#52a0f7>15</color> Emeralds.<br> Recycle <color=#52a0f7>1</color> 4-Star Echo to obtain <color=#52a0f7>3</color> Emeralds.<br> Recycle <color=#52a0f7>1</color> 3-Star Echo to obtain <color=#52a0f7>20</color> Sapphires.<br><br>2. When Relics obtained exceed the quantity required for Relic Refinement Level 5:<br> Recycle <color=#52a0f7>1</color> 5-Star Relic to obtain <color=#52a0f7>7</color> Emeralds<br> Recycle <color=#52a0f7>1</color> 4-Star Relic to obtain <color=#52a0f7>2</color> Emeralds<br> Recycle <color=#52a0f7>1</color> 3-Star Relic to obtain <color=#52a0f7>10</color> Sapphires.,,1.僅能轉化覺醒等級為5的星痕對應的迴響。<br> <color=#52a0f7>1</color>個5星星痕迴響可轉換為<color=#52a0f7>15</color>個綠尖方。<br> <color=#52a0f7>1</color>個4星星痕迴響可轉換為<color=#52a0f7>3</color>個綠尖方。<br> <color=#52a0f7>1</color>個3星星痕迴響可轉換為<color=#52a0f7>20</color>個藍尖方。<br><br>2.獲得的信物超出信物修繕等級5所需要的信物數量時。<br> <color=#52a0f7>1</color>個5星信物可轉換為<color=#52a0f7>7</color>個綠尖方；<br> <color=#52a0f7>1</color>個4星信物可轉換為<color=#52a0f7>2</color>個綠尖方；<br> <color=#52a0f7>1</color>個3星信物可轉換為<color=#52a0f7>10</color>個藍尖方。,
